time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.1408,-0.0306,0.0021,-0.0386,-0.0160,0.0022,0.2500,0.1134,-0.0306,2.7489,0.1000,0.3000,5.0000,0.1894,0.1200,0.0000,1.096,523673.3703
0.0240,0.0695,0.0684,-0.0028,-0.0951,0.0365,-0.0039,0.0000,0.0975,0.0684,2.9251,0.0973,0.3360,5.0000,0.1842,0.1344,0.0000,0.788,571720.2976
0.0360,0.0911,0.0103,-0.0024,-0.0869,0.0167,-0.0174,0.0000,0.0917,0.0103,2.9251,0.1093,0.3720,5.0000,0.2070,0.1488,0.0000,0.797,515143.3323
0.0480,-0.0265,0.0342,0.0018,-0.0032,0.0027,-0.0261,0.0000,0.0433,0.0342,2.9251,0.1136,0.4080,5.0000,0.2151,0.1632,0.0000,0.801,530176.6987
0.0600,0.0558,0.0252,-0.0000,-0.0311,-0.0051,0.0047,0.0000,0.0612,0.0252,2.9251,0.1256,0.4440,5.0000,0.2378,0.1776,0.0000,0.812,508883.4238
0.0720,0.0007,0.0508,-0.0002,0.0402,-0.0097,-0.0015,0.0000,0.0508,0.0508,2.9251,0.1376,0.4800,5.0000,0.2605,0.1920,0.0000,0.900,502184.7337
0.0840,-0.0199,-0.1012,-0.0111,-0.0035,-0.0287,-0.0055,0.0000,0.1031,-0.1012,2.9251,0.1496,0.5160,5.0000,0.2833,0.2064,0.0000,0.926,514908.7133
0.0960,0.0483,-0.0149,-0.0028,0.0741,-0.0432,-0.0100,0.0000,0.0505,-0.0149,2.9251,0.1616,0.5520,5.0000,0.3060,0.2208,0.0000,0.995,477743.0159
0.1080,0.0441,-0.0336,-0.0034,-0.0695,-0.0166,-0.0062,0.0000,0.0555,-0.0336,2.9251,0.1574,0.5880,5.0000,0.2982,0.2352,0.0000,0.751,492956.9058
0.1200,0.0379,-0.0117,-0.0085,0.0242,-0.0479,0.0025,0.0000,0.0397,-0.0117,2.9251,0.1694,0.6240,5.0000,0.3209,0.2496,0.0000,0.831,482581.2612
0.1320,0.0128,0.0085,0.0034,0.0062,0.0105,0.0037,0.0000,0.0154,0.0085,2.9251,0.1804,0.6600,5.0000,0.3417,0.2640,0.0000,0.711,486946.9339
0.1440,0.0127,0.0371,-0.0172,-0.0196,-0.0623,-0.0059,0.0000,0.0392,0.0371,2.9251,0.1924,0.6960,5.0000,0.3644,0.2784,0.0000,0.745,482310.6018
0.1560,0.0966,-0.0079,-0.0033,0.0929,-0.0027,-0.0090,0.0000,0.0969,-0.0079,2.9251,0.2044,0.7320,5.0000,0.3871,0.2928,0.0000,0.832,438429.5763
0.1680,0.0300,0.0459,0.0112,-0.0595,0.0166,-0.0097,0.0000,0.0548,0.0459,2.9251,0.2027,0.7680,5.0000,0.3839,0.3072,0.0000,0.829,470813.7653
0.1800,0.1549,-0.0043,0.0021,-0.0402,0.0077,0.0024,0.2500,0.0952,-0.0043,2.7489,0.2147,0.8040,5.0000,0.4066,0.3216,0.0000,0.848,445608.3455
0.1920,0.0688,-0.0921,-0.0078,0.0592,-0.0085,0.0005,0.0000,0.1150,-0.0921,2.9251,0.2267,0.8400,5.0000,0.4293,0.3360,0.0000,0.901,483841.7911
0.2040,0.0634,-0.0009,-0.0063,0.0204,0.0464,-0.0047,0.0000,0.0634,-0.0009,2.9251,0.2225,0.8760,5.0000,0.4215,0.3504,0.0000,0.842,446796.8837
