variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rt_factor_mean,rt_factor_std,rms_cte_m_mean,rms_cte_m_std
none_blind,405,405,3.0641975308641975,1.1564828723990264,4.061728395061729,1.1576871682425727,-1.8196113580246913,0.3411891240727458,,,,,,,1.0,0.0,0.2930551614068561,0.40710684147898346
dob_cbf_blind,405,405,0.5111111111111111,0.6770641340258385,1.382716049382716,1.0240656358838602,0.20778995802469138,1.0882584246086562,52.3,19.606299502915377,0.7035823697163982,0.20338619369196717,0.25719127655945645,0.28311157665772446,1.0,0.0,2.5400912801115654,2.2808444517404753
mppi_blind,405,405,0.07654320987654321,0.26619411742755994,0.5580246913580247,0.8020493857678656,2.2741041283950616,1.9825925845532095,88.51086419753086,8.170075226202567,0.5241211127959691,0.2972104194320257,0.6551353793394774,0.09705575560298978,0.4470864197530864,0.029204043838251932,1.1296534763608241,1.0139003303807799
nmpc_blind,405,405,0.5160493827160494,0.7056099092912204,1.1975308641975309,1.108247134018354,1.189527602469136,2.190063056236607,83.28345679012347,11.216931504536365,0.8837702427603077,0.34844240671157717,0.4200356383589182,0.21530068947145975,0.432,0.13658203932196408,7.378960399434863,6.674924191528079
