transition,n_runs,n_ok,pre_abs_err_mean,post_abs_err_mean,track_rmse_mean,response_dist_m_mean,response_dist_m_std,rms_cte_m_mean
clay_to_sand,5,5,0.08153893029986585,0.043531090247001455,0.18819472363462644,14.5151832,0.8694356904634756,0.0742141926780603
sand_to_clay,5,5,0.028075652996369806,0.15300203529331913,0.2965972127723266,14.2046572,0.14897570421951206,1.1286130854935015
clay_to_dirt,5,5,0.06632852961287575,0.148281134464403,0.14252329292594226,24.202922,,0.1383091531394248
dirt_to_clay,5,5,0.133672495109989,0.13753107252052296,0.10816068295593355,7.723033999999998,13.273005892707838,1.5983473553242957
dirt_to_sand,5,5,0.1231095860332729,0.42931468282300933,0.37507512237337914,34.281982,0.667875082752747,0.09560168933110394
sand_to_dirt,5,5,0.007542241754447998,0.08902345411290866,0.23889774760750218,11.9678716,0.44817493723467106,0.1058154060322098
