variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std
pacejka_static,405,405,1.0766475673773628,1.1100546853535962,0.6786090006093795,0.1950611299820669,4.507362286003701,0.911982042868005,10.117554859696805,2.3321312548866637
tmeasy_static,405,405,0.6346350498223601,0.736236827799483,0.6754312527882121,0.1874738810555125,4.4817754824368645,0.7978736975748769,10.6086424169478,2.920176612011498
nn_static,405,405,0.30359383822487845,0.3648688165851651,0.6720367315745821,0.1952598678184722,4.449067351991904,0.8889815972939505,28.395175191474046,5.388185398041278
nn_estimator,405,404,0.44779597430382334,0.6591397502965067,0.6722435816744803,0.19399222032605534,4.455948353399678,0.8931252444463004,28.82609355143613,5.257086799776874
