time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.1308,0.0229,0.0075,0.0201,-0.0228,-0.0003,0.2500,0.1214,0.0229,2.7489,0.1000,0.3000,5.0000,0.1894,0.1200,0.0000,2.912,172954.3076
0.0240,0.0603,0.0720,0.0007,0.0233,-0.0652,0.0015,0.0000,0.0939,0.0720,2.9251,0.0993,0.3360,5.0000,0.1881,0.1344,0.0000,1.445,188994.2779
0.0360,0.0915,0.0197,-0.0043,-0.0603,-0.1203,-0.0179,0.0000,0.0936,0.0197,2.9251,0.1113,0.3720,5.0000,0.2108,0.1488,0.0000,1.278,171927.6462
0.0480,-0.0121,0.0528,0.0010,0.0409,0.0206,-0.0170,0.0000,0.0541,0.0528,2.9251,0.1106,0.4080,5.0000,0.2095,0.1632,0.0000,1.206,171996.0147
0.0600,0.0492,-0.0227,-0.0003,0.0065,0.0100,-0.0047,0.0000,0.0542,-0.0227,2.9251,0.1226,0.4440,5.0000,0.2322,0.1776,0.0000,2.269,170055.3953
0.0720,0.0434,0.0228,0.0055,0.0508,-0.0086,-0.0031,0.0000,0.0490,0.0228,2.9251,0.1346,0.4800,5.0000,0.2549,0.1920,0.0000,1.336,164746.4542
0.0840,0.1987,-0.1143,-0.0031,-0.0015,0.0214,-0.0068,0.2500,0.1253,-0.1143,2.7489,0.1334,0.5160,5.0000,0.2526,0.2064,0.0000,1.246,158926.0932
0.0960,0.0960,0.0833,-0.0118,-0.0163,0.0120,-0.0060,0.0000,0.1271,0.0833,2.9251,0.1454,0.5520,5.0000,0.2754,0.2208,0.0000,1.314,176973.1777
0.1080,0.0483,-0.0124,-0.0096,0.0217,-0.0469,-0.0060,0.0000,0.0499,-0.0124,2.9251,0.1574,0.5880,5.0000,0.2981,0.2352,0.0000,1.201,161831.4087
0.1200,0.0298,0.0285,0.0068,0.0070,-0.0470,-0.0115,0.0000,0.0413,0.0285,2.9251,0.1552,0.6240,5.0000,0.2940,0.2496,0.0000,1.069,162211.1696
0.1320,0.1109,-0.0012,-0.0002,0.0334,-0.0040,-0.0001,0.0000,0.1109,-0.0012,2.9251,0.1672,0.6600,5.0000,0.3167,0.2640,0.0000,1.185,153550.8095
0.1440,0.0727,0.0434,0.0061,0.1494,-0.0335,-0.0004,0.0000,0.0847,0.0434,2.9251,0.1718,0.6960,5.0000,0.3253,0.2784,0.0000,1.135,144159.5645
0.1560,0.0891,-0.0301,-0.0050,-0.0168,0.0273,-0.0034,0.0000,0.0940,-0.0301,2.9251,0.1737,0.7320,5.0000,0.3290,0.2928,0.0000,0.989,154449.2020
0.1680,0.0165,-0.0089,-0.0058,0.0712,0.0513,-0.0036,0.0000,0.0187,-0.0089,2.9251,0.1857,0.7680,5.0000,0.3518,0.3072,0.0000,1.038,149913.0176
