variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,mean_abs_cte_m_mean,mean_abs_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std,progress_m_mean,progress_m_std
pacejka,1,1,0.06189588115001958,,0.059594566265060246,,0.3418436144578313,,1.7092180722891563,,3.1562809917355374,,2.0647968297669768,
tmeasy,1,1,0.05707768571192174,,0.054685939759036156,,0.33614843373493974,,1.6807421686746988,,2.8141869918699185,,2.0387850385296646,
closed_loop_mlp,1,1,0.1256540111014828,,0.12276856626506023,,0.4297156626506025,,2.1485783132530125,,4.63092,,3.321187954681122,
