t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,0.950,0.450,0.0000,0.0300,-0.0976,-0.0001,-0.6524,-0.0205,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,0.950,0.450,0.0126,0.0039,0.0032,-0.0005,-0.6581,-0.0056,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,0.950,0.450,0.0251,0.0039,-0.0626,-0.0010,-0.3743,-0.0436,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,sand,0.950,0.450,0.0377,0.0010,0.0266,-0.0052,-0.0616,0.0661,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,sand,0.950,0.450,0.0502,0.0203,-0.0259,-0.0029,0.1622,-0.0511,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,sand,0.950,0.450,0.0627,-0.0273,-0.0274,-0.0031,0.8992,0.0145,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,sand,0.950,0.450,0.0751,-0.0602,0.0590,-0.0037,0.1866,-0.0755,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,sand,0.950,0.450,0.0875,-0.0614,0.0012,-0.0021,0.0541,-0.0469,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,sand,0.950,0.450,0.0999,-0.0404,0.0059,-0.0037,-0.1778,0.2084,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,sand,0.950,0.450,0.1121,0.0015,-0.0600,-0.0022,0.0455,-0.2200,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,sand,0.950,0.450,0.1243,-0.0597,-0.0206,-0.0011,0.0404,-0.0280,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,sand,0.950,0.450,0.1365,-0.0255,0.0527,-0.0030,0.2561,-0.0738,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,sand,0.950,0.450,0.1485,-0.0762,-0.0030,-0.0020,0.1212,0.0210,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,sand,0.950,0.450,0.1605,0.0475,-0.0289,-0.0006,-0.0380,0.1018,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,sand,0.950,0.450,0.1723,0.0460,-0.0453,-0.0040,0.1072,-0.0616,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,sand,0.950,0.450,0.1841,0.0688,-0.0896,-0.0026,0.1049,-0.0807,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,sand,0.950,0.450,0.1957,0.0544,0.0198,-0.0029,0.0293,-0.0239,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,sand,0.950,0.450,0.2072,0.0171,-0.0211,-0.0041,0.2429,-0.2334,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,sand,0.950,0.450,0.2186,-0.0502,0.0227,0.0002,-0.1805,1.6811,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,sand,0.950,0.450,0.2298,0.0594,0.0059,-0.0030,0.1151,0.0323,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,sand,0.950,0.450,0.2409,0.0439,0.0109,-0.0043,0.0832,-0.3735,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,sand,0.950,0.450,0.2518,0.0296,0.0199,-0.0046,0.1153,0.1737,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,sand,0.950,0.450,0.2626,0.1297,0.0401,-0.0041,-0.0005,-0.0999,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
