t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,0.950,0.450,0.0000,-0.0227,-0.0348,-0.0012,-0.6784,-0.0057,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,0.950,0.450,0.0126,-0.0149,0.0570,-0.0023,-0.6387,0.0022,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,0.950,0.450,0.0251,0.0788,-0.0079,-0.0012,-0.3913,-0.0102,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,sand,0.950,0.450,0.0377,-0.0122,-0.0709,-0.0043,-0.0424,0.0941,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,sand,0.950,0.450,0.0502,0.0384,-0.0254,-0.0013,0.1284,-0.0233,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,sand,0.950,0.450,0.0627,0.0718,-0.0598,-0.0037,0.8883,-0.0131,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,sand,0.950,0.450,0.0751,-0.0036,0.0067,-0.0015,0.1898,-0.0879,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,sand,0.950,0.450,0.0875,0.0708,0.0224,-0.0020,0.0724,-0.0550,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,sand,0.950,0.450,0.0999,0.0435,-0.0018,-0.0029,-0.1576,0.1695,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,sand,0.950,0.450,0.1121,0.0128,-0.0780,-0.0012,0.0580,-0.1958,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,sand,0.950,0.450,0.1243,-0.0097,0.0234,-0.0002,0.0382,-0.0816,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,sand,0.950,0.450,0.1365,0.0019,0.0283,-0.0050,0.2787,-0.0815,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,sand,0.950,0.450,0.1485,-0.0796,-0.0106,-0.0023,0.1005,0.0012,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,sand,0.950,0.450,0.1605,0.0028,0.1514,-0.0027,-0.0234,0.0908,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,sand,0.950,0.450,0.1723,-0.0171,-0.0210,-0.0038,0.0963,-0.0556,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,sand,0.950,0.450,0.1841,0.0285,0.0168,-0.0044,0.0790,-0.0643,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,sand,0.950,0.450,0.1957,-0.0797,0.0427,-0.0025,0.0444,-0.0166,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,sand,0.950,0.450,0.2072,0.0625,-0.0652,-0.0048,0.2370,-0.2314,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,sand,0.950,0.450,0.2186,0.0425,0.0070,-0.0030,-0.1593,1.6800,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,sand,0.950,0.450,0.2298,-0.0311,-0.0110,-0.0017,0.0938,0.0225,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,sand,0.950,0.450,0.2409,-0.0127,0.0590,-0.0019,0.0707,-0.4124,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,sand,0.950,0.450,0.2518,0.0179,-0.0334,-0.0027,0.0931,0.1490,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,sand,0.950,0.450,0.2626,0.0268,-0.0286,-0.0031,-0.0304,-0.1305,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,sand,0.950,0.450,0.2732,0.0711,0.0836,-0.0019,-0.0497,0.1723,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,sand,0.950,0.450,0.2836,0.0363,0.0659,-0.0000,0.0402,-0.3078,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
0.3000,sand,0.950,0.450,0.2939,0.0146,0.0442,-0.0043,0.0228,-0.0182,-0.3147,-0.3147,-0.3147,-0.3147,0.1457
0.3120,sand,0.950,0.450,0.3040,-0.0269,-0.0254,-0.0044,-0.0630,-0.1115,-0.3463,-0.3463,-0.3463,-0.3463,0.1552
0.3240,sand,0.950,0.450,0.3138,0.0608,0.0938,-0.0011,-0.4368,-0.2925,-0.3936,-0.3936,-0.3936,-0.3936,0.1573
0.3360,sand,0.950,0.450,0.3235,-0.1040,0.0349,0.0008,-0.0139,0.2226,-0.4267,-0.4267,-0.4267,-0.4267,0.1580
0.3480,sand,0.950,0.450,0.3330,0.0194,-0.0245,-0.0042,0.2982,0.3488,-0.4816,-0.4816,-0.4816,-0.4816,0.1628
0.3600,sand,0.950,0.450,0.3423,0.0892,0.1338,-0.0039,0.0722,-0.7392,-0.5312,-0.5312,-0.5312,-0.5312,0.1748
0.3720,sand,0.950,0.450,0.3513,-0.0111,0.0002,-0.0018,-0.2081,-0.3224,-0.6111,-0.6111,-0.6111,-0.6111,0.1817
0.3840,sand,0.950,0.450,0.3602,-0.0118,0.0033,-0.0010,0.2630,-0.2929,-0.6486,-0.6486,-0.6487,-0.6487,0.1814
0.3960,sand,0.950,0.450,0.3688,0.0166,0.0463,0.0017,-0.0417,0.1926,-0.6659,-0.6659,-0.6659,-0.6660,0.1834
0.4080,sand,0.950,0.450,0.3771,-0.0712,0.1475,-0.0026,-0.0016,-0.0660,-0.7754,-0.7754,-0.7754,-0.7754,0.1939
0.4200,sand,0.950,0.450,0.3853,0.1239,0.0491,-0.0038,-0.3617,-0.2813,-0.8331,-0.8286,-0.8294,-0.8294,0.1981
0.4320,sand,0.950,0.450,0.3931,-0.0151,0.0661,0.0011,1.2027,-1.0403,-0.7127,-0.7831,-0.7775,-0.8154,0.1959
0.4440,sand,0.950,0.450,0.4008,0.0183,0.0488,0.0006,1.7296,-0.7898,-0.5090,-0.1679,-0.6091,-0.8085,0.1962
0.4560,sand,0.950,0.450,0.4082,0.1622,0.0596,0.0119,9.4792,2.0883,-0.5052,0.3748,-0.8258,-0.9008,0.2022
0.4680,sand,0.950,0.450,0.4153,0.0744,0.0770,0.0152,2.1661,-0.8664,-0.6834,0.2780,-0.6649,-0.7813,0.2038
0.4800,sand,0.950,0.450,0.4222,0.1901,0.0212,0.0166,2.2997,-0.7626,-0.6744,-0.0212,-0.3913,-0.6552,0.1997
0.4920,sand,0.950,0.450,0.4288,0.1902,-0.0182,0.0103,2.2754,-1.1381,-0.3939,-0.1960,-0.3691,-0.5042,0.1996
0.5040,sand,0.950,0.450,0.4351,0.2146,0.0103,0.0066,1.9774,-0.7302,-0.0311,-0.4804,-0.3435,-0.4287,0.2062
0.5160,sand,0.950,0.450,0.4411,0.2022,-0.0551,0.0036,1.4005,-0.9732,0.6569,-1.4469,0.6516,-1.7675,0.2080
0.5280,sand,0.950,0.450,0.4469,0.1211,-0.0487,0.0013,0.6465,2.4210,0.5723,-1.8293,0.7055,-2.2412,0.2065
0.5400,sand,0.950,0.450,0.4524,0.1521,-0.0201,0.0240,-0.0064,-1.5028,0.7096,-2.2492,1.3996,-2.7304,0.2071
0.5520,sand,0.950,0.450,0.4576,0.1718,0.0094,0.0267,-1.0137,-1.8065,-0.2901,-2.2684,0.2822,-0.2697,0.2091
0.5640,sand,0.950,0.450,0.4625,0.2729,-0.0194,0.0169,0.7437,-1.0738,0.1888,-1.5285,0.1568,-0.5375,0.2117
0.5760,sand,0.950,0.450,0.4672,0.1901,0.0091,0.0382,-2.8249,0.7600,0.2411,-0.6880,-0.0387,-0.3084,0.2125
