time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0558,-0.0227,-0.0070,-0.1074,0.0669,0.0005,0.0000,0.0603,-0.0227,5.0000,-0.0997,0.2998,1.9197,-0.1888,0.1199,0.0000,1.755,251809.0276
0.0240,0.0533,0.0078,0.0052,-0.0013,0.0060,0.0010,0.0000,0.0539,0.0078,5.0000,-0.1117,0.3358,5.0000,-0.2115,0.1343,0.0000,1.170,5426.0783
0.0360,-0.0489,-0.0276,-0.0021,-0.0206,-0.0357,0.0306,0.0000,0.0561,-0.0276,5.0000,-0.1237,0.3718,5.0000,-0.2342,0.1487,0.0000,1.084,184117.7755
0.0480,-0.0536,0.0322,-0.0030,-0.0334,0.0554,0.0219,0.0000,0.0626,0.0322,5.0000,-0.1357,0.4078,5.0000,-0.2570,0.1631,0.0000,1.016,182385.9671
0.0600,0.0806,-0.0395,-0.0058,-0.0184,0.0139,-0.0079,0.0000,0.0897,-0.0395,5.0000,-0.1477,0.4438,5.0000,-0.2797,0.1775,0.0000,1.055,171665.1605
0.0720,0.0650,-0.0276,0.0023,0.0090,-0.0056,-0.0091,0.0000,0.0706,-0.0276,5.0000,-0.1597,0.4798,5.0000,-0.3024,0.1919,0.0000,1.030,170322.7329
0.0840,-0.0181,0.0141,0.0059,0.1411,-0.0487,-0.0030,0.0000,0.0229,0.0141,5.0000,-0.1717,0.5158,5.0000,-0.3252,0.2063,0.0000,1.053,161766.4156
0.0960,0.0561,-0.0505,0.0029,0.0669,-0.0078,0.0043,0.0000,0.0755,-0.0505,5.0000,-0.1837,0.5518,5.0000,-0.3479,0.2207,0.0000,1.053,162074.0798
0.1080,0.0759,-0.0023,0.0088,0.0117,-0.0413,0.0007,0.0000,0.0760,-0.0023,5.0000,-0.1957,0.5878,5.0000,-0.3706,0.2351,0.0000,1.054,164444.9950
0.1200,0.0795,0.0070,0.0064,0.0599,-0.0301,-0.0043,0.0000,0.0798,0.0070,5.0000,-0.2077,0.6238,5.0000,-0.3933,0.2495,0.0000,1.052,158271.3356
0.1320,0.0172,-0.0626,-0.0012,0.0806,0.0600,-0.0082,0.0000,0.0649,-0.0626,5.0000,-0.2197,0.6598,5.0000,-0.4161,0.2639,0.0000,0.985,157932.0399
0.1440,0.0234,-0.0318,-0.0056,-0.0574,0.0013,0.0060,0.0000,0.0395,-0.0318,5.0000,-0.2317,0.6958,5.0000,-0.4388,0.2783,0.0000,0.966,163082.9073
0.1560,0.0946,-0.0681,0.0121,-0.0882,-0.0584,-0.0040,0.0000,0.1166,-0.0681,5.0000,-0.2437,0.7318,5.0000,-0.4615,0.2927,0.0000,0.981,157475.7866
0.1680,-0.0373,0.0842,0.0010,-0.0017,0.0028,-0.0017,0.0000,0.0921,0.0842,5.0000,-0.2557,0.7678,5.0000,-0.4842,0.3071,0.0000,1.066,163716.3505
0.1800,-0.0017,-0.0514,0.0020,0.0494,-0.0790,0.0003,0.0000,0.0514,-0.0514,5.0000,-0.2677,0.8038,5.0000,-0.5070,0.3215,0.0000,1.083,155230.2273
0.1920,0.0484,-0.0526,0.0054,0.0006,0.0024,0.0027,0.0000,0.0715,-0.0526,5.0000,-0.2797,0.8398,5.0000,-0.5297,0.3359,0.0000,1.018,155411.7478
0.2040,0.0515,0.0529,0.0033,0.0630,0.0302,-0.0004,0.0000,0.0739,0.0529,5.0000,-0.2917,0.8758,5.0000,-0.5524,0.3503,0.0000,1.035,148815.2512
0.2160,0.0938,-0.0175,-0.0018,-0.0309,0.0066,0.0006,0.0000,0.0955,-0.0175,5.0000,-0.3037,0.9118,5.0000,-0.5752,0.3647,0.0000,1.031,150029.4336
0.2280,0.1401,-0.1020,-0.0004,-0.0802,0.0115,0.0014,0.2500,0.1499,-0.1020,5.0000,-0.3157,0.9478,5.0000,-0.5979,0.3791,0.0000,1.000,145847.5923
0.2400,0.0719,-0.0319,0.0013,0.0669,0.0418,0.0075,0.0000,0.0787,-0.0319,5.0000,-0.3218,0.9838,5.0000,-0.6095,0.3935,0.0000,1.000,156765.5783
0.2520,0.0257,0.0227,0.0051,0.0746,-0.0343,-0.0035,0.0000,0.0343,0.0227,5.0000,-0.3338,1.0198,5.0000,-0.6322,0.4079,0.0000,1.050,143420.7788
0.2640,0.0009,0.0036,-0.0002,0.0353,-0.0387,-0.0051,0.0000,0.0037,0.0036,5.0000,-0.3392,1.0558,5.0000,-0.6424,0.4223,0.0000,1.248,146658.2894
0.2760,0.0959,-0.0374,-0.0035,-0.0386,0.0233,-0.0095,0.0000,0.1030,-0.0374,5.0000,-0.3512,1.0918,5.0000,-0.6651,0.4367,0.0000,1.285,142965.1812
0.2880,0.0939,0.0322,0.0017,0.0027,0.1205,-0.0031,0.0000,0.0993,0.0322,5.0000,-0.3547,1.1278,5.0000,-0.6718,0.4511,0.0000,1.171,141977.2024
0.3000,0.1342,0.0619,-0.0122,0.0960,0.0371,-0.0029,0.2500,0.1313,0.0619,5.0000,-0.3500,1.1638,5.0000,-0.6629,0.4655,0.0000,1.262,130893.6842
0.3120,0.1082,0.0958,0.0118,0.0480,0.0835,-0.0204,0.0000,0.1446,0.0958,5.0000,-0.3620,1.1998,5.0000,-0.6856,0.4799,0.0000,1.017,149230.1153
0.3240,0.0527,-0.0517,-0.0120,-0.0596,0.0715,-0.0135,0.0000,0.0738,-0.0517,5.0000,-0.3614,1.2358,5.0000,-0.6845,0.4943,0.0000,1.105,140415.5903
0.3360,0.0466,-0.0106,-0.0054,-0.0693,-0.0210,0.0012,0.0000,0.0478,-0.0106,5.0000,-0.3619,1.2718,5.0000,-0.6853,0.5087,0.0000,1.069,139759.1702
0.3480,0.0940,0.0364,0.0028,0.0669,0.0549,-0.0117,0.0000,0.1008,0.0364,5.0000,-0.3650,1.3078,5.0000,-0.6913,0.5231,0.0000,1.245,131009.8456
