backend,idx,n_true,status,abs_dn,est_n
MLP,90,1.0295391448150282,ok,0.03742303220360532,1.0669621770186335
Fused-UKF,90,1.0295391448150282,ok,0.005426233339618447,1.0241129114754097
NN-UKF,90,1.0295391448150282,ok,0.43825266006926555,0.5912864847457626
Bekker-UKF,90,1.0295391448150282,ok,0.4986453848150282,0.53089376
MLP,91,1.0317984072087147,ok,0.08025346026116487,1.1120518674698796
Bekker-UKF,91,1.0317984072087147,ok,0.4672075697087148,0.5645908374999999
NN-UKF,91,1.0317984072087147,ok,0.36733435509145085,0.6644640521172639
NN-UKF,92,1.036213189252493,ok,0.4718425387670562,0.5643706504854369
MLP,92,1.036213189252493,ok,0.011494264163655954,1.047707453416149
Fused-UKF,92,1.036213189252493,ok,0.02122764629716678,1.0149855429553263
Bekker-UKF,92,1.036213189252493,ok,0.5037489727576477,0.5324642164948453
Fused-UKF,91,1.0317984072087147,ok,0.020996266330804092,1.0527946735395188
MLP,93,1.044084092968883,ok,0.04128981842352197,1.085373911392405
NN-UKF,93,1.044084092968883,ok,0.3071133209481577,0.7369707720207254
Bekker-UKF,93,1.044084092968883,ok,0.5127029104871312,0.5313811824817518
Fused-UKF,93,1.044084092968883,ok,0.0017220187332445125,1.0458061117021276
MLP,94,1.050035234680752,ok,0.02177825289688795,1.07181348757764
Bekker-UKF,94,1.050035234680752,ok,0.5118788169592331,0.5381564177215189
Fused-UKF,95,1.053895356306465,ok,0.023392352846257403,1.0305030034602076
MLP,95,1.053895356306465,ok,0.02635128213001714,1.0802466384364822
Bekker-UKF,95,1.053895356306465,ok,0.5166129724680812,0.5372823838383838
NN-UKF,95,1.053895356306465,ok,0.3271026138315486,0.7267927424749164
NN-UKF,94,1.050035234680752,ok,0.3801087174393727,0.6699265172413793
MLP,96,1.0626934925656797,ok,0.026070075257664138,1.0887635678233438
Fused-UKF,94,1.050035234680752,ok,0.023841407865109465,1.0261938268156425
Bekker-UKF,96,1.0626934925656797,ok,0.5193049895353767,0.543388503030303
Fused-UKF,96,1.0626934925656797,ok,0.029771822662767233,1.0329216699029125
NN-UKF,96,1.0626934925656797,ok,0.3594595537901695,0.7032339387755102
MLP,97,1.0637878864090182,ok,0.054320154686872124,1.1181080410958903
Bekker-UKF,97,1.0637878864090182,ok,0.5289598231178789,0.5348280632911393
NN-UKF,97,1.0637878864090182,ok,0.4865361115399083,0.57725177486911
MLP,98,1.069872976854111,ok,0.06444485333456829,1.1343178301886794
Fused-UKF,97,1.0637878864090182,ok,0.0029814319300820458,1.0667693183391003
NN-UKF,98,1.069872976854111,ok,0.47253468139956567,0.5973382954545454
Bekker-UKF,98,1.069872976854111,ok,0.5252597159845459,0.5446132608695652
Bekker-UKF,99,1.0744409609552412,ok,0.5224391056093293,0.552001855345912
MLP,99,1.0744409609552412,ok,0.03125000827552804,1.1056909692307693
Fused-UKF,98,1.069872976854111,ok,0.010553869299735119,1.0804268461538462
Fused-UKF,99,1.0744409609552412,ok,0.0033761131291540902,1.0710648478260871
NN-UKF,99,1.0744409609552412,ok,0.40780136474073025,0.666639596214511
