backend,idx,n_true,status,abs_dn,est_n
Bekker-UKF,7,0.5631214845712126,ok,0.005411700142163189,0.5685331847133758
Fused-UKF,7,0.5631214845712126,ok,0.005428578973937892,0.5685500635451505
MLP,8,0.5686219748222598,ok,0.034637983954679985,0.5339839908675799
NN-UKF,8,0.5686219748222598,ok,0.012058880359719137,0.5565630944625407
Bekker-UKF,8,0.5686219748222598,ok,0.0045351270885682915,0.5731571019108281
MLP,9,0.5743489261203075,ok,0.021330374268455632,0.5530185518518519
NN-UKF,7,0.5631214845712126,ok,0.017815507522032314,0.5453059770491803
MLP,7,0.5631214845712126,ok,0.022288051581521806,0.5408334329896908
NN-UKF,9,0.5743489261203075,ok,0.03175519931618387,0.5425937268041237
Fused-UKF,9,0.5743489261203075,ok,0.00216657595195735,0.5721823501683502
Bekker-UKF,9,0.5743489261203075,ok,0.006339195351076854,0.5680097307692307
Fused-UKF,8,0.5686219748222598,ok,2.8870561932237138e-06,0.5686248618784531
MLP,10,0.5797430565860267,ok,0.009313725316676846,0.5704293312693498
Bekker-UKF,10,0.5797430565860267,ok,0.011559786315756382,0.5681832702702703
Bekker-UKF,11,0.5847315601001744,ok,0.009071846724378108,0.5756597133757962
MLP,11,0.5847315601001744,ok,0.04464474491865611,0.5400868151815182
Bekker-UKF,12,0.5919790572103018,ok,0.02808782791093878,0.563891229299363
NN-UKF,11,0.5847315601001744,ok,0.036077120100174276,0.5486544400000001
Fused-UKF,12,0.5919790572103018,ok,0.014968177073315436,0.5770108801369863
NN-UKF,10,0.5797430565860267,ok,0.010502056586026542,0.5692410000000001
Fused-UKF,10,0.5797430565860267,ok,0.015791483613053714,0.5639515729729729
Fused-UKF,11,0.5847315601001744,ok,0.011038766996725902,0.5736927931034485
NN-UKF,12,0.5919790572103018,ok,0.043060536376968384,0.5489185208333334
MLP,12,0.5919790572103018,ok,0.03621297473607499,0.5557660824742268
MLP,13,0.5959193800531112,ok,0.0516356162340158,0.5442837638190954
MLP,14,0.5985271876095497,ok,0.020988716641807903,0.5775384709677418
Fused-UKF,13,0.5959193800531112,ok,0.01617142519200021,0.579747954861111
Bekker-UKF,13,0.5959193800531112,ok,0.025031956002478206,0.570887424050633
Bekker-UKF,14,0.5985271876095497,ok,0.033848117989296544,0.5646790696202532
Bekker-UKF,15,0.6048529477751938,ok,0.030618803121105764,0.5742341446540881
NN-UKF,14,0.5985271876095497,ok,0.05871207708323389,0.5398151105263158
NN-UKF,15,0.6048529477751938,ok,0.05743431285455891,0.5474186349206349
Fused-UKF,14,0.5985271876095497,ok,0.026253477171839235,0.5722737104377105
NN-UKF,13,0.5959193800531112,ok,0.03569277478995336,0.5602266052631578
MLP,15,0.6048529477751938,ok,0.04315816027519381,0.5616947875
Fused-UKF,15,0.6048529477751938,ok,0.03159222514745652,0.5732607226277373
Fused-UKF,16,0.611626150619099,ok,0.0279581881617611,0.5836679624573379
Bekker-UKF,16,0.611626150619099,ok,0.026276642682591222,0.5853495079365078
MLP,17,0.6166888717841733,ok,0.059005393523303584,0.5576834782608697
NN-UKF,17,0.6166888717841733,ok,0.034600058119577115,0.5820888136645962
NN-UKF,18,0.6213397893880597,ok,0.05935223619657026,0.5619875531914894
Bekker-UKF,18,0.6213397893880597,ok,0.041783697363519945,0.5795560920245397
Fused-UKF,17,0.6166888717841733,ok,0.038389885436050486,0.5782989863481228
MLP,16,0.611626150619099,ok,0.09807856686275374,0.5135475837563452
Bekker-UKF,17,0.6166888717841733,ok,0.0027541349420682204,0.6139347368421051
NN-UKF,16,0.611626150619099,ok,0.05443744595588651,0.5571887046632125
Fused-UKF,18,0.6213397893880597,ok,0.04818335686210806,0.5731564325259516
MLP,18,0.6213397893880597,ok,0.0630326611829315,0.5583071282051282
Bekker-UKF,21,0.6394472227890636,ok,0.0678608202733404,0.5715864025157232
MLP,19,0.6273899275844598,ok,0.05871476516407759,0.5686751624203822
MLP,21,0.6394472227890636,ok,0.09272291210945194,0.5467243106796117
Bekker-UKF,19,0.6273899275844598,ok,0.05054067758445968,0.5768492500000001
MLP,20,0.6352709486259114,ok,0.09541023434019713,0.5398607142857142
Fused-UKF,20,0.6352709486259114,ok,0.04927056586729073,0.5860003827586207
NN-UKF,21,0.6394472227890636,ok,0.07505922278906363,0.564388
Bekker-UKF,20,0.6352709486259114,ok,0.040444820420783234,0.5948261282051281
Fused-UKF,19,0.6273899275844598,ok,0.037865513971894416,0.5895244136125654
Fused-UKF,21,0.6394472227890636,ok,0.0637501687350095,0.5756970540540541
NN-UKF,20,0.6352709486259114,ok,0.07094589163109266,0.5643250569948187
NN-UKF,19,0.6273899275844598,ok,0.06464211024699851,0.5627478173374613
NN-UKF,22,0.6464539423823222,ok,0.02979502276817425,0.616658919614148
Bekker-UKF,22,0.6464539423823222,ok,0.06594730087288825,0.580506641509434
MLP,23,0.6531833172726017,ok,0.1580405049649093,0.4951428123076924
Fused-UKF,22,0.6464539423823222,ok,0.09139810904898882,0.5550558333333334
MLP,22,0.6464539423823222,ok,0.05658926738232217,0.5898646750000001
Bekker-UKF,23,0.6531833172726017,ok,0.06784762246740683,0.5853356948051949
NN-UKF,23,0.6531833172726017,ok,0.05357177229905674,0.599611544973545
Fused-UKF,24,0.657051540645919,ok,0.10861622539168181,0.5484353152542372
MLP,24,0.657051540645919,ok,0.13159599575427805,0.5254555448916409
Bekker-UKF,24,0.657051540645919,ok,0.03706526229540352,0.6199862783505155
Fused-UKF,23,0.6531833172726017,ok,0.059470863720689104,0.5937124535519126
NN-UKF,24,0.657051540645919,ok,0.05670905095519729,0.6003424896907217
NN-UKF,25,0.6646272347754884,ok,0.10901383414457355,0.5556134006309148
Bekker-UKF,25,0.6646272347754884,ok,0.10293045770542464,0.5616967770700637
MLP,25,0.6646272347754884,ok,0.08164509264350861,0.5829821421319797
NN-UKF,26,0.6671749091894984,ok,0.10576762273116502,0.5614072864583334
Bekker-UKF,26,0.6671749091894984,ok,0.097905947164182,0.5692689620253164
Fused-UKF,25,0.6646272347754884,ok,0.08453990259555755,0.5800873321799308
MLP,26,0.6671749091894984,ok,0.11119644378069338,0.555978465408805
Bekker-UKF,27,0.6724891983490113,ok,0.09856881903866643,0.5739203793103449
MLP,27,0.6724891983490113,ok,0.137650388092601,0.5348388102564103
Fused-UKF,26,0.6671749091894984,ok,0.09001429170315955,0.5771606174863388
Fused-UKF,27,0.6724891983490113,ok,0.09625612618406298,0.5762330721649483
NN-UKF,27,0.6724891983490113,ok,0.02638775535226856,0.6461014429967428
MLP,28,0.6785759777998073,ok,0.10864812156977532,0.569927856230032
Bekker-UKF,28,0.6785759777998073,ok,0.10469014749677685,0.5738858303030304
NN-UKF,28,0.6785759777998073,ok,0.1122278316959111,0.5663481461038962
Fused-UKF,30,0.6929884379489197,ok,0.10442613078168428,0.5885623071672355
Fused-UKF,28,0.6785759777998073,ok,0.09735278879637088,0.5812231890034364
Bekker-UKF,29,0.6833218037784593,ok,0.07284180377845928,0.61048
Bekker-UKF,30,0.6929884379489197,ok,0.12908878150720204,0.5638996564417177
NN-UKF,29,0.6833218037784593,ok,0.08208703658269212,0.6012347671957672
NN-UKF,30,0.6929884379489197,ok,0.07170053503629836,0.6212879029126214
Fused-UKF,29,0.6833218037784593,ok,0.1375307822730829,0.5457910215053764
MLP,30,0.6929884379489197,ok,0.12049408056060351,0.5724943573883162
MLP,29,0.6833218037784593,ok,0.17330847377845937,0.5100133299999999
Fused-UKF,31,0.6956924832816928,ok,0.14403576711007549,0.5516567161716173
Bekker-UKF,31,0.6956924832816928,ok,0.1229674048503202,0.5727250784313725
MLP,31,0.6956924832816928,ok,0.1343877948394817,0.561304688442211
NN-UKF,31,0.6956924832816928,ok,0.10101708778330043,0.5946753954983923
MLP,33,0.7059000341280017,ok,0.1760661776923581,0.5298338564356436
MLP,32,0.6998874444215044,ok,0.12409174378456178,0.5757957006369426
Bekker-UKF,33,0.7059000341280017,ok,0.10873562079466847,0.5971644133333333
Bekker-UKF,32,0.6998874444215044,ok,0.11116536214302342,0.588722082278481
Fused-UKF,33,0.7059000341280017,ok,0.0954952314069133,0.6104048027210884
Fused-UKF,32,0.6998874444215044,ok,0.11621508078514087,0.5836723636363635
NN-UKF,33,0.7059000341280017,ok,0.1275714968939592,0.5783285372340425
NN-UKF,32,0.6998874444215044,ok,0.11995315186831301,0.5799342925531914
NN-UKF,34,0.7104780432111659,ok,0.13552154803431704,0.5749564951768489
MLP,34,0.7104780432111659,ok,0.21274417100669307,0.49773387220447285
NN-UKF,35,0.7198878696396002,ok,0.10255031025262695,0.6173375593869732
Bekker-UKF,34,0.7104780432111659,ok,0.10763608444827932,0.6028419587628866
Fused-UKF,34,0.7104780432111659,ok,0.13346122502934776,0.5770168181818182
Bekker-UKF,35,0.7198878696396002,ok,0.13590672861395903,0.5839811410256411
Fused-UKF,35,0.7198878696396002,ok,0.12003469666662725,0.5998531729729729
MLP,35,0.7198878696396002,ok,0.18324027219551065,0.5366475974440895
MLP,36,0.7223339234087209,ok,0.21823909969077226,0.5040948237179487
Bekker-UKF,36,0.7223339234087209,ok,0.13634567950628174,0.5859882439024392
NN-UKF,36,0.7223339234087209,ok,0.1336768238416215,0.5886570995670994
Fused-UKF,36,0.7223339234087209,ok,0.13301243989223732,0.5893214835164836
MLP,37,0.7309120395914762,ok,0.2364987254889121,0.4944133141025641
Bekker-UKF,37,0.7309120395914762,ok,0.12477549792480958,0.6061365416666666
MLP,38,0.7363502606254142,ok,0.1809868116458222,0.555363448979592
Fused-UKF,37,0.7309120395914762,ok,0.12708778097078655,0.6038242586206897
NN-UKF,38,0.7363502606254142,ok,0.06839538996295369,0.6679548706624605
NN-UKF,37,0.7309120395914762,ok,0.1717836665344814,0.5591283730569948
Fused-UKF,38,0.7363502606254142,ok,0.14604081767239419,0.59030944295302
NN-UKF,39,0.7436249300409612,ok,0.14666395584741276,0.5969609741935484
Bekker-UKF,38,0.7363502606254142,ok,0.1469790123032666,0.5893712483221476
Bekker-UKF,39,0.7436249300409612,ok,0.1275607535703729,0.6160641764705883
MLP,39,0.7436249300409612,ok,0.22990207972248977,0.5137228503184714
Fused-UKF,39,0.7436249300409612,ok,0.1637137047849886,0.5799112252559726
MLP,40,0.7486448002433433,ok,0.16241082613331093,0.5862339741100324
Bekker-UKF,41,0.7529774000810969,ok,0.17450619511215293,0.578471204968944
Fused-UKF,40,0.7486448002433433,ok,0.18798542871556556,0.5606593715277778
Bekker-UKF,40,0.7486448002433433,ok,0.15658764737710118,0.5920571528662422
NN-UKF,40,0.7486448002433433,ok,0.18032917992248765,0.5683156203208557
NN-UKF,41,0.7529774000810969,ok,0.14360141328241705,0.6093759867986799
MLP,41,0.7529774000810969,ok,0.15415385722395403,0.5988235428571429
MLP,42,0.7577418225396273,ok,0.11731513860180343,0.6404266839378239
Fused-UKF,41,0.7529774000810969,ok,0.13926017008109692,0.61371723
Fused-UKF,42,0.7577418225396273,ok,0.1913505899007384,0.5663912326388889
Bekker-UKF,42,0.7577418225396273,ok,0.11914346698407197,0.6385983555555553
NN-UKF,42,0.7577418225396273,ok,0.14445353952075946,0.6132882830188678
MLP,43,0.761172729598949,ok,0.15685915217959423,0.6043135774193548
Bekker-UKF,43,0.761172729598949,ok,0.18176459584098725,0.5794081337579617
Fused-UKF,43,0.761172729598949,ok,0.1568514074512979,0.6043213221476511
Bekker-UKF,44,0.7715574346459297,ok,0.1706837785949744,0.6008736560509553
NN-UKF,43,0.761172729598949,ok,0.1603939283371193,0.6007788012618297
Bekker-UKF,45,0.7723102142913199,ok,0.17285579524370087,0.599454419047619
NN-UKF,44,0.7715574346459297,ok,0.1389715497775087,0.632585884868421
Fused-UKF,44,0.7715574346459297,ok,0.10063089618439125,0.6709265384615385
NN-UKF,45,0.7723102142913199,ok,0.17564179218076703,0.5966684221105528
MLP,45,0.7723102142913199,ok,0.1072143989067047,0.6650958153846152
MLP,44,0.7715574346459297,ok,0.06028880879558962,0.7112686258503401
Fused-UKF,45,0.7723102142913199,ok,0.05824748764772125,0.7140627266435986
MLP,46,0.7793807501429315,ok,0.15127126382074318,0.6281094863221883
Bekker-UKF,46,0.7793807501429315,ok,0.16633663475831606,0.6130441153846155
Fused-UKF,46,0.7793807501429315,ok,0.11544043399172876,0.6639403161512027
NN-UKF,46,0.7793807501429315,ok,0.19730784389293154,0.58207290625
Bekker-UKF,47,0.7845257712781847,ok,0.14315848414947174,0.6413672871287129
MLP,47,0.7845257712781847,ok,0.09283267573678344,0.6916930955414012
NN-UKF,47,0.7845257712781847,ok,0.1808541608885743,0.6036716103896104
Fused-UKF,47,0.7845257712781847,ok,0.12374084193035861,0.6607849293478261
Bekker-UKF,48,0.7917330165128188,ok,0.1627579095945798,0.628975106918239
MLP,48,0.7917330165128188,ok,0.1286875619673643,0.6630454545454545
Fused-UKF,48,0.7917330165128188,ok,0.1429690232695756,0.6487639932432432
NN-UKF,48,0.7917330165128188,ok,0.07249205006986581,0.719240966442953
MLP,49,0.7991240197289474,ok,0.2700637782428793,0.5290602414860681
Bekker-UKF,49,0.7991240197289474,ok,0.1935898857083288,0.6055341340206186
NN-UKF,49,0.7991240197289474,ok,0.17201217947335645,0.627111840255591
Fused-UKF,49,0.7991240197289474,ok,0.14006076886984098,0.6590632508591064
Bekker-UKF,50,0.8043623795856376,ok,0.18770628020675573,0.6166560993788819
MLP,50,0.8043623795856376,ok,0.10746091674779978,0.6969014628378378
NN-UKF,50,0.8043623795856376,ok,0.11284457251168256,0.691517807073955
Fused-UKF,51,0.807756501178162,ok,0.12968814906548576,0.6780683521126762
MLP,51,0.807756501178162,ok,0.08639325117816199,0.72136325
NN-UKF,51,0.807756501178162,ok,0.19085266784482868,0.6169038333333333
Fused-UKF,50,0.8043623795856376,ok,0.13171019229466763,0.67265218729097
Bekker-UKF,51,0.807756501178162,ok,0.19104292190986938,0.6167135792682926
MLP,52,0.8125023916669617,ok,0.10987805515902527,0.7026243365079364
Bekker-UKF,52,0.8125023916669617,ok,0.22271916381886048,0.5897832278481012
MLP,53,0.8184625082575993,ok,0.13079399888259924,0.687668509375
NN-UKF,52,0.8125023916669617,ok,0.2103532155663328,0.6021491761006289
Fused-UKF,52,0.8125023916669617,ok,0.12137503872578514,0.6911273529411766
Bekker-UKF,53,0.8184625082575993,ok,0.21656922620631713,0.6018932820512821
NN-UKF,53,0.8184625082575993,ok,0.22516978050890823,0.593292727748691
Fused-UKF,53,0.8184625082575993,ok,0.1361088551963746,0.6823536530612246
MLP,54,0.8271519387371323,ok,0.19778577281784981,0.6293661659192825
Bekker-UKF,54,0.8271519387371323,ok,0.233389696907067,0.5937622418300653
NN-UKF,54,0.8271519387371323,ok,0.19849948040379894,0.6286524583333334
Fused-UKF,54,0.8271519387371323,ok,0.13325324999541044,0.6938986887417219
MLP,55,0.8321154017089377,ok,0.057607669719633936,0.8897230714285717
NN-UKF,55,0.8321154017089377,ok,0.25647596781063264,0.5756394338983051
NN-UKF,56,0.8341325361900878,ok,0.22718434463164616,0.6069481915584416
Fused-UKF,55,0.8321154017089377,ok,0.028086918950317008,0.8040284827586207
MLP,56,0.8341325361900878,ok,0.17080872873667163,0.6633238074534161
MLP,57,0.8436849513860766,ok,0.03540794135840297,0.8790928927444795
Bekker-UKF,55,0.8321154017089377,ok,0.2991573617089378,0.5329580399999999
Bekker-UKF,56,0.8341325361900878,ok,0.2692400178974049,0.5648925182926828
Fused-UKF,56,0.8341325361900878,ok,0.12729305165400528,0.7068394845360825
Bekker-UKF,57,0.8436849513860766,ok,0.27632941434903957,0.567355537037037
NN-UKF,57,0.8436849513860766,ok,0.21182019745937497,0.6318647539267016
Fused-UKF,57,0.8436849513860766,ok,0.04656488530678138,0.7971200660792952
MLP,58,0.8481044250140065,ok,0.06997972650114481,0.9180841515151513
Bekker-UKF,58,0.8481044250140065,ok,0.3028548737319552,0.5452495512820513
Bekker-UKF,59,0.8530095168566949,ok,0.3086079598946695,0.5444015569620254
Fused-UKF,58,0.8481044250140065,ok,0.002529720931939483,0.850634145945946
NN-UKF,58,0.8481044250140065,ok,0.2668894646179668,0.5812149603960397
MLP,59,0.8530095168566949,ok,0.02502550862101227,0.8780350254777072
NN-UKF,59,0.8530095168566949,ok,0.2661871124679802,0.5868224043887147
Fused-UKF,59,0.8530095168566949,ok,0.017219952667505756,0.8357895641891891
MLP,60,0.8612149229198647,ok,0.037086089778548104,0.8983010126984128
Fused-UKF,60,0.8612149229198647,ok,0.008901669313144955,0.8701165922330096
NN-UKF,60,0.8612149229198647,ok,0.27378806502512776,0.5874268578947369
Bekker-UKF,60,0.8612149229198647,ok,0.3197930804956223,0.5414218424242424
Bekker-UKF,61,0.8659361999303944,ok,0.32753181776478923,0.5384043821656052
MLP,61,0.8659361999303944,ok,0.0076590994326628525,0.8735952993630572
Bekker-UKF,62,0.8692394752995236,ok,0.3238984131877223,0.5453410621118013
MLP,62,0.8692394752995236,ok,0.01738754380875651,0.8866270191082801
NN-UKF,62,0.8692394752995236,ok,0.26939341573839504,0.5998460595611286
NN-UKF,61,0.8659361999303944,ok,0.24318113824208265,0.6227550616883117
Fused-UKF,62,0.8692394752995236,ok,0.002578787326738996,0.8718182626262626
Fused-UKF,61,0.8659361999303944,ok,0.06712884509168471,0.7988073548387097
MLP,63,0.8749465910075536,ok,0.03147457170431067,0.9064211627118642
Bekker-UKF,63,0.8749465910075536,ok,0.34185935464391703,0.5330872363636365
NN-UKF,63,0.8749465910075536,ok,0.2513876222575536,0.6235589687499999
Fused-UKF,63,0.8749465910075536,ok,0.0644915415570042,0.8104550494505494
MLP,64,0.8805076130514927,ok,0.007771257201671822,0.8882788702531645
Bekker-UKF,64,0.8805076130514927,ok,0.34348000699088665,0.5370276060606061
Fused-UKF,64,0.8805076130514927,ok,0.02164544361627674,0.858862169435216
NN-UKF,64,0.8805076130514927,ok,0.3075456324063316,0.5729619806451611
Fused-UKF,65,0.8875676137503509,ok,0.015662759537320325,0.9032303732876712
MLP,66,0.8942222372626994,ok,0.0094380104437225,0.903660247706422
MLP,65,0.8875676137503509,ok,0.05703320131814227,0.9446008150684931
NN-UKF,65,0.8875676137503509,ok,0.2919555849963573,0.5956120287539935
Fused-UKF,66,0.8942222372626994,ok,0.007456987227096534,0.901679224489796
Bekker-UKF,66,0.8942222372626994,ok,0.36532211961564065,0.5289001176470588
Bekker-UKF,65,0.8875676137503509,ok,0.35958822159348813,0.5279793921568627
NN-UKF,66,0.8942222372626994,ok,0.32277335521141737,0.5714488820512821
MLP,67,0.8995752465984165,ok,0.06699555788876321,0.9665708044871797
NN-UKF,67,0.8995752465984165,ok,0.32991182159841637,0.5696634250000001
Bekker-UKF,68,0.9013959493784798,ok,0.3705727166740773,0.5308232327044025
Bekker-UKF,67,0.8995752465984165,ok,0.353691599162519,0.5458836474358975
Fused-UKF,67,0.8995752465984165,ok,0.006958525815376815,0.9065337724137933
MLP,69,0.9065623972179451,ok,0.05193401018946242,0.9584964074074075
NN-UKF,68,0.9013959493784798,ok,0.330836452625233,0.5705594967532468
MLP,68,0.9013959493784798,ok,0.003639243794723357,0.8977567055837564
Bekker-UKF,69,0.9065623972179451,ok,0.3664903309927794,0.5400720662251657
Fused-UKF,68,0.9013959493784798,ok,0.023275632438588878,0.8781203169398909
NN-UKF,69,0.9065623972179451,ok,0.34772377162552814,0.5588386255924169
Fused-UKF,69,0.9065623972179451,ok,0.0031434646868168103,0.9097058619047619
MLP,70,0.9156751066202341,ok,0.08201549529059393,0.997690601910828
Bekker-UKF,70,0.9156751066202341,ok,0.3769692529616976,0.5387058536585365
NN-UKF,70,0.9156751066202341,ok,0.3586393500412868,0.5570357565789473
MLP,71,0.9189358957955135,ok,0.018499793231410933,0.9004361025641026
Fused-UKF,70,0.9156751066202341,ok,0.008860954153246503,0.9245360607734806
Bekker-UKF,72,0.9271094763902804,ok,0.3911776192474231,0.5359318571428573
Bekker-UKF,71,0.9189358957955135,ok,0.37390346912884687,0.5450324266666666
NN-UKF,71,0.9189358957955135,ok,0.3316930353303972,0.5872428604651163
Fused-UKF,72,0.9271094763902804,ok,0.01147240447247222,0.9156370719178082
NN-UKF,72,0.9271094763902804,ok,0.3097184763902804,0.617391
MLP,72,0.9271094763902804,ok,0.028279939123199815,0.8988295372670806
Fused-UKF,71,0.9189358957955135,ok,0.04942669360972085,0.8695092021857926
MLP,73,0.9329730535186417,ok,0.032156048522174796,0.9651291020408165
Bekker-UKF,73,0.9329730535186417,ok,0.3777451762180283,0.5552278773006134
MLP,74,0.9359162490073798,ok,0.03544564842851761,0.9713618974358974
NN-UKF,73,0.9329730535186417,ok,0.2966865157827927,0.636286537735849
Fused-UKF,73,0.9329730535186417,ok,0.03705272362173451,0.8959203298969072
Bekker-UKF,74,0.9359162490073798,ok,0.4059632490073798,0.529953
MLP,75,0.940237163088849,ok,0.025480883064997184,0.9657180461538462
NN-UKF,74,0.9359162490073798,ok,0.3813141331772639,0.5546021158301159
Fused-UKF,75,0.940237163088849,ok,0.02242566135874513,0.9178115017301038
Fused-UKF,74,0.9359162490073798,ok,0.026643328215300466,0.9092729207920793
Bekker-UKF,75,0.940237163088849,ok,0.41070827419996003,0.5295288888888889
NN-UKF,75,0.940237163088849,ok,0.36595502672521263,0.5742821363636363
MLP,76,0.9510881522055036,ok,0.04847443240988103,0.9995625846153846
Bekker-UKF,76,0.9510881522055036,ok,0.403822126399052,0.5472660258064516
NN-UKF,76,0.9510881522055036,ok,0.34566817760232904,0.6054199746031745
MLP,77,0.9564977369399255,ok,0.035296753382655255,0.9917944903225807
Fused-UKF,76,0.9510881522055036,ok,0.005787652205503591,0.9453005
Fused-UKF,77,0.9564977369399255,ok,0.010653045182979604,0.9671507821229051
Bekker-UKF,78,0.9576312583435524,ok,0.41828743555874237,0.5393438227848101
Bekker-UKF,77,0.9564977369399255,ok,0.4227051263204564,0.533792610619469
NN-UKF,77,0.9564977369399255,ok,0.3592773471635675,0.5972203897763579
MLP,78,0.9576312583435524,ok,0.03437419428802624,0.9920054526315787
Fused-UKF,78,0.9576312583435524,ok,0.004385800149572461,0.95324545819398
NN-UKF,78,0.9576312583435524,ok,0.3837096543167068,0.5739216040268457
MLP,79,0.9639572230563752,ok,0.060618919800767945,1.0245761428571432
Bekker-UKF,79,0.9639572230563752,ok,0.40914576445764916,0.554811458598726
NN-UKF,79,0.9639572230563752,ok,0.348691497566179,0.6152657254901962
Fused-UKF,79,0.9639572230563752,ok,0.009576005665070997,0.9543812173913042
Fused-UKF,80,0.9702891854128007,ok,0.01886176071514556,0.9891509461279463
MLP,80,0.9702891854128007,ok,0.039691080798803235,1.009980266211604
MLP,81,0.976255142980505,ok,0.05165845329278673,1.0279135962732917
Bekker-UKF,80,0.9702891854128007,ok,0.434526008197611,0.5357631772151897
NN-UKF,80,0.9702891854128007,ok,0.4084930467031235,0.5617961387096773
NN-UKF,81,0.976255142980505,ok,0.3915296169141542,0.5847255260663508
Bekker-UKF,81,0.976255142980505,ok,0.4397616244619865,0.5364935185185185
Fused-UKF,81,0.976255142980505,ok,0.013971131529298964,0.9902262745098039
MLP,82,0.9828536251165179,ok,0.0531405653596726,1.0359941904761905
Bekker-UKF,82,0.9828536251165179,ok,0.45342609986399274,0.5294275252525251
NN-UKF,82,0.9828536251165179,ok,0.37522759366997704,0.6076260314465408
MLP,83,0.9868196810729215,ok,0.04530065011678919,1.0321203311897107
Fused-UKF,82,0.9828536251165179,ok,0.004179103106478843,0.9870327282229967
NN-UKF,83,0.9868196810729215,ok,0.36287130444954485,0.6239483766233767
Bekker-UKF,83,0.9868196810729215,ok,0.4417204071875711,0.5450992738853504
Fused-UKF,84,0.9933135406425473,ok,0.014417282139145948,0.9788962585034013
Bekker-UKF,84,0.9933135406425473,ok,0.45975582767958434,0.533557712962963
Fused-UKF,83,0.9868196810729215,ok,0.01019017117193144,0.9766295099009901
NN-UKF,84,0.9933135406425473,ok,0.3154223057027882,0.6778912349397591
MLP,84,0.9933135406425473,ok,0.008265136602143008,0.9850484040404043
Bekker-UKF,85,0.9964035312236086,ok,0.4459966793717568,0.5504068518518518
MLP,85,0.9964035312236086,ok,0.04093970993394769,1.0373432411575563
NN-UKF,85,0.9964035312236086,ok,0.4128816946223014,0.5835218366013072
Bekker-UKF,86,1.0033578028708912,ok,0.444915815774117,0.5584419870967742
MLP,86,1.0033578028708912,ok,0.032270264221760714,1.0356280670926519
NN-UKF,86,1.0033578028708912,ok,0.3837351570375579,0.6196226458333333
Fused-UKF,85,0.9964035312236086,ok,0.024288850951499796,0.9721146802721088
Fused-UKF,86,1.0033578028708912,ok,0.014599874543246072,0.9887579283276451
NN-UKF,87,1.0080602322347396,ok,0.29830782917351517,0.7097524030612244
Bekker-UKF,87,1.0080602322347396,ok,0.47986078178428926,0.5281994504504504
MLP,87,1.0080602322347396,ok,0.018116919280411814,1.0261771515151514
Fused-UKF,87,1.0080602322347396,ok,0.016153160464404626,0.991907071770335
MLP,88,1.017123787391586,ok,0.06418381638199899,1.081307603773585
Bekker-UKF,88,1.017123787391586,ok,0.4787563498915859,0.5383674375
Fused-UKF,88,1.017123787391586,ok,0.007600952680616224,1.0247247400722022
NN-UKF,88,1.017123787391586,ok,0.41423833697836276,0.6028854504132232
MLP,89,1.018460074811864,ok,0.030425746326347536,1.0488858211382115
NN-UKF,89,1.018460074811864,ok,0.4333489274764407,0.5851111473354232
Bekker-UKF,89,1.018460074811864,ok,0.4927124767726483,0.5257475980392157
Fused-UKF,89,1.018460074811864,ok,0.014198833082872842,1.0326589078947368
