backend,idx,n_true,status,abs_dn,est_n
MLP,90,0.711080987496576,ok,0.1237388879490648,0.5873420995475112
Bekker-UKF,90,0.711080987496576,ok,0.129073441484306,0.6035448732394367
NN-UKF,90,0.711080987496576,ok,0.1632972399237605,0.5479988273381294
MLP,91,0.7271501470504946,ok,0.1876811153044628,0.5394690317460318
Bekker-UKF,91,0.7271501470504946,ok,0.1404238567279139,0.6103615353535354
NN-UKF,91,0.7271501470504946,ok,0.0283887742609807,0.7555389213114754
Fused-UKF,91,0.7271501470504946,ok,0.1478214838560502,0.5793286631944444
Bekker-UKF,92,0.8285029323908879,ok,0.2137784756007644,0.5884943499999998
MLP,92,0.8285029323908879,ok,0.2960994232333788,0.5324035091575091
NN-UKF,92,0.8285029323908879,ok,0.1777075291650814,0.6507954032258064
Fused-UKF,92,0.8285029323908879,ok,0.2595040312919867,0.5689989010989012
MLP,93,0.7442837801323474,ok,0.1658033074050745,0.5784804727272729
Bekker-UKF,93,0.7442837801323474,ok,0.1964475327096669,0.6136465081967214
NN-UKF,93,0.7442837801323474,ok,0.1907381551323475,0.5535456249999999
Fused-UKF,93,0.7442837801323474,ok,0.1477879662637342,0.5964958138686132
MLP,94,0.90105538870644,ok,0.2774516002449013,0.6236037884615385
NN-UKF,94,0.90105538870644,ok,0.3841074728488346,0.5180389342105263
Bekker-UKF,94,0.90105538870644,ok,0.3823307057796107,0.5284436470588235
Bekker-UKF,95,0.9121484571212596,ok,0.3695958086364109,0.5425526484848486
Fused-UKF,94,0.90105538870644,ok,0.2488191832269878,0.652236205479452
MLP,95,0.9121484571212596,ok,0.4021563703865656,0.509992086734694
MLP,96,0.9243557449300388,ok,0.333907856751125,0.5192415541401274
Fused-UKF,95,0.9121484571212596,ok,0.2628134071212596,0.6493350499999999
NN-UKF,95,0.9121484571212596,ok,0.3503966326698489,0.5617518244514107
Fused-UKF,96,0.9243557449300388,ok,0.2801086295454233,0.6442471153846154
NN-UKF,96,0.9243557449300388,ok,0.0912241395788683,0.8331316053511705
Bekker-UKF,96,0.9243557449300388,ok,0.3570267449300387,0.5673290000000001
MLP,97,0.6949253191739431,ok,0.1596857974348126,0.5352395217391305
Bekker-UKF,97,0.6949253191739431,ok,0.008226760826057,0.7243685182481752
NN-UKF,97,0.6949253191739431,ok,0.1923026086611083,0.8872279278350514
Fused-UKF,97,0.6949253191739431,ok,0.1095599420113133,0.5853653771626297
Fused-UKF,98,0.8585095283631246,ok,0.0647689481583464,0.7937405802047781
MLP,99,1.047011837503322,ok,0.2437907263596064,1.2908025638629284
NN-UKF,98,0.8585095283631246,ok,0.2321993721131245,0.62631015625
MLP,98,0.8585095283631246,ok,0.144734310353646,0.7137752180094785
Bekker-UKF,98,0.8585095283631246,ok,0.2855447813751728,0.569904813084112
Fused-UKF,99,1.047011837503322,ok,0.0529633969464387,1.0999752344497606
NN-UKF,99,1.047011837503322,ok,0.0776929881443475,0.9693188493589744
Bekker-UKF,99,1.047011837503322,ok,0.5135609754343564,0.5953626540880503
