step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,0.655,0.045,0.27,1.420,0.00,0,18,10.00,5.63,+0.000,0.486,0.000,+0.000,0.486,0.000,0,inf,7.78,0.000
40,4.370,0.199,3.63,0.982,24.50,2,18,10.00,3.87,+0.873,0.122,0.119,+0.873,0.122,0.119,0,24.541,7.73,0.000
60,7.244,1.026,14.40,2.821,1.18,3,18,10.00,5.62,+0.042,0.318,0.100,+0.042,0.318,0.100,0,17.336,7.88,0.000
80,11.930,1.795,6.42,1.686,-11.76,4,18,10.00,5.00,-0.419,0.249,0.016,-0.419,0.249,0.016,0,14.464,7.92,0.000
90,14.048,1.695,-1.11,2.844,-16.11,5,18,10.00,4.56,-0.574,0.419,0.000,-0.573,0.414,0.000,1,10.339,48.17,0.000
91,14.336,1.660,-2.17,2.981,-16.83,5,18,10.00,4.49,-0.599,0.394,0.000,-0.607,0.389,0.000,1,10.409,47.15,0.000
92,14.635,1.619,-3.29,3.103,-16.95,5,18,10.00,4.48,-0.604,0.377,0.009,-0.602,0.365,0.000,1,9.971,47.12,0.000
93,14.946,1.569,-4.49,3.220,-17.36,5,18,10.00,4.44,-0.618,0.360,0.023,-0.623,0.335,0.000,1,9.495,47.42,0.000
100,17.276,0.972,-14.01,3.506,-13.54,5,18,10.00,4.80,-0.482,0.256,0.123,-0.482,0.256,0.123,0,8.009,8.04,0.000
120,22.874,-1.108,-19.03,2.884,7.08,5,18,10.00,5.45,+0.252,0.321,0.002,+0.252,0.321,0.002,0,1.870,7.75,0.000
