step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,1.659,0.034,1.00,2.986,0.00,0,18,26.00,7.10,+0.000,0.326,0.034,+0.000,0.326,0.034,0,inf,10.39,0.000
40,6.709,0.816,14.47,2.027,6.65,3,18,26.00,7.01,+0.237,0.383,0.006,+0.237,0.383,0.006,0,18.848,10.34,0.000
60,12.925,1.776,2.66,3.223,-16.12,5,18,26.00,5.92,-0.574,0.209,0.145,-0.574,0.209,0.145,0,12.047,10.40,0.000
80,19.204,0.208,-18.94,4.072,-4.44,5,18,26.00,7.04,-0.158,0.343,0.036,-0.158,0.343,0.036,0,4.305,10.39,0.000
95,24.791,-1.536,-14.01,3.604,10.45,5,18,26.00,6.53,+0.372,0.181,0.028,+0.420,0.156,0.000,1,-0.039,67.15,0.000
96,25.143,-1.594,-12.98,3.584,10.70,5,18,26.00,6.51,+0.381,0.190,0.019,+0.457,0.169,0.000,1,-0.232,47.48,0.002
97,25.494,-1.644,-11.88,3.558,10.57,5,18,26.00,6.52,+0.376,0.228,0.012,+0.457,0.187,0.000,1,-0.278,46.92,0.008
98,25.844,-1.683,-10.69,3.530,12.63,5,18,26.00,6.29,+0.450,0.270,0.008,+0.468,0.263,0.000,1,-0.149,47.65,0.000
99,26.193,-1.714,-9.46,3.517,14.41,5,18,26.00,6.10,+0.513,0.315,0.005,+0.535,0.313,0.000,1,-0.023,47.11,0.000
100,26.542,-1.737,-8.20,3.526,14.51,5,18,26.00,6.09,+0.517,0.367,0.003,+0.518,0.363,0.000,1,-0.059,46.71,0.000
101,26.894,-1.751,-6.84,3.564,13.76,5,18,26.00,6.17,+0.490,0.411,0.002,+0.520,0.403,0.000,1,-0.090,47.02,0.001
102,27.251,-1.756,-5.43,3.620,13.12,5,18,26.00,6.24,+0.467,0.452,0.002,+0.487,0.455,0.000,1,-0.170,47.24,0.001
