step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
15,0.416,0.021,0.97,1.106,0.00,3,18,10.00,5.63,+0.000,0.991,0.000,-0.001,0.993,0.000,1,14.893,47.69,0.000
16,0.534,0.028,1.12,1.284,0.00,3,18,10.00,5.63,+0.000,0.995,0.000,-0.000,0.999,0.000,1,13.986,47.03,0.000
17,0.670,0.034,1.28,1.456,0.00,3,18,10.00,5.63,+0.000,0.996,0.000,-0.000,1.000,0.000,1,14.141,46.40,0.000
18,0.821,0.039,1.40,1.600,0.00,3,18,10.00,5.63,+0.000,0.998,0.000,-0.001,1.000,0.000,1,13.993,47.47,0.000
19,0.987,0.045,1.49,1.745,0.00,3,18,10.00,5.63,+0.000,0.998,0.000,+0.000,1.000,0.000,1,13.222,47.29,0.000
20,1.167,0.051,1.55,1.890,0.00,3,18,10.00,5.63,+0.000,0.999,0.000,+0.004,0.997,0.000,1,12.536,47.24,0.000
21,1.362,0.058,1.61,2.039,0.00,3,18,10.00,5.63,+0.000,0.999,0.000,-0.006,0.998,0.000,1,12.448,46.94,0.000
22,1.571,0.066,1.70,2.186,0.00,3,18,10.00,5.63,+0.000,1.000,0.000,-0.004,0.997,0.000,1,11.959,47.62,0.000
23,1.794,0.074,1.76,2.313,0.00,3,18,10.00,5.62,+0.000,1.000,0.000,+0.015,0.983,0.000,1,11.500,47.37,0.000
24,2.030,0.083,1.84,2.451,0.00,3,18,10.00,5.62,+0.000,1.000,0.000,+0.030,0.994,0.000,1,11.490,47.44,0.000
25,2.279,0.093,1.94,2.588,0.00,3,18,10.00,5.62,+0.000,1.000,0.000,+0.044,0.959,0.000,1,11.053,47.21,0.004
26,2.542,0.103,2.12,2.722,0.00,3,18,10.00,5.62,+0.000,1.000,0.000,+0.074,0.890,0.000,1,10.449,47.13,0.016
27,2.819,0.116,2.32,2.872,0.00,3,18,10.00,5.62,+0.000,1.000,0.000,+0.047,0.918,0.000,1,10.485,47.49,0.016
28,3.110,0.130,2.54,3.038,0.00,3,18,10.00,5.61,+0.000,0.999,0.000,+0.108,0.896,0.000,1,9.705,47.07,0.091
29,3.415,0.148,2.74,3.176,-0.64,3,18,10.00,5.61,-0.023,0.993,0.000,-0.074,0.932,0.000,1,9.612,46.99,0.041
30,3.729,0.168,2.92,3.170,-3.19,3,18,10.00,5.61,-0.114,0.982,0.000,-0.211,0.896,0.000,1,8.710,48.53,0.018
31,4.052,0.187,2.92,3.308,-6.46,3,18,10.00,5.50,-0.230,0.965,0.000,-0.474,0.876,0.000,1,8.747,47.30,0.029
