step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,1.896,0.026,1.05,3.245,0.00,0,18,26.00,7.08,+0.000,0.418,0.023,+0.000,0.418,0.023,0,inf,10.64,0.000
40,8.059,0.025,-0.53,2.424,-1.25,3,18,26.00,7.13,-0.045,0.142,0.051,-0.045,0.142,0.051,0,19.566,10.63,0.000
60,14.082,0.007,0.12,3.690,5.76,5,18,26.00,7.00,+0.205,0.261,0.141,+0.205,0.261,0.141,0,11.069,10.64,0.000
80,20.381,0.979,12.35,3.435,4.38,5,18,26.00,7.07,+0.156,0.439,0.001,+0.156,0.439,0.001,0,3.696,10.66,0.000
89,23.732,1.895,15.09,4.140,-1.41,5,18,26.00,7.03,-0.050,0.300,0.080,-0.034,0.230,0.000,1,0.467,68.15,0.005
90,24.131,1.999,15.03,4.178,-2.21,5,18,26.00,7.03,-0.079,0.286,0.093,+0.093,0.205,0.000,1,-0.209,47.22,0.015
91,24.532,2.105,15.00,4.204,-3.00,5,18,26.00,7.03,-0.107,0.271,0.105,+0.063,0.171,0.000,1,-0.203,47.36,0.003
92,24.934,2.215,15.16,4.207,-5.35,5,18,26.00,7.00,-0.190,0.259,0.114,-0.834,0.165,0.000,1,-0.473,47.42,0.402
93,25.336,2.325,15.18,4.187,-7.81,5,18,26.00,6.78,-0.278,0.247,0.121,-0.596,0.136,0.000,1,-0.382,47.43,0.642
94,25.736,2.418,14.21,4.119,-7.06,5,18,26.00,6.86,-0.251,0.235,0.127,+0.850,0.600,0.000,1,-0.031,47.37,0.706
95,26.137,2.494,12.94,4.135,-7.71,5,18,26.00,6.80,-0.275,0.223,0.130,+0.588,0.450,0.000,1,-0.430,47.15,0.770
96,26.539,2.574,12.71,4.166,-7.39,5,18,26.00,6.83,-0.263,0.213,0.132,+0.658,0.375,0.000,1,-0.470,47.22,0.801
97,26.941,2.671,13.16,4.186,-11.70,5,18,26.00,6.37,-0.417,0.203,0.134,+0.944,0.575,0.000,1,-0.443,46.86,1.194
98,27.341,2.786,14.00,4.197,-14.80,5,18,26.00,6.03,-0.527,0.193,0.135,+1.000,0.600,0.000,1,-0.464,47.33,1.751
99,27.736,2.922,15.38,4.221,-17.15,5,18,26.00,5.78,-0.611,0.183,0.137,+1.000,0.600,0.000,1,-0.391,47.18,2.677
100,28.127,3.077,17.23,4.236,-19.30,5,18,26.00,5.57,-0.687,0.174,0.138,+0.647,0.487,0.000,1,-0.474,47.24,2.820
101,28.512,3.253,19.19,4.281,-19.67,5,18,26.00,5.53,-0.701,0.166,0.139,+0.712,0.500,0.000,1,-0.421,47.21,0.577
102,28.895,3.447,20.93,4.325,-16.20,5,18,26.00,5.88,-0.577,0.158,0.141,+0.799,0.306,0.000,1,-0.269,47.88,0.555
