t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.450,0.0000,-0.0117,-0.0228,0.0007,-0.6806,-0.0140,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.450,0.0126,0.0389,-0.0162,0.0005,-0.6673,0.0252,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.450,0.0251,-0.0099,0.0019,-0.0027,-0.3614,-0.0479,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,clay,0.500,0.450,0.0377,-0.0248,0.0107,-0.0067,-0.0636,0.0886,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,clay,0.500,0.450,0.0502,0.0407,-0.0837,-0.0056,0.1323,-0.0382,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,clay,0.500,0.450,0.0627,-0.0373,0.0020,-0.0021,0.8890,0.0084,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,clay,0.500,0.450,0.0751,-0.0350,-0.1033,-0.0027,0.1599,-0.0884,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,clay,0.500,0.450,0.0875,0.0428,0.0314,-0.0010,0.0338,-0.0548,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,clay,0.500,0.450,0.0999,0.0113,-0.0368,-0.0053,-0.1624,0.2043,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,clay,0.500,0.450,0.1121,-0.0126,-0.0225,-0.0024,0.0182,-0.2222,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,clay,0.500,0.450,0.1243,0.0584,0.0247,-0.0004,0.0238,-0.0416,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,clay,0.500,0.450,0.1365,-0.0113,0.0574,-0.0023,0.2670,-0.0779,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,clay,0.500,0.450,0.1485,0.0169,0.0144,-0.0018,0.0772,0.0026,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,clay,0.500,0.450,0.1605,-0.0582,0.0254,-0.0034,-0.0248,0.0873,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,clay,0.500,0.450,0.1723,0.0104,-0.0176,-0.0031,0.1105,-0.0470,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,clay,0.500,0.450,0.1841,-0.0124,-0.0060,-0.0040,0.0933,-0.1103,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,clay,0.500,0.450,0.1957,-0.0520,-0.0554,-0.0030,0.0379,-0.0251,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,clay,0.500,0.450,0.2072,0.0916,0.0266,-0.0028,0.2431,-0.2367,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,clay,0.500,0.450,0.2186,0.0753,0.0166,-0.0001,-0.1494,1.7061,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,clay,0.500,0.450,0.2298,0.0154,-0.0027,-0.0045,0.0826,0.0110,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,clay,0.500,0.450,0.2409,-0.0012,-0.0130,-0.0034,0.0566,-0.4289,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,clay,0.500,0.450,0.2518,0.0161,0.0636,-0.0026,0.1278,0.1594,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,clay,0.500,0.450,0.2626,-0.0002,-0.0995,-0.0025,-0.0019,-0.1285,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,clay,0.500,0.450,0.2732,0.0427,0.0225,-0.0033,-0.0488,0.2101,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,clay,0.500,0.450,0.2836,0.0396,0.1432,-0.0014,0.0387,-0.2912,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
0.3000,clay,0.500,0.450,0.2939,-0.0425,0.0530,-0.0038,0.0516,0.0058,-0.3147,-0.3147,-0.3147,-0.3147,0.1457
0.3120,clay,0.500,0.450,0.3040,0.0395,0.0918,-0.0055,-0.0623,-0.1124,-0.3463,-0.3463,-0.3463,-0.3463,0.1552
0.3240,clay,0.500,0.450,0.3138,0.0150,0.0807,-0.0013,-0.4110,-0.2939,-0.3936,-0.3936,-0.3936,-0.3936,0.1573
0.3360,clay,0.500,0.450,0.3235,0.0404,-0.0210,-0.0017,-0.0234,0.2364,-0.4267,-0.4267,-0.4267,-0.4267,0.1580
0.3480,clay,0.500,0.450,0.3330,-0.0275,0.0405,-0.0021,0.3060,0.3940,-0.4816,-0.4816,-0.4816,-0.4816,0.1628
0.3600,clay,0.500,0.450,0.3423,-0.0134,0.0244,-0.0057,0.0645,-0.7143,-0.5312,-0.5312,-0.5312,-0.5312,0.1748
0.3720,clay,0.500,0.450,0.3513,-0.0977,-0.0073,-0.0017,-0.2098,-0.3325,-0.6111,-0.6111,-0.6111,-0.6111,0.1817
0.3840,clay,0.500,0.450,0.3602,0.0137,0.0256,-0.0007,0.2533,-0.2857,-0.6486,-0.6486,-0.6487,-0.6487,0.1814
0.3960,clay,0.500,0.450,0.3688,-0.0564,0.0440,0.0011,-0.0411,0.1847,-0.6659,-0.6659,-0.6659,-0.6660,0.1834
0.4080,clay,0.500,0.450,0.3771,0.0450,0.1028,-0.0039,-0.0101,-0.0877,-0.7754,-0.7754,-0.7754,-0.7754,0.1939
0.4200,clay,0.500,0.450,0.3853,-0.0520,0.0508,-0.0020,-0.3363,-0.2824,-0.8317,-0.8297,-0.8302,-0.8302,0.1991
0.4320,clay,0.500,0.450,0.3931,0.0859,-0.0325,0.0015,1.9254,-1.8711,-0.5595,-0.6249,-0.5688,-0.7126,0.1982
0.4440,clay,0.500,0.450,0.4008,0.1779,0.0242,0.0062,4.0840,-1.1027,-0.4780,0.2370,-0.5803,-0.7752,0.1994
0.4560,clay,0.500,0.450,0.4082,0.1407,0.0341,0.0088,2.6702,2.7534,-0.6157,0.6490,-0.7179,-0.7370,0.2027
0.4680,clay,0.500,0.450,0.4153,0.0317,0.0592,0.0104,2.0124,-0.9121,-0.2321,-0.3829,-0.6468,-0.7476,0.1995
0.4800,clay,0.500,0.450,0.4222,0.1506,0.0538,0.0140,2.8358,-0.0302,-0.4290,-0.3135,-0.4881,-0.7870,0.1974
0.4920,clay,0.500,0.450,0.4288,0.1669,-0.0682,0.0101,2.9242,-0.6102,-0.2435,-0.3250,-0.3414,-0.5390,0.2022
0.5040,clay,0.500,0.450,0.4351,0.2130,-0.0239,0.0059,2.1904,-1.2451,-0.1451,-0.4790,-0.1658,-0.5466,0.2049
0.5160,clay,0.500,0.450,0.4411,0.2436,0.0907,0.0113,0.0029,-1.0188,0.4265,-1.5064,0.3667,-1.4834,0.2051
0.5280,clay,0.500,0.450,0.4469,0.2692,0.0810,-0.0138,0.8931,2.7904,0.3833,-1.8262,0.4488,-0.6636,0.2054
0.5400,clay,0.500,0.450,0.4524,0.2811,0.0154,0.0037,-6.7752,-0.8107,-0.0100,-2.0817,0.6362,-0.8175,0.2071
0.5520,clay,0.500,0.450,0.4576,0.1168,0.0158,0.0068,-4.3188,0.3875,0.1617,-1.5378,0.0014,-0.0388,0.2095
0.5640,clay,0.500,0.450,0.4625,0.1542,-0.1005,0.0008,-3.3173,-0.2420,-0.3468,-0.4890,-0.0538,0.0679,0.2118
0.5760,clay,0.500,0.450,0.4672,0.1308,0.0019,0.0089,-2.3783,0.3880,-0.0110,-0.1109,-0.1466,0.0308,0.2109
0.5880,clay,0.500,0.450,0.4715,0.1357,-0.0899,0.0038,-1.0774,-0.1108,-0.1237,0.0521,-0.2875,-0.0955,0.2159
0.6000,clay,0.500,0.450,0.4755,0.0828,0.0012,0.0031,-0.5211,-0.0602,-0.0543,0.0130,-0.2414,-0.4503,0.2218
0.6120,clay,0.500,0.450,0.4793,0.0594,0.0015,0.0040,-1.3621,0.0035,-0.3160,0.0455,-0.1858,-0.4806,0.2285
0.6240,clay,0.500,0.450,0.4827,-0.0060,-0.0482,0.0074,-0.5238,0.1930,-0.4926,0.0717,-0.3382,-0.5859,0.2311
0.6360,clay,0.500,0.450,0.4858,0.0636,-0.0730,0.0043,0.0216,0.3054,-1.0984,-0.3772,-0.5029,-0.5161,0.2336
0.6480,clay,0.500,0.450,0.4886,-0.0279,-0.0503,0.0038,-0.0838,-0.1353,-1.3731,-0.5082,-0.6848,-0.9448,0.2362
0.6600,clay,0.500,0.450,0.4911,0.0556,-0.0559,-0.0017,-0.1815,0.2280,-1.7364,-0.9582,-0.5908,-1.0752,0.2400
0.6720,clay,0.500,0.450,0.4933,0.1585,-0.0160,-0.0036,0.3153,0.4323,-2.2199,-1.4519,-0.3664,-1.5520,0.2442
0.6840,clay,0.500,0.450,0.4952,0.1250,-0.0695,0.0015,-0.1213,0.3505,-2.6244,-1.8564,-0.7194,-1.9722,0.2439
0.6960,clay,0.500,0.450,0.4968,0.1258,0.0104,-0.0092,0.0245,0.8301,-2.9218,-2.2026,-0.8782,-2.3594,0.2442
0.7080,clay,0.500,0.450,0.4981,0.0767,0.0694,-0.0121,0.0356,0.1648,-3.2737,-2.5544,-0.3486,-2.9740,0.2465
0.7200,clay,0.500,0.450,0.4990,0.0885,0.0372,-0.0137,-0.0146,0.3468,-3.6551,-2.9359,-0.3693,-3.4604,0.2478
0.7320,clay,0.500,0.450,0.4996,0.0832,-0.0561,-0.0140,-0.1695,0.1880,-4.0192,-3.2999,-0.2547,-3.9659,0.2478
0.7440,clay,0.500,0.450,0.5000,0.0446,0.0541,-0.0120,-0.4046,0.0433,-4.3910,-3.6718,-0.1984,-4.4647,0.2485
0.7560,clay,0.500,0.450,0.5000,0.0682,-0.0301,-0.0102,-0.4068,-0.0196,-4.7676,-4.0484,-0.1670,-4.9622,0.2493
0.7680,clay,0.500,0.450,0.4996,-0.0070,0.0524,-0.0022,-0.0485,-0.7419,-5.1790,-4.4597,-0.1981,-4.7820,0.2499
0.7800,clay,0.500,0.450,0.4990,0.0159,-0.0564,0.0050,0.6384,-0.3030,-5.7387,-5.0195,-0.2476,-3.7922,0.2501
0.7920,clay,0.500,0.450,0.4981,0.0644,-0.0229,0.0090,0.3450,-0.3733,-6.4164,-5.6971,-0.1965,-3.2126,0.2499
0.8040,clay,0.500,0.450,0.4968,0.1611,0.0148,0.0165,0.6915,-0.6870,-7.1155,-6.3963,-0.0780,-2.7482,0.2497
0.8160,clay,0.500,0.450,0.4952,0.0499,0.0118,0.0247,-0.1009,-0.3607,-7.8238,-7.1046,0.0262,-2.0996,0.2496
0.8280,clay,0.500,0.450,0.4933,0.1001,0.0952,0.0386,-0.1319,0.1345,-8.5483,-7.7792,0.0300,-1.6223,0.2493
0.8400,clay,0.500,0.450,0.4911,0.1075,0.0334,0.0416,0.3764,0.3109,-9.1666,-8.2413,-0.1543,-0.8507,0.2488
