t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.450,0.0000,-0.0126,-0.0021,0.0006,-0.6746,-0.0121,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.450,0.0126,0.0191,-0.0076,0.0014,-0.6157,0.0055,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.450,0.0251,-0.0282,-0.0395,-0.0009,-0.4012,-0.0342,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,clay,0.500,0.450,0.0377,0.0183,0.0807,-0.0040,-0.0601,0.0616,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,clay,0.500,0.450,0.0502,0.0156,0.1157,-0.0034,0.1193,-0.0146,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,clay,0.500,0.450,0.0627,0.0411,0.0475,-0.0033,0.8918,0.0059,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,clay,0.500,0.450,0.0751,-0.0239,-0.0166,-0.0030,0.1665,-0.0797,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,clay,0.500,0.450,0.0875,-0.0070,-0.0244,-0.0009,0.0414,-0.0570,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,clay,0.500,0.450,0.0999,-0.0514,0.0538,-0.0042,-0.1533,0.1938,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,clay,0.500,0.450,0.1121,-0.1066,-0.0309,-0.0022,0.0383,-0.2171,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,clay,0.500,0.450,0.1243,0.0521,-0.0328,-0.0025,0.0247,-0.0614,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,clay,0.500,0.450,0.1365,-0.0231,-0.0666,-0.0027,0.2560,-0.0985,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,clay,0.500,0.450,0.1485,0.0161,0.0294,-0.0001,0.0830,-0.0299,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,clay,0.500,0.450,0.1605,0.0509,0.0563,-0.0020,-0.0326,0.0543,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,clay,0.500,0.450,0.1723,-0.0122,0.0318,-0.0025,0.0830,-0.0701,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,clay,0.500,0.450,0.1841,-0.0069,-0.0409,-0.0055,0.0634,-0.1103,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,clay,0.500,0.450,0.1957,0.0310,-0.0413,-0.0031,0.0217,-0.0385,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,clay,0.500,0.450,0.2072,0.0257,-0.0534,-0.0045,0.2441,-0.2752,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,clay,0.500,0.450,0.2186,-0.0082,0.0267,0.0025,-0.1715,1.6607,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,clay,0.500,0.450,0.2298,0.0012,-0.0565,-0.0035,0.1003,0.0609,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
