t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.650,0.0000,0.0711,0.0096,0.0013,-0.7084,-0.0060,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.650,0.0126,0.0105,0.0330,0.0002,-0.6477,-0.0043,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.650,0.0251,-0.0046,0.0634,-0.0023,-0.8981,-0.0211,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,clay,0.500,0.650,0.0377,-0.0164,-0.0799,-0.0039,-0.1122,0.0841,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,clay,0.500,0.650,0.0502,-0.1052,0.0641,-0.0010,0.1635,-0.0279,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,clay,0.500,0.650,0.0627,-0.0463,0.0502,-0.0023,0.7724,-0.0207,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,clay,0.500,0.650,0.0751,0.0306,-0.0443,-0.0035,0.3012,-0.0020,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,clay,0.500,0.650,0.0875,0.0065,0.0233,-0.0040,-0.1797,-0.0547,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,clay,0.500,0.650,0.0999,0.0338,-0.0078,-0.0015,-0.0464,0.1615,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,clay,0.500,0.650,0.1121,-0.0922,0.1261,-0.0022,-0.7011,-0.1420,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,clay,0.500,0.650,0.1243,0.0610,-0.0341,-0.0018,-0.1908,-0.0028,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,clay,0.500,0.650,0.1365,-0.0086,-0.0168,-0.0032,0.0042,-0.0551,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,clay,0.500,0.650,0.1485,-0.0748,-0.0349,-0.0020,0.0219,0.1823,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,clay,0.500,0.650,0.1605,0.0588,0.0324,-0.0041,-0.1501,0.2235,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,clay,0.500,0.650,0.1723,0.0297,0.0182,-0.0028,0.0209,-0.0097,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,clay,0.500,0.650,0.1841,0.0289,0.0694,-0.0007,-0.1826,0.1318,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,clay,0.500,0.650,0.1957,0.0728,0.0231,-0.0028,0.1643,-0.0063,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,clay,0.500,0.650,0.2072,-0.0430,0.0039,-0.0034,-0.4767,0.2757,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,clay,0.500,0.650,0.2186,0.0196,0.0306,-0.0047,-0.0875,0.1765,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,clay,0.500,0.650,0.2298,-0.0635,0.0054,-0.0001,0.0177,0.2107,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,clay,0.500,0.650,0.2409,0.0900,-0.0618,-0.0017,-0.0279,0.0444,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,clay,0.500,0.650,0.2518,-0.1836,0.0622,-0.0028,-0.0122,0.2576,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,clay,0.500,0.650,0.2626,-0.0972,0.0235,-0.0061,0.2472,-0.2267,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,clay,0.500,0.650,0.2732,0.0659,0.0023,-0.0037,-0.3891,-0.1172,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,clay,0.500,0.650,0.2836,0.0721,0.1173,0.0001,0.0227,0.3206,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,clay,0.500,0.650,0.2939,0.0005,0.0599,-0.0005,-0.0571,0.5180,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,clay,0.500,0.650,0.3040,0.0959,0.0305,-0.0038,0.0035,-0.0504,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,clay,0.500,0.650,0.3138,-0.0126,-0.0239,-0.0064,0.0015,-0.1359,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,clay,0.500,0.650,0.3235,-0.0174,0.0990,-0.0031,-0.1336,0.7779,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
0.3480,clay,0.500,0.650,0.3330,-0.1286,0.1471,-0.0015,0.0200,0.0926,-1.2857,-1.2857,-1.2858,-1.2858,0.1672
0.3600,clay,0.500,0.650,0.3423,-0.0042,-0.0027,-0.0017,-0.0096,0.0633,-1.4609,-1.4609,-1.4609,-1.4609,0.1737
0.3720,clay,0.500,0.650,0.3513,-0.0607,-0.0024,-0.0024,0.0255,0.0043,-1.6521,-1.6520,-1.6521,-1.6521,0.1782
0.3840,clay,0.500,0.650,0.3602,-0.0277,-0.0324,-0.0025,0.3797,0.1323,-1.8624,-1.8623,-1.8624,-1.8624,0.1837
0.3960,clay,0.500,0.650,0.3688,-0.0276,0.0794,-0.0021,-0.1902,0.2968,-2.0908,-2.0907,-2.0908,-2.0908,0.1878
0.4080,clay,0.500,0.650,0.3771,0.0694,0.0420,-0.0008,-0.0686,0.1856,-2.3443,-2.3442,-2.3443,-2.3443,0.1912
0.4200,clay,0.500,0.650,0.3853,-0.0540,0.1323,-0.0023,0.0639,0.1529,-2.5155,-2.6465,-2.5765,-2.6286,0.1959
0.4320,clay,0.500,0.650,0.3931,0.1332,0.0678,-0.0078,3.0751,-3.5744,-1.5041,-3.0410,-1.6180,-3.0372,0.1991
0.4440,clay,0.500,0.650,0.4008,0.0568,0.0220,0.0077,6.1675,-2.2777,-1.1821,-1.9019,-1.5318,-2.3782,0.2042
0.4560,clay,0.500,0.650,0.4082,0.1875,0.0565,0.0055,10.1282,4.8284,-1.8060,-1.0162,-2.0259,-2.2026,0.2056
0.4680,clay,0.500,0.650,0.4153,0.2427,0.1418,0.0208,3.9258,-2.9921,-1.6608,-2.2068,-2.0911,-2.4723,0.1968
0.4800,clay,0.500,0.650,0.4222,0.2667,0.0377,0.0207,6.7002,-2.4645,-1.5610,-2.5570,-1.7524,-2.4894,0.1945
0.4920,clay,0.500,0.650,0.4288,0.3722,0.0314,0.0181,7.2198,-1.8130,-1.4789,-2.5970,-1.3479,-1.8348,0.2003
0.5040,clay,0.500,0.650,0.4351,0.4716,0.0333,0.0216,7.4727,-1.2044,-1.2313,-2.3089,-1.2470,-1.5464,0.2046
0.5160,clay,0.500,0.650,0.4411,0.4650,0.1152,0.0217,8.4907,-0.6932,-1.1210,-1.9689,-2.1601,-0.9777,0.2057
0.5280,clay,0.500,0.650,0.4469,0.6097,-0.0142,0.0249,7.5577,3.4125,-1.5668,-2.2309,-1.2557,-2.1022,0.2058
0.5400,clay,0.500,0.650,0.4524,0.7567,-0.0064,0.0321,-2.8360,-0.3978,-1.7450,-1.3777,-1.0716,-2.0002,0.2061
0.5520,clay,0.500,0.650,0.4576,0.7515,-0.0245,0.0407,3.3679,-0.9214,-1.4419,-1.5567,-1.1930,-1.5008,0.2094
0.5640,clay,0.500,0.650,0.4625,0.6623,-0.0117,0.0455,-1.4474,-0.2933,-1.3175,-2.0199,-1.1996,-1.4601,0.2137
0.5760,clay,0.500,0.650,0.4672,0.6665,-0.0330,0.0534,-0.5068,0.2499,-1.2699,-1.9218,-1.0853,-1.5840,0.2178
0.5880,clay,0.500,0.650,0.4715,0.6382,0.0119,0.0677,-0.8240,0.0767,-1.4444,-2.0953,-1.4125,-1.6671,0.2215
0.6000,clay,0.500,0.650,0.4755,0.5992,0.0634,0.0685,-0.7424,0.2007,-1.3916,-2.1905,-1.5635,-1.7277,0.2248
0.6120,clay,0.500,0.650,0.4793,0.5978,-0.0125,0.0724,-0.2410,-0.0363,-1.5843,-2.8072,-1.7090,-2.1802,0.2285
0.6240,clay,0.500,0.650,0.4827,0.6587,0.0487,0.0730,-0.0505,0.1715,-1.7160,-3.4666,-1.7603,-2.7463,0.2330
0.6360,clay,0.500,0.650,0.4858,0.6590,-0.0304,0.0774,0.6912,0.6077,-2.4890,-3.5650,-1.9039,-3.1021,0.2359
0.6480,clay,0.500,0.650,0.4886,0.7007,-0.0439,0.0783,0.8632,0.3772,-3.0814,-4.3441,-2.9445,-2.9473,0.2373
0.6600,clay,0.500,0.650,0.4911,0.7894,0.0294,0.0780,0.8012,0.4452,-3.9704,-5.0119,-2.7704,-3.5549,0.2404
0.6720,clay,0.500,0.650,0.4933,0.6860,-0.0451,0.0786,0.8072,-0.4660,-4.5225,-6.0859,-2.3530,-4.3207,0.2433
0.6840,clay,0.500,0.650,0.4952,0.5797,0.0250,0.0772,0.2760,0.6165,-5.3088,-6.8965,-2.4256,-4.8233,0.2437
0.6960,clay,0.500,0.650,0.4968,0.6781,-0.0578,0.0721,0.2940,0.5865,-5.9922,-7.5800,-2.5765,-5.0326,0.2446
0.7080,clay,0.500,0.650,0.4981,0.7440,-0.0251,0.0668,0.1631,0.1873,-6.5994,-8.1871,-2.2079,-5.9301,0.2461
0.7200,clay,0.500,0.650,0.4990,0.8009,0.0915,0.0683,0.0678,0.3058,-7.1675,-8.7552,-1.7472,-6.8015,0.2478
0.7320,clay,0.500,0.650,0.4996,0.7044,-0.0327,0.0659,-0.2559,0.2863,-7.6911,-9.2788,-1.5579,-7.5362,0.2485
