t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.200,0.650,0.0000,0.0042,0.0604,0.0000,-0.6730,0.0095,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.200,0.650,0.0126,0.0007,-0.0087,0.0007,-0.6250,0.0082,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.200,0.650,0.0251,-0.0188,-0.0328,-0.0027,-0.8607,-0.0062,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,sand,1.200,0.650,0.0377,-0.0155,-0.0702,-0.0024,-0.1123,0.0764,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,sand,1.200,0.650,0.0502,0.0238,0.0292,-0.0018,0.1825,-0.0241,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,sand,1.200,0.650,0.0627,-0.0212,0.0045,-0.0027,0.7647,-0.0276,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,sand,1.200,0.650,0.0751,-0.0100,0.0158,-0.0033,0.3040,-0.0334,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,sand,1.200,0.650,0.0875,-0.0272,-0.0674,-0.0005,-0.1523,-0.0662,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,sand,1.200,0.650,0.0999,0.0311,-0.0092,-0.0015,-0.0655,0.1846,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,sand,1.200,0.650,0.1121,-0.0618,-0.0147,-0.0002,-0.6933,-0.1203,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,sand,1.200,0.650,0.1243,-0.1500,-0.0279,-0.0025,-0.1759,0.0253,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,sand,1.200,0.650,0.1365,-0.0134,-0.0409,-0.0024,0.0293,-0.0323,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,sand,1.200,0.650,0.1485,-0.0272,0.1266,-0.0024,-0.0056,0.1565,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,sand,1.200,0.650,0.1605,0.0358,0.0506,-0.0043,-0.1174,0.2401,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,sand,1.200,0.650,0.1723,0.0138,0.0141,-0.0023,0.0342,-0.0197,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,sand,1.200,0.650,0.1841,-0.0253,0.0418,-0.0019,-0.1334,0.1279,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,sand,1.200,0.650,0.1957,0.0334,0.0867,-0.0025,0.1371,0.0047,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,sand,1.200,0.650,0.2072,-0.1549,0.0901,-0.0017,-0.4532,0.2790,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,sand,1.200,0.650,0.2186,0.0878,0.0373,-0.0029,-0.0615,0.1760,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,sand,1.200,0.650,0.2298,-0.1160,-0.0679,-0.0001,0.0241,0.1967,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,sand,1.200,0.650,0.2409,-0.0662,0.0248,-0.0006,-0.0276,0.0361,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
