t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.450,0.0000,0.0383,0.0311,-0.0013,-0.6586,0.0046,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.450,0.0126,-0.0308,0.0106,0.0005,-0.6310,0.0073,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.450,0.0251,-0.1304,0.0514,-0.0029,-0.3805,-0.0386,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,sand,1.100,0.450,0.0377,0.0505,0.0109,-0.0025,-0.0640,0.0814,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,sand,1.100,0.450,0.0502,0.0081,-0.0001,-0.0027,0.1450,-0.0453,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,sand,1.100,0.450,0.0627,-0.0676,0.1165,-0.0005,0.8975,0.0265,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,sand,1.100,0.450,0.0751,-0.0193,-0.0967,-0.0046,0.2042,-0.0808,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,sand,1.100,0.450,0.0875,0.0791,0.0309,-0.0003,0.0297,-0.0407,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,sand,1.100,0.450,0.0999,0.0021,-0.0804,-0.0036,-0.1848,0.1947,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,sand,1.100,0.450,0.1121,-0.0619,0.0644,-0.0012,0.0533,-0.2310,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,sand,1.100,0.450,0.1243,0.0147,0.0478,-0.0035,0.0458,-0.0492,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,sand,1.100,0.450,0.1365,0.0132,-0.0254,-0.0035,0.2787,-0.0823,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,sand,1.100,0.450,0.1485,0.0019,-0.0412,-0.0037,0.0947,0.0090,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,sand,1.100,0.450,0.1605,0.0202,0.1264,-0.0002,0.0259,0.0733,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,sand,1.100,0.450,0.1723,0.0173,0.0814,-0.0030,0.1128,-0.0393,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,sand,1.100,0.450,0.1841,-0.0136,-0.0340,-0.0047,0.0947,-0.0954,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,sand,1.100,0.450,0.1957,-0.0020,-0.0574,-0.0024,0.0442,-0.0258,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,sand,1.100,0.450,0.2072,0.1116,0.0585,-0.0032,0.2408,-0.2670,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,sand,1.100,0.450,0.2186,0.0129,0.0415,-0.0004,-0.1446,1.6810,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,sand,1.100,0.450,0.2298,-0.0071,-0.0265,-0.0005,0.1034,0.0293,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,sand,1.100,0.450,0.2409,-0.0332,0.0578,-0.0015,0.0544,-0.3910,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,sand,1.100,0.450,0.2518,0.0657,-0.0166,-0.0040,0.1319,0.1621,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,sand,1.100,0.450,0.2626,-0.0523,0.0722,-0.0022,-0.0196,-0.1285,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,sand,1.100,0.450,0.2732,0.0774,0.0399,-0.0016,-0.0583,0.1824,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,sand,1.100,0.450,0.2836,0.0708,0.0951,-0.0017,0.0277,-0.3382,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
0.3000,sand,1.100,0.450,0.2939,0.0225,-0.0243,-0.0031,0.0179,0.0016,-0.3147,-0.3147,-0.3147,-0.3147,0.1457
0.3120,sand,1.100,0.450,0.3040,0.0115,0.1051,-0.0048,-0.0473,-0.0981,-0.3463,-0.3463,-0.3463,-0.3463,0.1552
0.3240,sand,1.100,0.450,0.3138,-0.1123,0.0467,-0.0016,-0.4373,-0.2666,-0.3936,-0.3936,-0.3936,-0.3936,0.1573
0.3360,sand,1.100,0.450,0.3235,-0.0525,0.0505,-0.0010,0.0030,0.2022,-0.4267,-0.4267,-0.4267,-0.4267,0.1580
0.3480,sand,1.100,0.450,0.3330,0.0777,0.0654,-0.0024,0.3312,0.3875,-0.4816,-0.4816,-0.4816,-0.4816,0.1628
0.3600,sand,1.100,0.450,0.3423,0.0277,0.0047,-0.0062,0.0737,-0.7229,-0.5312,-0.5312,-0.5312,-0.5312,0.1748
0.3720,sand,1.100,0.450,0.3513,-0.1113,0.1431,-0.0025,-0.1804,-0.3205,-0.6111,-0.6111,-0.6111,-0.6111,0.1817
0.3840,sand,1.100,0.450,0.3602,-0.0979,0.0471,-0.0011,0.2475,-0.3028,-0.6486,-0.6486,-0.6487,-0.6487,0.1814
0.3960,sand,1.100,0.450,0.3688,-0.0196,0.1104,0.0002,-0.0319,0.1906,-0.6659,-0.6659,-0.6659,-0.6660,0.1834
0.4080,sand,1.100,0.450,0.3771,0.0001,-0.0028,-0.0044,-0.0104,-0.0966,-0.7754,-0.7754,-0.7754,-0.7754,0.1939
0.4200,sand,1.100,0.450,0.3853,-0.0833,0.0059,-0.0032,-0.3473,-0.3120,-0.8328,-0.8285,-0.8294,-0.8294,0.1989
0.4320,sand,1.100,0.450,0.3931,-0.0171,0.0217,0.0027,1.0919,-0.9928,-0.6705,-0.7805,-0.7740,-0.7942,0.1979
0.4440,sand,1.100,0.450,0.4008,-0.0068,0.0009,0.0039,2.8817,-0.3848,-0.5620,-0.2413,-0.5734,-0.8565,0.1997
0.4560,sand,1.100,0.450,0.4082,0.0582,0.0675,0.0098,2.4329,0.0169,-0.5774,0.1566,-0.8404,-0.9108,0.2034
0.4680,sand,1.100,0.450,0.4153,0.1244,0.0092,0.0138,2.2238,-0.8509,-0.6318,0.2665,-0.6446,-0.7435,0.2032
0.4800,sand,1.100,0.450,0.4222,0.0829,0.0513,0.0154,2.2359,-0.6487,-0.6642,0.1352,-0.4711,-0.5841,0.2001
0.4920,sand,1.100,0.450,0.4288,0.2024,0.0147,0.0131,1.9081,-1.1317,-0.3940,-0.2206,-0.3579,-0.4923,0.1990
0.5040,sand,1.100,0.450,0.4351,0.2005,0.0112,0.0045,2.3612,-0.9036,-0.0885,-0.4235,-0.1528,-0.7724,0.2065
0.5160,sand,1.100,0.450,0.4411,0.1724,-0.0268,0.0063,2.0868,-1.6764,0.2946,-0.9318,0.3995,-1.6300,0.2099
0.5280,sand,1.100,0.450,0.4469,0.2613,-0.0012,-0.0037,1.2205,1.5757,0.4778,-1.7531,0.7032,-1.9661,0.2083
