t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.450,0.0000,0.0318,-0.0310,0.0010,-0.6602,0.0282,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.450,0.0126,-0.0021,0.0002,0.0003,-0.6579,0.0086,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,dirt,0.700,0.450,0.0251,-0.0338,0.0323,-0.0014,-0.4023,-0.0298,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,dirt,0.700,0.450,0.0377,-0.0464,-0.0527,-0.0040,-0.0807,0.1191,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,dirt,0.700,0.450,0.0502,-0.0307,0.0411,-0.0026,0.1538,-0.0124,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,dirt,0.700,0.450,0.0627,-0.0495,-0.0140,-0.0034,0.9156,-0.0213,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,dirt,0.700,0.450,0.0751,-0.0512,0.0988,-0.0036,0.1673,-0.0575,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,dirt,0.700,0.450,0.0875,0.0901,-0.0026,-0.0033,0.0521,-0.0189,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,dirt,0.700,0.450,0.0999,-0.0660,-0.0514,-0.0024,-0.1498,0.1896,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,dirt,0.700,0.450,0.1121,0.0252,-0.0588,-0.0024,0.0199,-0.2232,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,dirt,0.700,0.450,0.1243,0.0327,-0.0788,-0.0040,0.0426,-0.0572,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,dirt,0.700,0.450,0.1365,0.0456,0.0264,-0.0045,0.2659,-0.0843,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,dirt,0.700,0.450,0.1485,0.0502,0.0490,-0.0017,0.1010,-0.0054,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,dirt,0.700,0.450,0.1605,0.0829,-0.0640,-0.0009,-0.0329,0.0908,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,dirt,0.700,0.450,0.1723,0.0038,0.0214,-0.0036,0.1176,-0.0655,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,dirt,0.700,0.450,0.1841,-0.0524,0.0007,-0.0040,0.0545,-0.1069,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,dirt,0.700,0.450,0.1957,0.0428,0.0198,-0.0032,0.0462,-0.0444,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,dirt,0.700,0.450,0.2072,0.0054,-0.0563,-0.0054,0.2677,-0.2435,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,dirt,0.700,0.450,0.2186,-0.0186,0.0251,-0.0008,-0.1721,1.6612,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,dirt,0.700,0.450,0.2298,0.0054,0.0395,-0.0033,0.1035,0.0352,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,dirt,0.700,0.450,0.2409,-0.0758,0.0026,-0.0054,0.0687,-0.3927,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,dirt,0.700,0.450,0.2518,0.0503,-0.0205,-0.0022,0.1172,0.1434,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,dirt,0.700,0.450,0.2626,0.0393,-0.0156,-0.0054,-0.0212,-0.1231,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,dirt,0.700,0.450,0.2732,0.0074,-0.0461,-0.0029,-0.0579,0.2118,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,dirt,0.700,0.450,0.2836,-0.0519,0.0176,0.0002,0.0589,-0.2802,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
0.3000,dirt,0.700,0.450,0.2939,-0.0187,0.0400,-0.0041,0.0086,0.0042,-0.3147,-0.3147,-0.3147,-0.3147,0.1457
0.3120,dirt,0.700,0.450,0.3040,0.0396,0.0134,-0.0048,-0.0678,-0.0834,-0.3463,-0.3463,-0.3463,-0.3463,0.1552
0.3240,dirt,0.700,0.450,0.3138,-0.0403,0.0213,-0.0019,-0.3974,-0.2697,-0.3936,-0.3936,-0.3936,-0.3936,0.1573
