t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.450,0.0000,0.0252,0.0276,0.0021,-0.6923,0.0341,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.450,0.0126,-0.0505,0.0075,-0.0021,-0.6459,0.0120,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.450,0.0251,0.0807,0.0294,-0.0028,-0.3890,-0.0427,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,clay,0.500,0.450,0.0377,-0.0278,0.0730,-0.0073,-0.0837,0.1187,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,clay,0.500,0.450,0.0502,0.0126,-0.0717,-0.0020,0.1525,-0.0287,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,clay,0.500,0.450,0.0627,-0.0420,-0.0356,-0.0044,0.8733,-0.0097,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,clay,0.500,0.450,0.0751,-0.0513,0.0240,-0.0021,0.1577,-0.1000,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,clay,0.500,0.450,0.0875,0.0339,0.0386,-0.0014,0.0607,-0.0600,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,clay,0.500,0.450,0.0999,0.0747,0.0676,-0.0031,-0.1613,0.2003,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,clay,0.500,0.450,0.1121,-0.0720,0.0812,0.0004,0.0510,-0.2197,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,clay,0.500,0.450,0.1243,0.0188,-0.0616,-0.0017,0.0306,-0.0431,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,clay,0.500,0.450,0.1365,-0.0679,0.1001,-0.0030,0.2571,-0.0979,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,clay,0.500,0.450,0.1485,-0.0103,-0.0060,0.0001,0.1017,-0.0035,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,clay,0.500,0.450,0.1605,0.0851,0.0104,-0.0010,-0.0087,0.0939,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,clay,0.500,0.450,0.1723,-0.0482,0.0198,-0.0045,0.1263,-0.0559,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,clay,0.500,0.450,0.1841,-0.0452,-0.0438,-0.0024,0.0487,-0.0877,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,clay,0.500,0.450,0.1957,-0.0288,0.0344,-0.0035,0.0355,-0.0367,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,clay,0.500,0.450,0.2072,0.0674,0.0131,-0.0040,0.2480,-0.2439,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,clay,0.500,0.450,0.2186,-0.0434,0.0789,-0.0006,-0.1611,1.6679,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,clay,0.500,0.450,0.2298,0.0205,0.0616,-0.0005,0.1178,0.0256,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,clay,0.500,0.450,0.2409,-0.0057,0.1743,-0.0036,0.0419,-0.3794,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,clay,0.500,0.450,0.2518,-0.0062,0.0412,-0.0021,0.1282,0.1520,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,clay,0.500,0.450,0.2626,-0.0700,0.0358,-0.0028,-0.0110,-0.1052,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,clay,0.500,0.450,0.2732,-0.0967,-0.0092,-0.0025,-0.0697,0.2054,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,clay,0.500,0.450,0.2836,0.0099,0.0806,-0.0020,0.0136,-0.2794,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
