t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.350,0.0000,-0.0029,-0.0095,0.0002,-0.6729,-0.0205,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.350,0.0088,-0.0521,-0.0483,-0.0001,-0.5851,0.0013,-0.0292,-0.0292,-0.0292,-0.0292,0.0000
0.0240,dirt,0.700,0.350,0.0176,-0.0425,-0.0059,-0.0030,0.0215,-0.0354,-0.0057,-0.0057,-0.0057,-0.0057,0.0063
0.0360,dirt,0.700,0.350,0.0264,0.0190,0.0035,-0.0017,-0.1464,0.0487,0.0148,0.0148,0.0148,0.0148,0.0100
0.0480,dirt,0.700,0.350,0.0351,-0.0212,0.1363,-0.0011,0.1490,-0.0009,0.0226,0.0226,0.0226,0.0226,0.0130
0.0600,dirt,0.700,0.350,0.0439,-0.0219,-0.0086,-0.0037,0.7359,-0.0064,-0.0160,-0.0160,-0.0160,-0.0160,0.0195
0.0720,dirt,0.700,0.350,0.0526,0.0257,-0.0564,-0.0025,-0.0230,-0.0209,-0.0170,-0.0170,-0.0170,-0.0170,0.0245
0.0840,dirt,0.700,0.350,0.0613,-0.0654,-0.1044,-0.0014,-0.0869,-0.0264,-0.0061,-0.0061,-0.0061,-0.0061,0.0273
0.0960,dirt,0.700,0.350,0.0699,-0.0177,0.0059,-0.0016,-0.2581,0.1289,-0.0011,-0.0011,-0.0011,-0.0011,0.0313
0.1080,dirt,0.700,0.350,0.0785,-0.0500,0.0424,-0.0029,-0.0418,-0.0570,-0.0023,-0.0023,-0.0023,-0.0023,0.0380
0.1200,dirt,0.700,0.350,0.0870,-0.0798,-0.1200,-0.0022,0.0753,0.0048,-0.0036,-0.0036,-0.0036,-0.0036,0.0415
0.1320,dirt,0.700,0.350,0.0955,0.0966,0.0317,0.0008,0.0710,-0.0167,-0.0071,-0.0071,-0.0071,-0.0071,0.0446
0.1440,dirt,0.700,0.350,0.1040,0.0604,-0.0066,-0.0016,0.0709,-0.0132,-0.0089,-0.0089,-0.0089,-0.0089,0.0485
0.1560,dirt,0.700,0.350,0.1123,-0.0672,0.0137,-0.0008,-0.0054,-0.0173,-0.0152,-0.0152,-0.0152,-0.0152,0.0535
0.1680,dirt,0.700,0.350,0.1206,-0.0327,0.0691,-0.0019,0.0291,-0.0160,-0.0214,-0.0214,-0.0214,-0.0214,0.0588
0.1800,dirt,0.700,0.350,0.1288,-0.0327,-0.0931,-0.0019,-0.0127,-0.0149,-0.0284,-0.0283,-0.0284,-0.0284,0.0628
0.1920,dirt,0.700,0.350,0.1370,-0.0045,-0.0542,-0.0021,0.1252,0.1486,-0.0358,-0.0358,-0.0358,-0.0358,0.0660
0.2040,dirt,0.700,0.350,0.1450,-0.0364,-0.0257,-0.0029,-0.0468,0.4731,-0.0440,-0.0440,-0.0440,-0.0440,0.0711
0.2160,dirt,0.700,0.350,0.1530,0.0711,0.0247,-0.0022,-0.1510,0.0847,-0.0554,-0.0554,-0.0554,-0.0554,0.0758
0.2280,dirt,0.700,0.350,0.1609,0.0605,-0.0282,0.0015,0.0096,-0.0069,-0.0660,-0.0660,-0.0660,-0.0660,0.0799
0.2400,dirt,0.700,0.350,0.1686,-0.0157,-0.0155,-0.0017,-0.0235,0.0013,-0.0781,-0.0781,-0.0781,-0.0781,0.0833
0.2520,dirt,0.700,0.350,0.1763,-0.0659,-0.0364,-0.0010,0.0060,0.0739,-0.0917,-0.0917,-0.0917,-0.0917,0.0868
0.2640,dirt,0.700,0.350,0.1838,-0.0213,0.0259,-0.0017,0.0019,0.1749,-0.1025,-0.1025,-0.1025,-0.1025,0.0909
0.2760,dirt,0.700,0.350,0.1912,0.1257,0.0674,-0.0007,0.0028,0.0382,-0.1206,-0.1206,-0.1206,-0.1206,0.0956
0.2880,dirt,0.700,0.350,0.1985,-0.0395,-0.0346,-0.0010,0.0863,-0.1506,-0.1412,-0.1413,-0.1413,-0.1413,0.1020
0.3000,dirt,0.700,0.350,0.2057,-0.0993,-0.0852,0.0008,-0.2827,-0.2171,-0.1606,-0.1606,-0.1606,-0.1606,0.1026
0.3120,dirt,0.700,0.350,0.2128,-0.0868,-0.0719,-0.0043,0.0428,0.0220,-0.1809,-0.1809,-0.1809,-0.1809,0.1074
0.3240,dirt,0.700,0.350,0.2197,0.0536,0.0058,-0.0032,-0.0807,-0.3130,-0.2023,-0.2023,-0.2023,-0.2023,0.1113
0.3360,dirt,0.700,0.350,0.2265,0.0796,0.0082,0.0018,-0.0121,0.0917,-0.2276,-0.2277,-0.2277,-0.2277,0.1144
0.3480,dirt,0.700,0.350,0.2331,-0.0573,0.0930,-0.0017,-0.2471,-0.1771,-0.2504,-0.2504,-0.2504,-0.2504,0.1191
0.3600,dirt,0.700,0.350,0.2396,0.0664,-0.0914,-0.0006,0.1345,0.0386,-0.2796,-0.2797,-0.2797,-0.2797,0.1212
0.3720,dirt,0.700,0.350,0.2459,-0.0004,0.0292,-0.0008,-0.0101,0.1171,-0.3069,-0.3069,-0.3069,-0.3069,0.1235
0.3840,dirt,0.700,0.350,0.2521,0.1017,-0.0439,-0.0005,0.0082,0.1003,-0.3354,-0.3355,-0.3355,-0.3355,0.1268
0.3960,dirt,0.700,0.350,0.2581,-0.0019,0.0126,-0.0003,-0.0200,0.0050,-0.3690,-0.3690,-0.3690,-0.3690,0.1307
0.4080,dirt,0.700,0.350,0.2640,0.0399,-0.0165,-0.0018,-0.0363,0.0120,-0.4051,-0.4051,-0.4051,-0.4051,0.1355
