t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.450,0.0000,0.0392,-0.0501,-0.0006,-0.6857,0.0081,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.450,0.0126,0.0587,0.0153,0.0004,-0.6360,0.0312,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.450,0.0251,0.0341,0.0727,-0.0022,-0.4071,-0.0341,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,sand,1.100,0.450,0.0377,0.0187,0.0325,-0.0065,-0.0435,0.1184,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,sand,1.100,0.450,0.0502,-0.0179,0.0233,-0.0040,0.1306,-0.0231,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,sand,1.100,0.450,0.0627,-0.0342,0.0210,-0.0018,0.8849,-0.0232,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,sand,1.100,0.450,0.0751,-0.0860,0.0350,-0.0017,0.1956,-0.0935,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,sand,1.100,0.450,0.0875,-0.0556,-0.0949,-0.0020,0.0900,-0.0361,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,sand,1.100,0.450,0.0999,0.0233,0.0616,-0.0037,-0.1672,0.2016,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,sand,1.100,0.450,0.1121,-0.0023,-0.0700,-0.0019,0.0452,-0.2208,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,sand,1.100,0.450,0.1243,0.0035,0.0720,-0.0030,0.0534,-0.0344,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,sand,1.100,0.450,0.1365,0.0102,-0.0719,-0.0047,0.2843,-0.0575,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,sand,1.100,0.450,0.1485,-0.0726,-0.0280,-0.0017,0.0892,-0.0147,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,sand,1.100,0.450,0.1605,0.0682,-0.0085,0.0004,-0.0256,0.0821,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,sand,1.100,0.450,0.1723,-0.0085,-0.0100,-0.0035,0.0894,-0.0472,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,sand,1.100,0.450,0.1841,-0.0148,0.0331,-0.0061,0.0747,-0.0910,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,sand,1.100,0.450,0.1957,0.0497,-0.0535,-0.0045,0.0367,-0.0052,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,sand,1.100,0.450,0.2072,-0.1088,0.0033,-0.0045,0.2387,-0.2460,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,sand,1.100,0.450,0.2186,-0.0439,0.0070,-0.0013,-0.1329,1.6823,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,sand,1.100,0.450,0.2298,-0.0121,0.0363,-0.0010,0.0982,0.0165,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,sand,1.100,0.450,0.2409,-0.0274,-0.0386,-0.0044,0.0490,-0.4219,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,sand,1.100,0.450,0.2518,-0.1037,0.0371,-0.0029,0.1251,0.1579,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,sand,1.100,0.450,0.2626,-0.0720,0.0685,-0.0031,-0.0060,-0.1096,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,sand,1.100,0.450,0.2732,0.0004,0.0452,-0.0022,-0.0637,0.1867,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,sand,1.100,0.450,0.2836,-0.0187,-0.0462,-0.0024,0.0204,-0.3228,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
0.3000,sand,1.100,0.450,0.2939,0.0395,-0.0933,-0.0028,0.0177,-0.0523,-0.3147,-0.3147,-0.3147,-0.3147,0.1457
0.3120,sand,1.100,0.450,0.3040,-0.0567,0.0315,-0.0068,-0.0677,-0.1039,-0.3463,-0.3463,-0.3463,-0.3463,0.1552
0.3240,sand,1.100,0.450,0.3138,-0.0350,-0.0409,0.0010,-0.4372,-0.2875,-0.3936,-0.3936,-0.3936,-0.3936,0.1573
0.3360,sand,1.100,0.450,0.3235,0.0597,-0.0382,0.0011,-0.0356,0.2104,-0.4267,-0.4267,-0.4267,-0.4267,0.1580
0.3480,sand,1.100,0.450,0.3330,-0.0302,0.0654,-0.0039,0.2926,0.3682,-0.4816,-0.4816,-0.4816,-0.4816,0.1628
0.3600,sand,1.100,0.450,0.3423,0.0085,0.0403,-0.0047,0.0582,-0.7345,-0.5312,-0.5312,-0.5312,-0.5312,0.1748
0.3720,sand,1.100,0.450,0.3513,-0.0207,0.0412,-0.0029,-0.1989,-0.3316,-0.6111,-0.6111,-0.6111,-0.6111,0.1817
0.3840,sand,1.100,0.450,0.3602,-0.0420,0.0345,0.0001,0.2863,-0.2883,-0.6486,-0.6486,-0.6487,-0.6487,0.1814
0.3960,sand,1.100,0.450,0.3688,0.0090,-0.0170,0.0012,-0.0220,0.2269,-0.6659,-0.6659,-0.6659,-0.6660,0.1834
