t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.650,0.0000,0.0385,0.0163,0.0006,-0.6366,-0.0022,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.650,0.0126,0.0094,0.0351,0.0014,-0.6524,-0.0032,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,dirt,0.700,0.650,0.0251,0.0502,0.0309,-0.0026,-0.8944,-0.0435,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,dirt,0.700,0.650,0.0377,0.0218,-0.0233,-0.0051,-0.0944,0.0868,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,dirt,0.700,0.650,0.0502,-0.0645,0.0738,-0.0029,0.1654,-0.0206,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,dirt,0.700,0.650,0.0627,0.0002,-0.0265,-0.0029,0.7651,-0.0047,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,dirt,0.700,0.650,0.0751,0.0616,0.0072,-0.0027,0.2972,-0.0212,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,dirt,0.700,0.650,0.0875,-0.0576,0.0763,-0.0018,-0.2122,-0.0379,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,dirt,0.700,0.650,0.0999,0.0049,0.0597,-0.0019,-0.0278,0.1559,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,dirt,0.700,0.650,0.1121,-0.0204,-0.0517,-0.0018,-0.7227,-0.1300,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,dirt,0.700,0.650,0.1243,0.0433,0.0253,-0.0032,-0.1981,0.0193,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,dirt,0.700,0.650,0.1365,0.0700,0.0352,-0.0011,0.0584,-0.0766,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,dirt,0.700,0.650,0.1485,-0.0039,-0.0478,-0.0028,-0.0197,0.1699,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,dirt,0.700,0.650,0.1605,-0.0575,0.0004,-0.0017,-0.1549,0.2198,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,dirt,0.700,0.650,0.1723,0.0168,-0.0443,-0.0026,0.0310,-0.0128,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,dirt,0.700,0.650,0.1841,0.0099,0.0527,-0.0025,-0.1853,0.1245,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,dirt,0.700,0.650,0.1957,-0.0394,0.0154,-0.0035,0.1335,-0.0173,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,dirt,0.700,0.650,0.2072,0.0147,0.0724,-0.0052,-0.4660,0.2905,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,dirt,0.700,0.650,0.2186,0.0418,-0.0459,-0.0035,-0.0683,0.1681,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,dirt,0.700,0.650,0.2298,-0.0330,-0.0146,-0.0007,0.0300,0.1859,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,dirt,0.700,0.650,0.2409,-0.0093,-0.0270,-0.0004,-0.0133,0.0734,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,dirt,0.700,0.650,0.2518,0.0801,-0.0491,-0.0015,0.0257,0.2591,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,dirt,0.700,0.650,0.2626,0.0813,0.0749,-0.0094,0.2400,-0.2769,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,dirt,0.700,0.650,0.2732,0.0465,-0.0215,-0.0036,-0.3804,-0.1534,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,dirt,0.700,0.650,0.2836,0.0367,0.0229,0.0011,-0.0051,0.3241,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,dirt,0.700,0.650,0.2939,-0.0439,-0.0271,0.0005,-0.0804,0.5301,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,dirt,0.700,0.650,0.3040,-0.0839,0.0191,-0.0026,0.0494,-0.0602,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,dirt,0.700,0.650,0.3138,-0.0314,0.0431,-0.0079,-0.0027,-0.1355,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,dirt,0.700,0.650,0.3235,0.0936,0.0440,-0.0031,-0.1154,0.7816,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
0.3480,dirt,0.700,0.650,0.3330,0.0582,-0.0094,-0.0022,0.0053,0.1324,-1.2857,-1.2857,-1.2858,-1.2858,0.1672
0.3600,dirt,0.700,0.650,0.3423,0.0918,0.1127,-0.0032,0.0063,0.0627,-1.4609,-1.4609,-1.4609,-1.4609,0.1737
0.3720,dirt,0.700,0.650,0.3513,0.0458,-0.0225,-0.0013,0.0109,-0.0357,-1.6521,-1.6520,-1.6521,-1.6521,0.1782
0.3840,dirt,0.700,0.650,0.3602,0.0141,0.0622,-0.0027,0.3927,0.1296,-1.8624,-1.8623,-1.8624,-1.8624,0.1837
0.3960,dirt,0.700,0.650,0.3688,0.0260,0.0945,-0.0018,-0.1295,0.2864,-2.0908,-2.0907,-2.0908,-2.0908,0.1878
0.4080,dirt,0.700,0.650,0.3771,-0.0698,0.0822,-0.0012,-0.0730,0.1949,-2.3443,-2.3442,-2.3443,-2.3443,0.1912
0.4200,dirt,0.700,0.650,0.3853,-0.0935,0.0092,-0.0011,0.0655,0.1591,-2.5282,-2.6420,-2.5827,-2.6259,0.1959
0.4320,dirt,0.700,0.650,0.3931,0.1059,-0.0747,-0.0045,3.3777,-3.3251,-1.2932,-3.1372,-1.5104,-3.1376,0.1988
0.4440,dirt,0.700,0.650,0.4008,0.0657,0.0502,0.0049,7.5041,-4.2859,-1.0826,-1.2101,-1.4178,-2.0491,0.2040
0.4560,dirt,0.700,0.650,0.4082,0.2874,0.1162,0.0113,8.1208,4.0993,-1.5274,-0.2414,-1.7628,-1.8059,0.2093
0.4680,dirt,0.700,0.650,0.4153,0.2667,0.0406,0.0230,5.4844,-4.6882,-1.2470,-1.8858,-1.3345,-1.8852,0.1998
0.4800,dirt,0.700,0.650,0.4222,0.3817,0.0401,0.0304,7.8248,-3.5019,-1.2241,-1.3759,-1.0296,-1.5585,0.1932
0.4920,dirt,0.700,0.650,0.4288,0.4794,-0.0679,0.0263,5.6960,-3.2565,-1.0749,-1.4702,-0.8086,-1.5895,0.1978
0.5040,dirt,0.700,0.650,0.4351,0.5433,-0.0679,0.0078,11.3483,2.8703,-1.6089,-1.1382,-0.5806,-2.4066,0.2072
0.5160,dirt,0.700,0.650,0.4411,0.6319,-0.0586,0.0233,6.0438,0.0496,-3.0115,-0.5263,-0.4333,-2.9716,0.2090
0.5280,dirt,0.700,0.650,0.4469,0.5484,-0.0467,0.0339,-0.7549,-0.7708,-3.6682,-0.6189,-0.5276,-2.8998,0.2077
0.5400,dirt,0.700,0.650,0.4524,0.6510,0.0744,0.0342,1.0764,0.5401,-1.0301,-1.7012,-0.1847,-2.4407,0.2083
0.5520,dirt,0.700,0.650,0.4576,0.5788,-0.0643,0.0498,-2.1580,-0.9071,-0.3280,-2.5262,-0.6239,-2.0738,0.2091
0.5640,dirt,0.700,0.650,0.4625,0.5402,-0.0019,0.0327,-0.8990,-0.2272,-0.3439,-2.3886,-1.1586,-1.5640,0.2137
0.5760,dirt,0.700,0.650,0.4672,0.5979,0.0562,0.0513,-0.5201,-0.8449,-1.0126,-2.0025,-1.2819,-1.4866,0.2184
0.5880,dirt,0.700,0.650,0.4715,0.6560,0.0297,0.0740,0.3729,0.1367,-1.2733,-2.2068,-1.3584,-1.6545,0.2211
0.6000,dirt,0.700,0.650,0.4755,0.5461,-0.0467,0.0804,0.6019,-0.6405,-1.4717,-2.2994,-1.7026,-1.7162,0.2240
0.6120,dirt,0.700,0.650,0.4793,0.5087,-0.0249,0.0850,0.5437,0.5368,-1.4408,-3.5177,-1.7466,-1.9875,0.2292
0.6240,dirt,0.700,0.650,0.4827,0.6399,0.0140,0.0919,1.1894,0.5862,-2.0246,-3.2956,-1.6993,-2.4359,0.2349
0.6360,dirt,0.700,0.650,0.4858,0.6920,0.0279,0.0972,1.3191,0.6700,-2.6450,-3.9379,-2.0501,-2.5824,0.2361
0.6480,dirt,0.700,0.650,0.4886,0.5844,0.0326,0.0929,1.3978,0.4487,-2.9917,-4.9429,-2.8918,-2.3390,0.2369
0.6600,dirt,0.700,0.650,0.4911,0.7192,0.0555,0.0998,1.3218,1.9847,-3.9921,-5.8497,-2.5939,-2.9159,0.2400
0.6720,dirt,0.700,0.650,0.4933,0.6876,-0.0777,0.0903,1.0157,0.3387,-4.8177,-6.8197,-2.5495,-3.0053,0.2444
0.6840,dirt,0.700,0.650,0.4952,0.6960,0.1004,0.0928,0.4300,0.4515,-5.6464,-7.6484,-2.8884,-3.1805,0.2453
0.6960,dirt,0.700,0.650,0.4968,0.7590,0.0058,0.0901,0.2609,0.3591,-6.3571,-8.3591,-2.7942,-3.5410,0.2446
0.7080,dirt,0.700,0.650,0.4981,0.7165,0.1342,0.0825,0.4685,0.4841,-7.0297,-9.0316,-2.1691,-4.1151,0.2461
0.7200,dirt,0.700,0.650,0.4990,0.6723,0.0462,0.0811,0.1533,0.5205,-7.6698,-9.6718,-1.9242,-4.8590,0.2484
0.7320,dirt,0.700,0.650,0.4996,0.7256,0.0329,0.0786,0.3375,0.6253,-8.2555,-10.2575,-1.7447,-5.1603,0.2497
0.7440,dirt,0.700,0.650,0.5000,0.7613,0.0991,0.0789,0.1131,0.5494,-8.8286,-10.8306,-1.6209,-5.6089,0.2498
0.7560,dirt,0.700,0.650,0.5000,0.7236,0.0433,0.0725,0.0311,0.6579,-9.3659,-11.3679,-1.5671,-5.9800,0.2497
0.7680,dirt,0.700,0.650,0.4996,0.6113,-0.0617,0.0682,0.2875,0.6930,-9.8761,-11.8781,-1.6132,-6.1917,0.2502
0.7800,dirt,0.700,0.650,0.4990,0.6912,0.0733,0.0646,0.6301,0.7849,-10.4197,-12.4216,-1.6079,-5.8334,0.2508
0.7920,dirt,0.700,0.650,0.4981,0.7531,0.1195,0.0606,0.7305,0.7174,-11.0239,-13.0259,-1.6901,-5.4722,0.2510
0.8040,dirt,0.700,0.650,0.4968,0.7228,0.0948,0.0658,-0.2135,0.0671,-11.4539,-13.7153,-1.7575,-5.1082,0.2506
0.8160,dirt,0.700,0.650,0.4952,0.6668,0.0965,0.0656,1.8353,-0.1266,-10.9063,-14.7836,-1.7032,-4.9428,0.2492
0.8280,dirt,0.700,0.650,0.4933,0.8942,0.1141,0.0648,1.0809,-0.3159,-10.0726,-16.0728,-1.7032,-4.7247,0.2478
0.8400,dirt,0.700,0.650,0.4911,0.8371,0.1047,0.0660,2.5247,-0.1593,-9.2149,-17.4000,-1.8895,-4.1062,0.2470
0.8520,dirt,0.700,0.650,0.4886,0.8414,0.0851,0.0761,2.5367,-0.3800,-8.5592,-18.2934,-1.6688,-3.7073,0.2477
0.8640,dirt,0.700,0.650,0.4858,0.7901,0.0368,0.0794,2.8095,1.2416,-7.8714,-18.8607,-1.6565,-3.3465,0.2485
0.8760,dirt,0.700,0.650,0.4827,0.9819,-0.0157,0.0892,3.1015,-0.0837,-7.3337,-18.7197,-1.8300,-3.1282,0.2476
0.8880,dirt,0.700,0.650,0.4793,0.9221,0.0419,0.1166,3.8489,-0.2970,-7.0107,-17.9713,-2.3276,-2.9295,0.2455
0.9000,dirt,0.700,0.650,0.4755,1.0971,0.1728,0.1273,4.4227,0.7307,-6.8328,-17.5848,-2.1720,-3.0207,0.2417
0.9120,dirt,0.700,0.650,0.4715,1.0650,0.0701,0.1256,3.8340,1.6017,-6.3139,-17.6610,-2.1528,-2.9647,0.2365
0.9240,dirt,0.700,0.650,0.4672,1.1531,0.0992,0.1223,4.5665,0.4218,-5.4950,-17.7225,-2.7607,-2.7771,0.2329
0.9360,dirt,0.700,0.650,0.4625,1.2161,0.0982,0.1158,3.9068,1.1713,-5.0551,-18.1019,-2.7147,-2.8755,0.2301
0.9480,dirt,0.700,0.650,0.4576,1.2208,0.1167,0.1132,3.7037,0.8215,-4.7261,-18.0949,-2.3313,-3.0702,0.2285
0.9600,dirt,0.700,0.650,0.4524,1.2432,0.1717,0.1162,4.8866,-0.0081,-3.9511,-18.1072,-2.5660,-3.3433,0.2245
0.9720,dirt,0.700,0.650,0.4469,1.2578,0.1493,0.1148,5.5121,0.5805,-3.3358,-18.0439,-2.6749,-3.4628,0.2211
0.9840,dirt,0.700,0.650,0.4411,1.3951,0.1692,0.1127,4.5441,0.3306,-3.3018,-17.6254,-2.9186,-3.5713,0.2198
0.9960,dirt,0.700,0.650,0.4351,1.4551,0.1674,0.1163,4.5465,0.3417,-3.0751,-17.2872,-3.1839,-3.7605,0.2168
1.0080,dirt,0.700,0.650,0.4288,1.4414,0.1475,0.1076,3.8167,0.4119,-3.1916,-16.9368,-3.1940,-4.1630,0.2140
1.0200,dirt,0.700,0.650,0.4222,1.5322,0.1359,0.1089,3.5266,0.2368,-3.2216,-16.7351,-3.1486,-4.5113,0.2110
1.0320,dirt,0.700,0.650,0.4153,1.4830,0.0731,0.1141,2.7312,0.9194,-3.5466,-16.2181,-3.3857,-4.4417,0.2087
1.0440,dirt,0.700,0.650,0.4082,1.6155,0.1029,0.1171,3.7801,1.0139,-3.8000,-16.0323,-3.5247,-4.2925,0.2057
1.0560,dirt,0.700,0.650,0.4008,1.6943,0.0822,0.1174,3.7303,0.6236,-4.2127,-15.7300,-3.6351,-4.3234,0.2025
1.0680,dirt,0.700,0.650,0.3931,1.6418,0.1571,0.1324,2.8113,0.9221,-4.8045,-15.3880,-3.5300,-4.5582,0.1995
1.0800,dirt,0.700,0.650,0.3853,1.6304,0.1385,0.1340,2.9311,0.5904,-5.0044,-15.3003,-3.6939,-4.3399,0.1950
1.0920,dirt,0.700,0.650,0.3771,1.7486,0.0889,0.1346,3.1136,0.6351,-5.2678,-15.0869,-3.9477,-4.3396,0.1907
1.1040,dirt,0.700,0.650,0.3688,1.6902,0.1707,0.1395,2.4515,0.4326,-5.3336,-14.9963,-4.0115,-4.6008,0.1863
1.1160,dirt,0.700,0.650,0.3602,1.7764,0.2567,0.1418,3.0791,0.6400,-5.5738,-14.8200,-3.8378,-4.8401,0.1826
1.1280,dirt,0.700,0.650,0.3513,1.7127,0.2258,0.1427,2.7629,0.5878,-5.6089,-14.8844,-3.8571,-4.9836,0.1788
1.1400,dirt,0.700,0.650,0.3423,1.8396,0.1069,0.1433,2.9298,0.3524,-5.5206,-14.7619,-4.0512,-5.2689,0.1746
1.1520,dirt,0.700,0.650,0.3330,1.9754,0.1470,0.1443,2.2287,0.8585,-5.7661,-14.7895,-4.1897,-5.3964,0.1693
1.1640,dirt,0.700,0.650,0.3235,1.9797,0.1392,0.1453,3.3794,0.9008,-5.7236,-14.7381,-4.2589,-5.2192,0.1650
1.1760,dirt,0.700,0.650,0.3138,2.0077,0.2093,0.1456,3.0995,0.2548,-5.9778,-14.4505,-4.3112,-5.4166,0.1609
1.1880,dirt,0.700,0.650,0.3040,1.9989,0.2142,0.1488,2.8744,0.3407,-6.0060,-14.4450,-4.4582,-5.5316,0.1563
1.2000,dirt,0.700,0.650,0.2939,2.0015,0.0957,0.1483,2.7274,0.5121,-6.0725,-14.3591,-4.7315,-5.3910,0.1512
1.2120,dirt,0.700,0.650,0.2836,2.0422,0.1485,0.1512,2.7990,-0.0131,-6.1510,-14.2123,-4.5624,-5.7036,0.1475
1.2240,dirt,0.700,0.650,0.2732,2.0754,0.1335,0.1496,2.8684,0.1704,-6.1331,-14.3647,-4.6607,-5.9428,0.1420
1.2360,dirt,0.700,0.650,0.2626,2.1092,0.1979,0.1532,3.2545,0.3641,-6.1850,-14.2210,-4.8655,-5.8212,0.1352
1.2480,dirt,0.700,0.650,0.2518,2.2440,0.2034,0.1490,2.8378,0.2551,-6.3357,-13.9756,-5.0180,-5.9071,0.1307
1.2600,dirt,0.700,0.650,0.2409,2.2181,0.1597,0.1521,2.7947,-0.0946,-6.4330,-13.8552,-4.7492,-6.3177,0.1267
1.2720,dirt,0.700,0.650,0.2298,2.2194,0.1399,0.1510,3.5197,0.4305,-6.5595,-13.7568,-4.9992,-6.2694,0.1206
1.2840,dirt,0.700,0.650,0.2186,2.2145,0.2050,0.1517,3.1664,0.0069,-6.8503,-13.4401,-5.3241,-6.0997,0.1152
1.2960,dirt,0.700,0.650,0.2072,2.2952,0.1768,0.1531,2.8237,0.0440,-7.1050,-13.0329,-5.2007,-6.3845,0.1096
1.3080,dirt,0.700,0.650,0.1957,2.3903,0.1593,0.1578,3.1961,0.5337,-7.2270,-12.8165,-5.1735,-6.3484,0.1030
1.3200,dirt,0.700,0.650,0.1841,2.3885,0.2155,0.1550,4.0669,0.0327,-7.1416,-12.8804,-5.3442,-6.5230,0.0970
1.3320,dirt,0.700,0.650,0.1723,2.2810,0.1516,0.1512,3.0024,0.0011,-7.1540,-13.0376,-5.3340,-6.6968,0.0924
1.3440,dirt,0.700,0.650,0.1605,2.4679,0.1735,0.1502,3.4386,0.3626,-7.2094,-13.0109,-5.4832,-6.6024,0.0862
1.3560,dirt,0.700,0.650,0.1485,2.5005,0.0778,0.1500,2.7016,0.3996,-7.3201,-12.8321,-5.6917,-6.6539,0.0802
1.3680,dirt,0.700,0.650,0.1365,2.4790,0.2269,0.1461,2.6363,0.0094,-7.1864,-12.9435,-5.7541,-6.7379,0.0741
1.3800,dirt,0.700,0.650,0.1243,2.5616,0.1824,0.1451,4.0537,-0.0093,-7.1607,-12.8168,-5.7539,-6.7595,0.0686
1.3920,dirt,0.700,0.650,0.1121,2.4967,0.1433,0.1428,3.0194,0.0141,-7.2419,-12.6363,-6.0042,-7.0632,0.0635
1.4040,dirt,0.700,0.650,0.0999,2.5831,0.0980,0.1415,2.8918,0.2586,-7.3906,-12.2956,-6.0713,-7.0386,0.0567
1.4160,dirt,0.700,0.650,0.0875,2.6684,0.1008,0.1423,3.1698,0.4289,-7.5993,-12.0228,-6.0787,-7.2327,0.0498
1.4280,dirt,0.700,0.650,0.0751,2.6398,0.1826,0.1372,2.8790,0.2836,-7.6201,-11.7950,-6.2867,-7.2345,0.0438
1.4400,dirt,0.700,0.650,0.0627,2.7932,0.1705,0.1368,3.9076,0.1072,-7.6746,-11.6085,-6.3481,-7.2038,0.0376
1.4520,dirt,0.700,0.650,0.0502,2.8297,0.1232,0.1306,3.2163,-0.3526,-7.6592,-11.5362,-6.4788,-7.3589,0.0312
