t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.650,0.0000,0.0287,-0.0366,0.0013,-0.6735,-0.0262,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.650,0.0126,-0.0773,0.0934,-0.0009,-0.6234,-0.0133,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.650,0.0251,0.0971,0.1160,-0.0031,-0.8924,-0.0123,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,sand,1.100,0.650,0.0377,-0.0188,-0.0422,-0.0036,-0.1134,0.0897,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,sand,1.100,0.650,0.0502,0.0234,0.0197,-0.0031,0.1510,-0.0284,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,sand,1.100,0.650,0.0627,-0.0109,0.0731,-0.0026,0.7684,-0.0251,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,sand,1.100,0.650,0.0751,-0.0549,0.0869,-0.0032,0.3113,-0.0480,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,sand,1.100,0.650,0.0875,0.0634,0.0643,-0.0045,-0.1925,-0.0613,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,sand,1.100,0.650,0.0999,-0.0941,0.0317,-0.0031,-0.0637,0.1789,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,sand,1.100,0.650,0.1121,-0.0625,-0.0591,0.0003,-0.7038,-0.1239,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,sand,1.100,0.650,0.1243,0.0569,-0.1467,-0.0021,-0.1888,0.0085,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,sand,1.100,0.650,0.1365,0.0704,-0.0398,-0.0027,0.0479,-0.0393,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,sand,1.100,0.650,0.1485,-0.0232,-0.0701,-0.0027,-0.0083,0.1964,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,sand,1.100,0.650,0.1605,-0.0405,-0.0160,-0.0044,-0.1286,0.2173,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,sand,1.100,0.650,0.1723,-0.1258,0.0312,-0.0033,0.0116,-0.0417,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,sand,1.100,0.650,0.1841,0.0379,0.0410,-0.0009,-0.1529,0.1223,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,sand,1.100,0.650,0.1957,-0.0621,-0.0985,-0.0027,0.1376,-0.0110,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,sand,1.100,0.650,0.2072,0.0655,-0.0713,-0.0057,-0.4434,0.2948,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,sand,1.100,0.650,0.2186,-0.0735,-0.0029,-0.0031,-0.0739,0.1903,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,sand,1.100,0.650,0.2298,-0.0437,-0.0159,0.0009,0.0383,0.2047,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,sand,1.100,0.650,0.2409,-0.0494,0.0204,-0.0013,-0.0192,0.0535,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,sand,1.100,0.650,0.2518,0.0076,0.0602,-0.0016,0.0304,0.2708,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,sand,1.100,0.650,0.2626,0.0069,0.0569,-0.0075,0.2269,-0.2914,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,sand,1.100,0.650,0.2732,0.0564,0.0857,-0.0038,-0.3522,-0.1282,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,sand,1.100,0.650,0.2836,0.0527,0.0050,-0.0010,0.0267,0.3100,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,sand,1.100,0.650,0.2939,-0.0246,0.0051,0.0006,-0.0402,0.5259,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,sand,1.100,0.650,0.3040,0.0350,-0.0396,-0.0022,0.0332,-0.0625,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,sand,1.100,0.650,0.3138,0.0629,0.0667,-0.0075,-0.0054,-0.1421,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,sand,1.100,0.650,0.3235,0.0400,0.0784,-0.0045,-0.1146,0.7629,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
0.3480,sand,1.100,0.650,0.3330,-0.0710,0.0367,-0.0042,0.0032,0.1540,-1.2857,-1.2857,-1.2858,-1.2858,0.1672
