t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.450,0.650,0.0000,0.0333,0.0025,-0.0003,-0.6934,0.0012,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.450,0.650,0.0126,-0.0631,0.0089,0.0016,-0.6261,-0.0252,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.450,0.650,0.0251,-0.0378,0.0113,-0.0037,-0.8838,-0.0195,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,clay,0.450,0.650,0.0377,-0.0708,0.0643,-0.0042,-0.1121,0.0949,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,clay,0.450,0.650,0.0502,0.0249,-0.0925,-0.0032,0.1515,-0.0451,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,clay,0.450,0.650,0.0627,0.1067,-0.0504,-0.0043,0.7850,-0.0052,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,clay,0.450,0.650,0.0751,-0.0660,-0.0448,-0.0035,0.2870,-0.0073,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,clay,0.450,0.650,0.0875,0.0535,-0.0868,-0.0014,-0.1809,-0.0308,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,clay,0.450,0.650,0.0999,0.0083,-0.0355,-0.0016,-0.0642,0.1685,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,clay,0.450,0.650,0.1121,0.0512,0.0540,-0.0024,-0.7334,-0.1515,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,clay,0.450,0.650,0.1243,-0.0485,-0.0245,-0.0006,-0.1985,-0.0069,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,clay,0.450,0.650,0.1365,0.0535,-0.0611,-0.0039,0.0493,-0.0651,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,clay,0.450,0.650,0.1485,0.0453,0.0047,-0.0035,0.0220,0.1780,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
