t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.650,0.0000,0.0547,0.0033,0.0004,-0.6752,0.0126,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.650,0.0126,-0.1212,-0.0167,0.0000,-0.6502,0.0105,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,dirt,0.700,0.650,0.0251,-0.0643,-0.0214,-0.0043,-0.8691,-0.0498,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,dirt,0.700,0.650,0.0377,-0.0264,0.0650,-0.0069,-0.1099,0.0836,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,dirt,0.700,0.650,0.0502,-0.0275,0.0055,-0.0032,0.1508,-0.0418,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,dirt,0.700,0.650,0.0627,0.0443,0.0316,-0.0037,0.8271,-0.0107,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,dirt,0.700,0.650,0.0751,-0.0143,-0.1393,-0.0005,0.2943,-0.0412,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,dirt,0.700,0.650,0.0875,0.0413,0.0121,-0.0020,-0.1982,-0.0700,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,dirt,0.700,0.650,0.0999,0.0351,-0.0794,-0.0016,-0.0724,0.1423,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,dirt,0.700,0.650,0.1121,-0.0304,0.0644,-0.0025,-0.6932,-0.1635,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,dirt,0.700,0.650,0.1243,0.0104,-0.0791,-0.0031,-0.2126,0.0191,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,dirt,0.700,0.650,0.1365,-0.0765,-0.0498,-0.0038,0.0216,-0.0515,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,dirt,0.700,0.650,0.1485,-0.0258,-0.0857,-0.0013,-0.0180,0.1619,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,dirt,0.700,0.650,0.1605,0.0113,0.0686,-0.0023,-0.1631,0.2311,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,dirt,0.700,0.650,0.1723,0.0478,-0.0841,-0.0003,0.0468,-0.0424,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,dirt,0.700,0.650,0.1841,-0.0006,-0.0510,-0.0012,-0.1755,0.1638,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,dirt,0.700,0.650,0.1957,-0.0005,-0.0374,-0.0026,0.1259,-0.0417,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,dirt,0.700,0.650,0.2072,-0.0037,0.1057,-0.0036,-0.4719,0.2585,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,dirt,0.700,0.650,0.2186,-0.0481,-0.0709,-0.0039,-0.0763,0.1699,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,dirt,0.700,0.650,0.2298,-0.0211,-0.0046,-0.0011,0.0251,0.1910,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,dirt,0.700,0.650,0.2409,-0.0819,0.0011,-0.0016,0.0121,0.0460,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,dirt,0.700,0.650,0.2518,-0.0084,0.0853,-0.0013,-0.0181,0.2602,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,dirt,0.700,0.650,0.2626,-0.0734,0.0750,-0.0056,0.2767,-0.2669,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,dirt,0.700,0.650,0.2732,-0.0515,-0.0514,-0.0035,-0.3530,-0.1445,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,dirt,0.700,0.650,0.2836,-0.0081,0.0266,0.0019,0.0488,0.3034,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,dirt,0.700,0.650,0.2939,0.0855,0.0156,-0.0016,-0.0494,0.5407,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,dirt,0.700,0.650,0.3040,0.0206,-0.0096,-0.0019,0.0626,-0.0418,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,dirt,0.700,0.650,0.3138,-0.0460,0.0187,-0.0064,-0.0071,-0.1387,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,dirt,0.700,0.650,0.3235,0.0251,0.0323,-0.0002,-0.1382,0.7705,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
0.3480,dirt,0.700,0.650,0.3330,-0.0113,0.1273,-0.0028,0.0136,0.1189,-1.2857,-1.2857,-1.2858,-1.2858,0.1672
0.3600,dirt,0.700,0.650,0.3423,-0.0237,0.0186,-0.0021,0.0234,0.0098,-1.4609,-1.4609,-1.4609,-1.4609,0.1737
0.3720,dirt,0.700,0.650,0.3513,-0.0744,0.0202,-0.0006,0.0161,-0.0379,-1.6521,-1.6520,-1.6521,-1.6521,0.1782
0.3840,dirt,0.700,0.650,0.3602,-0.0700,0.0622,-0.0010,0.4028,0.1361,-1.8624,-1.8623,-1.8624,-1.8624,0.1837
0.3960,dirt,0.700,0.650,0.3688,-0.1070,0.0591,-0.0014,-0.1774,0.2870,-2.0908,-2.0907,-2.0908,-2.0908,0.1878
0.4080,dirt,0.700,0.650,0.3771,-0.0169,0.0373,-0.0030,-0.0789,0.1804,-2.3443,-2.3442,-2.3443,-2.3443,0.1912
0.4200,dirt,0.700,0.650,0.3853,-0.0146,0.1130,-0.0027,0.0726,0.1712,-2.5410,-2.6378,-2.5896,-2.6234,0.1961
0.4320,dirt,0.700,0.650,0.3931,0.0090,-0.0331,-0.0065,2.5519,-3.5864,-1.5189,-3.1453,-1.6954,-3.1399,0.1990
0.4440,dirt,0.700,0.650,0.4008,0.1299,-0.0798,0.0048,8.6291,-3.5017,-0.9829,-1.6707,-1.4559,-2.3133,0.2035
0.4560,dirt,0.700,0.650,0.4082,0.1363,0.0312,0.0055,6.1023,3.6915,-1.7039,-0.6252,-1.9224,-2.0091,0.2110
0.4680,dirt,0.700,0.650,0.4153,0.1984,0.0373,0.0257,4.8148,-3.5538,-1.3567,-1.9378,-1.5682,-2.0661,0.2041
