t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.500,0.0000,0.0379,0.0415,-0.0011,-0.6695,-0.0012,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.500,0.0126,0.0561,-0.0316,-0.0004,-0.6308,0.0109,-0.0292,-0.0292,-0.0292,-0.0292,0.0000
0.0240,clay,0.500,0.500,0.0251,-0.0283,0.0350,-0.0035,-0.3456,-0.0136,-0.0058,-0.0058,-0.0058,-0.0058,0.0074
0.0360,clay,0.500,0.500,0.0377,0.0024,-0.0682,-0.0028,0.0352,0.0742,0.0152,0.0152,0.0152,0.0152,0.0154
0.0480,clay,0.500,0.500,0.0502,-0.0162,-0.0025,-0.0018,0.0569,-0.0400,0.0224,0.0224,0.0224,0.0224,0.0211
0.0600,clay,0.500,0.500,0.0627,-0.0154,-0.0711,-0.0031,0.8033,-0.0098,-0.0170,-0.0170,-0.0170,-0.0170,0.0263
0.0720,clay,0.500,0.500,0.0751,0.0203,-0.0449,-0.0024,0.0465,-0.0331,-0.0181,-0.0181,-0.0181,-0.0181,0.0333
0.0840,clay,0.500,0.500,0.0875,0.0842,-0.0352,-0.0038,-0.0845,-0.1036,-0.0086,-0.0086,-0.0086,-0.0086,0.0401
0.0960,clay,0.500,0.500,0.0999,-0.0051,0.0051,-0.0013,-0.1516,0.1621,-0.0067,-0.0067,-0.0067,-0.0067,0.0460
0.1080,clay,0.500,0.500,0.1121,0.0004,-0.0769,-0.0033,0.0254,-0.6833,-0.0116,-0.0115,-0.0116,-0.0116,0.0536
0.1200,clay,0.500,0.500,0.1243,-0.0517,0.1192,-0.0019,0.1639,-0.0574,-0.0157,-0.0157,-0.0157,-0.0157,0.0581
0.1320,clay,0.500,0.500,0.1365,-0.0821,-0.0080,-0.0029,0.0629,0.1879,-0.0245,-0.0245,-0.0245,-0.0245,0.0635
0.1440,clay,0.500,0.500,0.1485,0.0052,-0.0172,-0.0034,0.0311,0.3861,-0.0319,-0.0319,-0.0319,-0.0319,0.0700
0.1560,clay,0.500,0.500,0.1605,-0.0340,-0.0107,-0.0041,0.0067,0.0968,-0.0446,-0.0446,-0.0446,-0.0446,0.0769
0.1680,clay,0.500,0.500,0.1723,-0.0804,0.0578,-0.0020,0.3875,-0.1200,-0.0582,-0.0582,-0.0582,-0.0582,0.0827
0.1800,clay,0.500,0.500,0.1841,0.0000,0.0018,-0.0019,0.0783,0.2860,-0.0742,-0.0742,-0.0742,-0.0742,0.0894
0.1920,clay,0.500,0.500,0.1957,0.0264,-0.0550,-0.0035,0.0168,-0.0703,-0.0921,-0.0921,-0.0921,-0.0921,0.0955
0.2040,clay,0.500,0.500,0.2072,-0.0209,0.0496,-0.0030,-0.1286,-0.0602,-0.1150,-0.1150,-0.1150,-0.1150,0.1011
0.2160,clay,0.500,0.500,0.2186,0.0333,-0.0086,-0.0042,-0.1972,0.4607,-0.1442,-0.1442,-0.1442,-0.1442,0.1115
0.2280,clay,0.500,0.500,0.2298,0.0397,-0.0050,0.0012,-0.0700,0.4674,-0.1677,-0.1677,-0.1677,-0.1677,0.1137
0.2400,clay,0.500,0.500,0.2409,0.0412,-0.0006,0.0001,-0.0061,0.0136,-0.1921,-0.1921,-0.1921,-0.1921,0.1147
0.2520,clay,0.500,0.500,0.2518,-0.0057,-0.0295,-0.0069,0.1523,-0.0081,-0.2211,-0.2211,-0.2211,-0.2211,0.1283
0.2640,clay,0.500,0.500,0.2626,-0.0364,0.0138,-0.0056,-0.0585,-0.5608,-0.2621,-0.2621,-0.2621,-0.2621,0.1370
0.2760,clay,0.500,0.500,0.2732,-0.0443,0.1020,-0.0036,-0.0268,-0.4515,-0.3079,-0.3080,-0.3079,-0.3079,0.1369
0.2880,clay,0.500,0.500,0.2836,-0.0903,0.0069,-0.0018,-0.0635,-0.1256,-0.3533,-0.3534,-0.3533,-0.3534,0.1401
0.3000,clay,0.500,0.500,0.2939,0.0357,-0.0670,-0.0022,-0.1132,-0.0228,-0.3995,-0.3996,-0.3995,-0.3995,0.1471
0.3120,clay,0.500,0.500,0.3040,-0.0567,0.0839,-0.0033,0.0154,-0.0095,-0.4510,-0.4510,-0.4510,-0.4510,0.1533
0.3240,clay,0.500,0.500,0.3138,0.0201,0.0524,-0.0012,-0.0122,-0.1284,-0.5284,-0.5285,-0.5285,-0.5285,0.1591
0.3360,clay,0.500,0.500,0.3235,0.0695,-0.0294,-0.0014,0.0368,0.0861,-0.5655,-0.5655,-0.5655,-0.5655,0.1641
0.3480,clay,0.500,0.500,0.3330,-0.0065,-0.0058,-0.0012,0.0164,0.0023,-0.6278,-0.6279,-0.6278,-0.6278,0.1680
0.3600,clay,0.500,0.500,0.3423,-0.0668,-0.0628,-0.0018,0.0038,0.1407,-0.6997,-0.6997,-0.6997,-0.6997,0.1709
0.3720,clay,0.500,0.500,0.3513,0.0867,0.0291,-0.0024,-0.0630,0.2261,-0.7670,-0.7671,-0.7670,-0.7670,0.1754
0.3840,clay,0.500,0.500,0.3602,-0.0613,0.0555,-0.0023,0.0786,-0.0763,-0.8412,-0.8413,-0.8413,-0.8413,0.1832
0.3960,clay,0.500,0.500,0.3688,-0.0337,-0.0940,-0.0022,-0.5559,0.5213,-0.9242,-0.9242,-0.9242,-0.9242,0.1860
0.4080,clay,0.500,0.500,0.3771,0.0366,0.0473,-0.0045,-0.0553,0.0526,-1.0056,-1.0057,-1.0056,-1.0057,0.1913
0.4200,clay,0.500,0.500,0.3853,0.0235,0.0731,-0.0030,0.4029,-0.1955,-1.1128,-1.1039,-1.1060,-1.1060,0.1980
0.4320,clay,0.500,0.500,0.3931,0.0855,-0.0043,0.0004,1.9031,-1.7186,-0.6737,-1.0347,-0.7463,-1.0868,0.2003
0.4440,clay,0.500,0.500,0.4008,0.0716,-0.0432,0.0061,6.0745,-1.9652,-0.5227,-0.1455,-0.7543,-1.0544,0.2010
0.4560,clay,0.500,0.500,0.4082,0.1523,0.0618,0.0060,2.3454,3.4880,-0.8395,0.1357,-1.0042,-0.9934,0.2017
0.4680,clay,0.500,0.500,0.4153,0.0393,-0.0210,0.0123,2.1753,-0.7981,-0.4697,-0.7921,-0.9813,-0.9926,0.1961
0.4800,clay,0.500,0.500,0.4222,0.1806,0.0605,0.0115,3.3060,-0.0718,-0.5831,-0.9770,-0.8758,-1.0232,0.1975
0.4920,clay,0.500,0.500,0.4288,0.2531,0.0322,0.0100,3.8193,-1.2569,-0.5055,-0.8527,-0.5910,-0.8321,0.2033
0.5040,clay,0.500,0.500,0.4351,0.1915,-0.0655,0.0114,3.5232,0.0684,-0.5678,-0.6189,-0.5984,-0.6851,0.2051
