t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.650,0.0000,0.0148,-0.0461,-0.0001,-0.6970,-0.0057,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.650,0.0126,0.0596,-0.0293,0.0010,-0.6208,0.0295,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.650,0.0251,0.0093,0.0057,-0.0031,-0.9150,-0.0349,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,sand,1.100,0.650,0.0377,-0.0211,0.0259,-0.0032,-0.1466,0.0669,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,sand,1.100,0.650,0.0502,0.0692,0.0424,-0.0025,0.1887,-0.0298,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,sand,1.100,0.650,0.0627,-0.0607,0.0159,-0.0028,0.7824,-0.0098,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,sand,1.100,0.650,0.0751,-0.0336,-0.0980,-0.0017,0.2869,-0.0466,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,sand,1.100,0.650,0.0875,0.0140,0.1263,-0.0014,-0.1833,-0.0477,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,sand,1.100,0.650,0.0999,0.0851,0.0318,-0.0018,-0.0290,0.1404,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,sand,1.100,0.650,0.1121,-0.0044,-0.0122,-0.0028,-0.7057,-0.1099,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,sand,1.100,0.650,0.1243,-0.0918,-0.0695,-0.0042,-0.2116,0.0088,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,sand,1.100,0.650,0.1365,-0.0050,-0.0387,-0.0036,0.0333,-0.0641,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,sand,1.100,0.650,0.1485,0.0313,0.0021,-0.0022,-0.0044,0.1514,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,sand,1.100,0.650,0.1605,0.0307,0.0797,-0.0009,-0.1466,0.2279,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,sand,1.100,0.650,0.1723,-0.0170,-0.0138,-0.0008,0.0410,-0.0345,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,sand,1.100,0.650,0.1841,-0.0613,-0.0195,-0.0029,-0.1624,0.1067,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,sand,1.100,0.650,0.1957,-0.0174,0.0237,-0.0028,0.1407,-0.0144,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,sand,1.100,0.650,0.2072,-0.0213,-0.0022,-0.0050,-0.4522,0.2879,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,sand,1.100,0.650,0.2186,-0.0207,-0.0577,-0.0056,-0.0881,0.1978,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,sand,1.100,0.650,0.2298,-0.1006,-0.0450,-0.0002,0.0291,0.1917,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
