t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.750,0.0000,0.1146,0.0020,0.0007,-0.6931,-0.0060,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.750,0.0088,-0.0559,-0.0296,0.0006,-0.6420,-0.0302,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.750,0.0176,-0.0142,0.0355,-0.0026,-0.5110,-0.0354,-0.0045,-0.0045,-0.0045,-0.0045,0.0049
0.0360,sand,1.100,0.750,0.0264,0.0204,0.0604,-0.0030,-0.0639,0.0323,0.0153,0.0153,0.0153,0.0153,0.0110
0.0480,sand,1.100,0.750,0.0351,0.0840,0.0650,-0.0030,0.1362,0.0002,0.0222,0.0222,0.0222,0.0222,0.0151
0.0600,sand,1.100,0.750,0.0439,0.0636,-0.0652,-0.0025,1.0018,0.0159,-0.0186,-0.0186,-0.0186,-0.0186,0.0188
0.0720,sand,1.100,0.750,0.0526,0.0688,-0.0354,-0.0021,0.0225,-0.0162,-0.0252,-0.0253,-0.0253,-0.0253,0.0232
0.0840,sand,1.100,0.750,0.0613,0.0597,-0.0603,-0.0022,0.0407,-0.0575,-0.0168,-0.0168,-0.0168,-0.0168,0.0284
0.0960,sand,1.100,0.750,0.0699,-0.0007,0.0634,-0.0030,-0.0919,0.1882,-0.0198,-0.0198,-0.0198,-0.0198,0.0329
0.1080,sand,1.100,0.750,0.0785,0.0267,-0.0088,-0.0015,0.0843,0.0738,-0.0312,-0.0312,-0.0312,-0.0312,0.0362
0.1200,sand,1.100,0.750,0.0870,0.0174,0.0384,-0.0020,0.1199,-0.0072,-0.0467,-0.0467,-0.0467,-0.0467,0.0405
0.1320,sand,1.100,0.750,0.0955,-0.0160,0.0271,-0.0034,0.0880,-0.2049,-0.0670,-0.0670,-0.0670,-0.0670,0.0450
0.1440,sand,1.100,0.750,0.1040,0.0291,-0.0366,-0.0042,0.0163,-0.0568,-0.0928,-0.0928,-0.0928,-0.0928,0.0503
0.1560,sand,1.100,0.750,0.1123,0.0405,0.0289,-0.0026,-0.3168,0.2407,-0.1280,-0.1280,-0.1280,-0.1280,0.0564
0.1680,sand,1.100,0.750,0.1206,0.0598,0.0408,0.0010,0.0203,0.0943,-0.1585,-0.1585,-0.1585,-0.1585,0.0588
