t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.750,0.0511,0.0120,0.0059,-0.0007,-0.6719,0.0134,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.750,0.0598,-0.0298,-0.0570,-0.0078,-0.4450,-0.3131,-0.0290,-0.0290,-0.0290,-0.0290,0.0109
0.0240,dirt,0.700,0.750,0.0685,-0.0927,-0.0033,-0.0130,0.1808,-0.0179,-0.0056,-0.0057,-0.0057,-0.0057,0.0331
0.0360,dirt,0.700,0.750,0.0771,-0.0209,-0.0179,-0.0044,-0.3843,0.0051,0.0163,0.0163,0.0163,0.0163,0.0376
0.0480,dirt,0.700,0.750,0.0856,0.0395,-0.0104,-0.0008,0.1610,0.0044,0.0221,0.0221,0.0221,0.0221,0.0380
0.0600,dirt,0.700,0.750,0.0941,-0.0166,-0.0755,-0.0006,0.7290,0.0444,-0.0190,-0.0190,-0.0190,-0.0190,0.0429
0.0720,dirt,0.700,0.750,0.1026,-0.0403,-0.0419,-0.0033,0.0010,-0.0497,-0.0231,-0.0232,-0.0231,-0.0231,0.0506
0.0840,dirt,0.700,0.750,0.1109,0.1069,0.0838,-0.0029,-0.5365,-0.0288,-0.0170,-0.0170,-0.0170,-0.0170,0.0548
0.0960,dirt,0.700,0.750,0.1192,0.0249,-0.0739,0.0005,-0.0365,0.1775,-0.0211,-0.0212,-0.0212,-0.0212,0.0565
0.1080,dirt,0.700,0.750,0.1275,0.0790,-0.0308,-0.0004,0.0152,-0.0015,-0.0312,-0.0312,-0.0312,-0.0312,0.0592
0.1200,dirt,0.700,0.750,0.1356,-0.0347,0.0037,-0.0011,0.0509,-0.1697,-0.0474,-0.0474,-0.0474,-0.0474,0.0637
0.1320,dirt,0.700,0.750,0.1437,0.0090,-0.0628,-0.0014,0.0528,-0.0412,-0.0615,-0.0616,-0.0616,-0.0616,0.0699
0.1440,dirt,0.700,0.750,0.1517,-0.0087,0.0063,-0.0027,-0.0704,-0.0262,-0.0927,-0.0927,-0.0927,-0.0927,0.0745
0.1560,dirt,0.700,0.750,0.1595,-0.0552,-0.0111,-0.0011,-0.0355,0.1295,-0.1244,-0.1245,-0.1244,-0.1245,0.0779
0.1680,dirt,0.700,0.750,0.1673,-0.0624,-0.0505,0.0002,-0.0810,-0.0261,-0.1619,-0.1619,-0.1619,-0.1619,0.0821
0.1800,dirt,0.700,0.750,0.1750,-0.0794,0.0133,-0.0004,0.1086,0.0255,-0.2044,-0.2044,-0.2044,-0.2044,0.0864
0.1920,dirt,0.700,0.750,0.1826,-0.0408,0.0049,-0.0025,0.0490,-0.0495,-0.2536,-0.2536,-0.2536,-0.2536,0.0915
0.2040,dirt,0.700,0.750,0.1900,-0.0629,0.0075,-0.0022,-0.0039,0.0242,-0.3118,-0.3118,-0.3118,-0.3118,0.0948
0.2160,dirt,0.700,0.750,0.1973,-0.0499,0.0123,-0.0014,-0.0571,0.1851,-0.3767,-0.3767,-0.3767,-0.3767,0.0981
0.2280,dirt,0.700,0.750,0.2045,0.0296,0.0389,-0.0015,0.0106,0.0212,-0.4483,-0.4483,-0.4483,-0.4483,0.1019
0.2400,dirt,0.700,0.750,0.2116,-0.1160,-0.0194,-0.0020,0.0346,0.0024,-0.5308,-0.5308,-0.5308,-0.5308,0.1061
0.2520,dirt,0.700,0.750,0.2185,-0.0409,0.0348,-0.0005,0.0143,0.0715,-0.6224,-0.6224,-0.6224,-0.6224,0.1100
0.2640,dirt,0.700,0.750,0.2253,0.0250,0.1006,0.0001,0.0356,0.0117,-0.7334,-0.7334,-0.7334,-0.7334,0.1135
0.2760,dirt,0.700,0.750,0.2320,-0.0535,0.0584,-0.0001,-0.0522,0.1913,-0.8576,-0.8576,-0.8576,-0.8576,0.1165
0.2880,dirt,0.700,0.750,0.2385,-0.0277,-0.0366,-0.0022,-0.0036,0.0873,-1.0018,-1.0018,-1.0018,-1.0018,0.1207
