t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.600,0.450,0.0000,-0.0930,-0.0144,-0.0011,-0.6660,-0.0042,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.600,0.450,0.0126,0.0471,-0.0903,0.0018,-0.6455,-0.0105,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.600,0.450,0.0251,0.0361,-0.0081,-0.0029,-0.3586,-0.0416,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,clay,0.600,0.450,0.0377,0.0130,0.0491,-0.0044,-0.0711,0.0876,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,clay,0.600,0.450,0.0502,-0.0014,0.0094,-0.0012,0.1378,-0.0510,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,clay,0.600,0.450,0.0627,0.0646,0.0633,-0.0026,0.8711,0.0334,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,clay,0.600,0.450,0.0751,-0.0552,0.0021,-0.0012,0.1944,-0.0650,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,clay,0.600,0.450,0.0875,0.0356,0.1188,-0.0019,0.0387,-0.0423,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,clay,0.600,0.450,0.0999,0.0004,-0.0005,-0.0029,-0.1721,0.1852,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,clay,0.600,0.450,0.1121,-0.0047,0.0582,-0.0019,0.0220,-0.2043,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,clay,0.600,0.450,0.1243,-0.0642,0.0356,-0.0019,0.0583,-0.0611,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,clay,0.600,0.450,0.1365,0.0362,0.0339,-0.0043,0.2685,-0.0846,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,clay,0.600,0.450,0.1485,0.0743,0.1168,-0.0025,0.0976,-0.0141,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,clay,0.600,0.450,0.1605,-0.0932,-0.0207,-0.0003,-0.0425,0.1164,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,clay,0.600,0.450,0.1723,-0.0621,-0.0107,-0.0022,0.1101,-0.0464,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,clay,0.600,0.450,0.1841,-0.0931,0.0562,-0.0024,0.0929,-0.1033,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,clay,0.600,0.450,0.1957,-0.0401,0.0755,-0.0029,0.0157,-0.0282,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,clay,0.600,0.450,0.2072,-0.1072,0.0187,-0.0048,0.2339,-0.2265,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,clay,0.600,0.450,0.2186,-0.0125,-0.0256,-0.0031,-0.1577,1.6668,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,clay,0.600,0.450,0.2298,-0.0547,0.0645,-0.0016,0.1214,0.0402,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,clay,0.600,0.450,0.2409,0.0196,-0.0212,-0.0038,0.0744,-0.4024,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,clay,0.600,0.450,0.2518,-0.0010,-0.0342,-0.0034,0.1172,0.1524,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,clay,0.600,0.450,0.2626,0.0074,0.0051,-0.0033,-0.0109,-0.1078,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
