t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.450,0.0000,0.0503,0.0215,-0.0005,-0.6889,0.0047,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.450,0.0126,-0.0138,0.0567,0.0002,-0.6395,-0.0131,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.450,0.0251,-0.0611,-0.0046,-0.0025,-0.4072,-0.0368,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,clay,0.500,0.450,0.0377,0.0281,0.0323,-0.0051,-0.0769,0.0731,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,clay,0.500,0.450,0.0502,-0.0104,-0.0603,-0.0025,0.1350,-0.0147,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,clay,0.500,0.450,0.0627,-0.0427,0.0384,-0.0028,0.8722,0.0347,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,clay,0.500,0.450,0.0751,-0.0160,0.0978,-0.0011,0.1824,-0.0863,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,clay,0.500,0.450,0.0875,0.0495,-0.0568,-0.0025,0.0546,-0.0628,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,clay,0.500,0.450,0.0999,0.0474,0.0582,-0.0047,-0.1715,0.1580,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,clay,0.500,0.450,0.1121,-0.0870,-0.0755,-0.0021,0.0434,-0.2453,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,clay,0.500,0.450,0.1243,0.0069,0.0173,-0.0013,0.0506,-0.0528,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,clay,0.500,0.450,0.1365,-0.1039,-0.0251,-0.0036,0.2674,-0.0795,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,clay,0.500,0.450,0.1485,-0.0143,-0.0171,-0.0031,0.0676,-0.0326,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,clay,0.500,0.450,0.1605,-0.0425,0.0358,-0.0016,-0.0181,0.1007,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,clay,0.500,0.450,0.1723,-0.0216,0.0258,-0.0030,0.1313,-0.0730,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,clay,0.500,0.450,0.1841,0.0324,0.0183,-0.0039,0.0897,-0.0787,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
0.1920,clay,0.500,0.450,0.1957,0.0699,0.0816,-0.0025,0.0569,-0.0268,-0.0703,-0.0703,-0.0703,-0.0703,0.0963
0.2040,clay,0.500,0.450,0.2072,-0.0389,0.0344,-0.0042,0.2638,-0.2677,-0.0823,-0.0823,-0.0823,-0.0823,0.1036
0.2160,clay,0.500,0.450,0.2186,0.0431,0.0671,0.0005,-0.1698,1.7065,-0.1049,-0.1049,-0.1049,-0.1049,0.1074
0.2280,clay,0.500,0.450,0.2298,-0.0590,0.0224,-0.0026,0.0850,0.0431,-0.1283,-0.1283,-0.1283,-0.1283,0.1125
0.2400,clay,0.500,0.450,0.2409,-0.0772,0.0266,-0.0004,0.0739,-0.4245,-0.1502,-0.1501,-0.1502,-0.1502,0.1186
0.2520,clay,0.500,0.450,0.2518,-0.0561,-0.1535,-0.0026,0.1216,0.1565,-0.1767,-0.1767,-0.1767,-0.1767,0.1260
0.2640,clay,0.500,0.450,0.2626,0.0399,0.0428,-0.0020,-0.0005,-0.1204,-0.2164,-0.2164,-0.2164,-0.2164,0.1320
0.2760,clay,0.500,0.450,0.2732,-0.0549,-0.0754,-0.0013,-0.0649,0.2045,-0.2357,-0.2357,-0.2357,-0.2357,0.1354
0.2880,clay,0.500,0.450,0.2836,-0.0108,0.0023,0.0003,0.0389,-0.2819,-0.2650,-0.2649,-0.2650,-0.2650,0.1369
0.3000,clay,0.500,0.450,0.2939,0.0216,0.0637,-0.0030,0.0040,-0.0060,-0.3147,-0.3147,-0.3147,-0.3147,0.1457
0.3120,clay,0.500,0.450,0.3040,-0.0204,0.0539,-0.0051,-0.0648,-0.1020,-0.3463,-0.3463,-0.3463,-0.3463,0.1552
0.3240,clay,0.500,0.450,0.3138,-0.0169,0.0205,-0.0015,-0.4382,-0.2628,-0.3936,-0.3936,-0.3936,-0.3936,0.1573
0.3360,clay,0.500,0.450,0.3235,0.0066,0.1588,-0.0001,-0.0062,0.2169,-0.4267,-0.4267,-0.4267,-0.4267,0.1580
0.3480,clay,0.500,0.450,0.3330,0.0076,-0.0219,-0.0024,0.3196,0.3702,-0.4816,-0.4816,-0.4816,-0.4816,0.1628
0.3600,clay,0.500,0.450,0.3423,0.0255,-0.0361,-0.0038,0.0946,-0.7148,-0.5312,-0.5312,-0.5312,-0.5312,0.1748
0.3720,clay,0.500,0.450,0.3513,-0.0360,0.0180,-0.0017,-0.1819,-0.3357,-0.6111,-0.6111,-0.6111,-0.6111,0.1817
0.3840,clay,0.500,0.450,0.3602,0.1005,-0.0550,0.0002,0.2960,-0.2817,-0.6486,-0.6486,-0.6487,-0.6487,0.1814
0.3960,clay,0.500,0.450,0.3688,-0.0547,0.0095,-0.0004,-0.0285,0.2132,-0.6659,-0.6659,-0.6659,-0.6660,0.1834
0.4080,clay,0.500,0.450,0.3771,0.0343,-0.0274,-0.0021,-0.0072,-0.0938,-0.7754,-0.7754,-0.7754,-0.7754,0.1939
0.4200,clay,0.500,0.450,0.3853,0.0053,0.1057,-0.0010,-0.3569,-0.2732,-0.8357,-0.8296,-0.8309,-0.8309,0.1992
0.4320,clay,0.500,0.450,0.3931,-0.0093,-0.0016,-0.0003,0.8279,-2.4424,-0.6500,-0.7940,-0.7337,-0.8184,0.1989
0.4440,clay,0.500,0.450,0.4008,0.0244,-0.0574,0.0046,1.3813,-0.7250,-0.5495,-0.2510,-0.7262,-0.9237,0.1987
0.4560,clay,0.500,0.450,0.4082,0.1136,0.0848,0.0044,1.4061,2.5831,-0.7701,0.0685,-0.7751,-0.8587,0.2006
0.4680,clay,0.500,0.450,0.4153,0.0644,0.0207,0.0083,1.0324,0.1045,-0.2822,-1.0543,-0.7667,-0.8257,0.1979
0.4800,clay,0.500,0.450,0.4222,0.0787,0.0237,0.0089,1.9505,-0.2027,-0.5227,-1.1152,-0.7657,-0.9234,0.1976
0.4920,clay,0.500,0.450,0.4288,0.1242,0.0627,0.0078,2.9380,-0.9866,-0.4198,-1.0085,-0.5225,-0.8544,0.2007
0.5040,clay,0.500,0.450,0.4351,0.1755,0.0084,0.0115,2.7196,-0.5851,-0.4708,-0.5798,-0.4755,-0.4889,0.2035
0.5160,clay,0.500,0.450,0.4411,0.1691,0.0717,0.0078,2.1003,0.0774,-0.4245,-0.4471,-0.2846,-0.5576,0.2042
0.5280,clay,0.500,0.450,0.4469,0.1772,-0.0491,-0.0020,-0.0995,1.2224,-0.7819,0.0460,-0.5509,-0.9745,0.2061
0.5400,clay,0.500,0.450,0.4524,0.1296,-0.0325,-0.0089,-1.8295,1.7583,-1.0804,-0.5638,-0.2689,-0.1280,0.2073
0.5520,clay,0.500,0.450,0.4576,0.1821,0.0351,0.0042,-4.1318,0.1486,-0.9373,-0.1896,-0.1804,-0.1369,0.2099
0.5640,clay,0.500,0.450,0.4625,0.1233,0.0023,0.0064,-1.5676,-0.1567,-0.5337,-0.2812,0.1948,-0.1088,0.2133
0.5760,clay,0.500,0.450,0.4672,0.1774,-0.0233,0.0085,-2.5418,0.0752,-0.4734,0.1096,0.0413,0.1135,0.2174
0.5880,clay,0.500,0.450,0.4715,0.2204,-0.0057,0.0063,-1.6357,0.1249,-0.2368,0.6297,-0.3874,0.0400,0.2204
0.6000,clay,0.500,0.450,0.4755,0.0975,0.0038,0.0055,-0.9271,0.1956,0.3604,0.6220,-0.4540,-0.4295,0.2257
0.6120,clay,0.500,0.450,0.4793,0.1071,0.0116,0.0051,-0.7115,0.0423,-0.0562,0.8115,-0.3138,-0.6429,0.2300
0.6240,clay,0.500,0.450,0.4827,0.0827,-0.0349,0.0050,-0.4294,0.2762,-0.1860,0.8028,-0.7596,-0.6901,0.2320
0.6360,clay,0.500,0.450,0.4858,0.2137,0.0894,0.0053,-0.2041,-0.3100,-0.7558,0.4828,-1.0219,-0.7512,0.2349
0.6480,clay,0.500,0.450,0.4886,0.1561,-0.0188,0.0073,0.0740,-0.3399,-1.1031,0.2343,-0.9429,-1.1078,0.2383
0.6600,clay,0.500,0.450,0.4911,0.0746,-0.0542,0.0097,0.5986,2.0058,-1.4830,-0.2618,-1.2014,-1.4758,0.2418
0.6720,clay,0.500,0.450,0.4933,0.1266,0.0089,0.0112,0.2454,-0.2573,-1.8993,-0.6436,-0.8895,-2.0978,0.2435
0.6840,clay,0.500,0.450,0.4952,0.1151,0.0120,0.0057,0.0407,0.9079,-2.2575,-1.0018,-1.2377,-2.4586,0.2443
0.6960,clay,0.500,0.450,0.4968,0.2955,-0.0382,0.0013,-0.0344,0.4085,-2.5712,-1.3155,-1.3473,-2.8327,0.2451
0.7080,clay,0.500,0.450,0.4981,0.1901,0.0487,0.0019,-0.0434,0.1548,-2.8884,-1.6327,-1.4095,-3.2254,0.2466
0.7200,clay,0.500,0.450,0.4990,0.1883,-0.0136,0.0003,-0.0801,0.1889,-3.2069,-1.9642,-1.4115,-3.6507,0.2480
0.7320,clay,0.500,0.450,0.4996,0.1691,-0.0050,0.0037,0.1064,-0.1357,-3.5722,-2.3295,-0.8932,-4.2774,0.2489
0.7440,clay,0.500,0.450,0.5000,0.0237,-0.0356,0.0034,0.1260,0.1391,-3.9994,-2.7567,-0.2591,-5.0188,0.2494
0.7560,clay,0.500,0.450,0.5000,0.1575,-0.0157,0.0030,-0.3551,-0.3583,-4.4705,-3.2278,0.1209,-5.3428,0.2498
0.7680,clay,0.500,0.450,0.4996,0.1566,0.0272,0.0067,-0.1026,0.0684,-4.9853,-3.7426,0.1321,-5.2609,0.2504
