t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.650,0.0000,-0.0685,-0.0561,0.0006,-0.6791,-0.0249,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.650,0.0126,0.0238,0.0411,0.0001,-0.6317,0.0096,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.650,0.0251,-0.0130,0.0264,-0.0026,-0.9028,-0.0178,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,clay,0.500,0.650,0.0377,0.0588,-0.0049,-0.0041,-0.1255,0.0694,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,clay,0.500,0.650,0.0502,0.0628,-0.0326,-0.0040,0.1807,-0.0264,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,clay,0.500,0.650,0.0627,0.1124,-0.0776,-0.0033,0.7695,0.0048,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,clay,0.500,0.650,0.0751,0.0684,0.0422,-0.0011,0.2771,-0.0515,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,clay,0.500,0.650,0.0875,-0.0333,-0.0621,-0.0031,-0.1560,-0.0534,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,clay,0.500,0.650,0.0999,0.0592,0.0071,-0.0020,-0.0664,0.1620,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,clay,0.500,0.650,0.1121,0.0545,-0.0073,-0.0009,-0.7438,-0.1509,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,clay,0.500,0.650,0.1243,0.0182,0.0145,-0.0030,-0.1815,-0.0038,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,clay,0.500,0.650,0.1365,0.0376,0.0809,-0.0042,0.0439,-0.0391,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,clay,0.500,0.650,0.1485,0.0074,0.0996,-0.0015,-0.0049,0.1758,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,clay,0.500,0.650,0.1605,-0.0410,-0.0022,-0.0020,-0.1583,0.2306,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,clay,0.500,0.650,0.1723,0.0885,0.0400,-0.0035,0.0327,-0.0125,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,clay,0.500,0.650,0.1841,0.0125,-0.0147,-0.0017,-0.1572,0.1133,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,clay,0.500,0.650,0.1957,-0.0024,-0.0256,-0.0032,0.1534,-0.0532,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,clay,0.500,0.650,0.2072,0.0336,-0.0409,-0.0038,-0.4696,0.2899,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,clay,0.500,0.650,0.2186,0.0529,-0.0144,-0.0027,-0.0843,0.1779,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,clay,0.500,0.650,0.2298,-0.0254,0.0481,-0.0001,0.0206,0.2079,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,clay,0.500,0.650,0.2409,0.0647,-0.0761,-0.0000,0.0126,0.0441,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,clay,0.500,0.650,0.2518,-0.0930,0.0208,-0.0033,0.0212,0.2506,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,clay,0.500,0.650,0.2626,0.0015,-0.0839,-0.0076,0.3013,-0.2864,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,clay,0.500,0.650,0.2732,-0.0361,-0.0430,-0.0065,-0.3932,-0.1065,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,clay,0.500,0.650,0.2836,0.0483,-0.0635,0.0002,0.0415,0.3248,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,clay,0.500,0.650,0.2939,0.0678,0.0692,-0.0002,-0.0235,0.5078,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,clay,0.500,0.650,0.3040,-0.0051,0.0877,-0.0030,0.0540,-0.0751,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,clay,0.500,0.650,0.3138,0.0024,0.0296,-0.0065,-0.0320,-0.1532,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,clay,0.500,0.650,0.3235,-0.0476,0.1290,-0.0020,-0.1381,0.8072,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
