t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.350,0.0876,0.1082,0.0187,0.0009,-0.6908,0.0336,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.350,0.1025,-0.0049,0.0170,-0.0108,-0.4513,-0.5232,-0.0285,-0.0286,-0.0285,-0.0285,0.0186
0.0240,clay,0.500,0.350,0.1174,0.0403,-0.0469,-0.0123,-0.3144,-0.0853,-0.0535,-0.0535,-0.0535,-0.0535,0.0448
0.0360,clay,0.500,0.350,0.1321,0.0011,-0.0141,-0.0095,-0.4405,0.0519,0.0132,0.0131,0.0132,0.0132,0.0642
0.0480,clay,0.500,0.350,0.1468,-0.1139,0.0190,0.0027,0.5580,-0.1127,0.0247,0.0246,0.0247,0.0247,0.0695
0.0600,clay,0.500,0.350,0.1614,-0.0149,-0.0307,-0.0007,1.0190,0.0691,-0.0159,-0.0161,-0.0160,-0.0160,0.0718
0.0720,clay,0.500,0.350,0.1758,0.0116,-0.0310,-0.0041,0.1635,0.2130,-0.0174,-0.0176,-0.0175,-0.0175,0.0840
0.0840,clay,0.500,0.350,0.1902,0.0052,-0.0560,-0.0036,-0.0717,-0.2545,-0.0076,-0.0077,-0.0076,-0.0076,0.0917
0.0960,clay,0.500,0.350,0.2044,-0.0448,0.0132,-0.0021,-0.2792,0.4177,-0.0025,-0.0027,-0.0026,-0.0026,0.0957
0.1080,clay,0.500,0.350,0.2185,0.0556,0.0626,-0.0029,0.4765,-0.3318,-0.0029,-0.0030,-0.0029,-0.0029,0.1023
0.1200,clay,0.500,0.350,0.2325,0.0645,-0.0018,-0.0052,-0.0223,-0.0882,-0.0048,-0.0049,-0.0048,-0.0048,0.1147
0.1320,clay,0.500,0.350,0.2463,0.0446,-0.0281,-0.0047,0.0232,0.0324,-0.0072,-0.0073,-0.0072,-0.0072,0.1231
0.1440,clay,0.500,0.350,0.2600,0.0394,-0.0224,-0.0003,-0.2807,-0.2146,-0.0098,-0.0099,-0.0099,-0.0099,0.1254
0.1560,clay,0.500,0.350,0.2735,-0.0969,-0.0940,0.0001,-0.0196,0.0546,-0.0159,-0.0161,-0.0160,-0.0160,0.1299
0.1680,clay,0.500,0.350,0.2868,-0.0411,0.0068,-0.0036,-0.6792,-0.3615,-0.0213,-0.0215,-0.0214,-0.0214,0.1449
0.1800,clay,0.500,0.350,0.3000,-0.0139,0.0146,-0.0035,0.0284,0.0584,-0.0300,-0.0301,-0.0300,-0.0300,0.1478
0.1920,clay,0.500,0.350,0.3130,-0.1416,0.0846,-0.0007,-0.0144,-0.6420,-0.0348,-0.0349,-0.0349,-0.0349,0.1504
0.2040,clay,0.500,0.350,0.3257,0.0086,-0.0173,-0.0047,-0.0335,0.2296,-0.0441,-0.0443,-0.0442,-0.0442,0.1613
0.2160,clay,0.500,0.350,0.3383,-0.0759,-0.0618,-0.0045,0.0097,0.1160,-0.0478,-0.0479,-0.0478,-0.0478,0.1734
0.2280,clay,0.500,0.350,0.3506,0.0313,-0.0070,0.0017,-0.1665,0.2113,-0.0652,-0.0654,-0.0653,-0.0653,0.1739
0.2400,clay,0.500,0.350,0.3628,-0.0554,0.0438,-0.0037,-0.2645,-0.2360,-0.0760,-0.0762,-0.0761,-0.0761,0.1797
0.2520,clay,0.500,0.350,0.3747,0.0998,-0.0115,-0.0039,-0.0753,-0.1538,-0.0897,-0.0899,-0.0898,-0.0898,0.1888
0.2640,clay,0.500,0.350,0.3863,-0.0473,0.0264,-0.0050,-0.4974,-0.0301,-0.1060,-0.1061,-0.1060,-0.1060,0.1940
0.2760,clay,0.500,0.350,0.3977,-0.0113,-0.0719,-0.0025,-0.1270,0.3001,-0.1238,-0.1240,-0.1239,-0.1239,0.1984
0.2880,clay,0.500,0.350,0.4089,0.0028,0.0730,-0.0028,0.0222,0.0326,-0.1409,-0.1411,-0.1410,-0.1410,0.2047
0.3000,clay,0.500,0.350,0.4198,0.0691,-0.0067,-0.0035,-0.1554,-0.0697,-0.1605,-0.1607,-0.1606,-0.1606,0.2103
0.3120,clay,0.500,0.350,0.4304,0.0455,0.0018,-0.0038,0.0089,-0.0240,-0.1807,-0.1809,-0.1808,-0.1808,0.2189
0.3240,clay,0.500,0.350,0.4408,0.0342,-0.0962,-0.0019,-0.6389,0.0884,-0.2039,-0.2041,-0.2040,-0.2040,0.2206
0.3360,clay,0.500,0.350,0.4509,0.0019,0.0373,-0.0007,-0.0031,0.0730,-0.2237,-0.2239,-0.2238,-0.2238,0.2232
0.3480,clay,0.500,0.350,0.4607,0.0688,-0.0369,0.0006,0.1938,0.4315,-0.2495,-0.2496,-0.2495,-0.2495,0.2271
0.3600,clay,0.500,0.350,0.4702,-0.0373,0.0017,-0.0035,0.2386,-0.0861,-0.2752,-0.2754,-0.2753,-0.2753,0.2369
0.3720,clay,0.500,0.350,0.4794,0.0226,0.0311,-0.0042,-0.1394,-0.1242,-0.3086,-0.3088,-0.3087,-0.3087,0.2431
0.3840,clay,0.500,0.350,0.4883,-0.0238,0.0553,-0.0008,-0.3805,0.2701,-0.3410,-0.3412,-0.3411,-0.3411,0.2449
0.3960,clay,0.500,0.350,0.4970,-0.0111,0.0264,-0.0014,-0.0146,0.0810,-0.3706,-0.3708,-0.3707,-0.3707,0.2505
0.4080,clay,0.500,0.350,0.5052,0.0201,0.0355,-0.0030,-0.0723,0.0148,-0.4052,-0.4053,-0.4053,-0.4053,0.2574
0.4200,clay,0.500,0.350,0.5132,0.0611,0.0653,-0.0020,-0.0212,0.0230,-0.4537,-0.4527,-0.4535,-0.4535,0.2604
0.4320,clay,0.500,0.350,0.5209,0.0101,-0.1515,0.0022,0.5769,-1.7946,-0.2566,-0.3199,-0.3847,-0.3194,0.2620
0.4440,clay,0.500,0.350,0.5282,0.0344,0.0073,0.0051,1.4221,-0.8025,-0.3540,0.5328,-0.4408,-0.5696,0.2632
0.4560,clay,0.500,0.350,0.5352,0.1217,-0.0194,0.0122,1.6111,1.3651,-0.4794,0.6731,-0.4649,-0.5104,0.2623
0.4680,clay,0.500,0.350,0.5418,0.0930,0.0200,0.0085,1.0707,-2.1492,-0.1813,-0.3396,-0.3822,-0.4465,0.2549
0.4800,clay,0.500,0.350,0.5481,0.1976,0.0206,0.0065,2.1781,-0.3513,-0.3158,-0.3948,-0.4369,-0.4262,0.2529
0.4920,clay,0.500,0.350,0.5541,0.0553,-0.0253,0.0026,2.2909,-0.3304,-0.2361,-0.2304,-0.2967,-0.2872,0.2611
0.5040,clay,0.500,0.350,0.5597,0.1344,0.0830,0.0024,1.0273,-0.3932,-0.2326,-0.1298,-0.2779,-0.1412,0.2635
0.5160,clay,0.500,0.350,0.5650,0.1745,0.0662,0.0011,0.1593,-0.0431,-0.1003,-0.2448,-1.2483,0.4273,0.2618
0.5280,clay,0.500,0.350,0.5699,0.2209,0.0767,0.0106,0.7491,-1.8699,0.6542,-1.2066,-1.1151,0.1702,0.2607
0.5400,clay,0.500,0.350,0.5744,0.1247,-0.0033,0.0035,-2.2310,-0.8735,0.5299,-1.1005,-0.1944,0.2578,0.2621
0.5520,clay,0.500,0.350,0.5786,0.1048,0.0258,0.0071,-2.1780,0.5585,0.1173,-0.4547,0.0957,-0.1844,0.2647
0.5640,clay,0.500,0.350,0.5824,0.1174,-0.0256,0.0063,-1.4452,0.7317,0.0517,-0.2303,0.0310,0.1767,0.2674
0.5760,clay,0.500,0.350,0.5858,0.0391,0.0336,0.0005,-3.0961,-0.4530,0.1017,0.0919,-0.0506,0.4029,0.2720
