t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.650,0.0000,0.0272,-0.0361,-0.0012,-0.6880,0.0115,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.650,0.0126,-0.0043,0.0309,0.0003,-0.6444,0.0216,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.650,0.0251,-0.1185,0.0182,-0.0046,-0.8920,-0.0531,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,clay,0.500,0.650,0.0377,-0.0609,-0.0512,-0.0058,-0.1172,0.0964,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,clay,0.500,0.650,0.0502,-0.0852,0.0191,-0.0042,0.1720,-0.0291,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,clay,0.500,0.650,0.0627,0.1548,0.0412,-0.0035,0.7670,-0.0059,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,clay,0.500,0.650,0.0751,-0.0473,-0.0271,-0.0027,0.3129,-0.0384,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,clay,0.500,0.650,0.0875,0.0311,0.0761,-0.0018,-0.1698,-0.0530,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,clay,0.500,0.650,0.0999,-0.0693,0.0204,-0.0032,-0.0671,0.1699,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,clay,0.500,0.650,0.1121,0.0127,0.1402,-0.0015,-0.7042,-0.1160,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,clay,0.500,0.650,0.1243,-0.0417,-0.0250,-0.0013,-0.2072,0.0148,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,clay,0.500,0.650,0.1365,-0.0233,-0.0057,-0.0043,0.0309,-0.0659,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,clay,0.500,0.650,0.1485,0.0336,0.0725,-0.0035,-0.0436,0.1588,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,clay,0.500,0.650,0.1605,0.0701,-0.0286,-0.0029,-0.1407,0.2276,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,clay,0.500,0.650,0.1723,-0.0157,-0.0231,-0.0005,0.0602,-0.0287,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,clay,0.500,0.650,0.1841,-0.0876,-0.0013,-0.0021,-0.1598,0.1439,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,clay,0.500,0.650,0.1957,0.0120,0.0025,0.0003,0.1306,-0.0326,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,clay,0.500,0.650,0.2072,0.0567,-0.0546,-0.0025,-0.4574,0.2874,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,clay,0.500,0.650,0.2186,-0.0707,0.1044,-0.0044,-0.0572,0.1996,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,clay,0.500,0.650,0.2298,0.0092,0.0363,-0.0002,0.0450,0.1955,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,clay,0.500,0.650,0.2409,0.0249,0.1033,-0.0011,-0.0233,0.0689,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,clay,0.500,0.650,0.2518,0.0038,-0.0591,-0.0020,0.0114,0.2730,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,clay,0.500,0.650,0.2626,-0.0272,0.0637,-0.0073,0.2393,-0.3153,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,clay,0.500,0.650,0.2732,-0.0954,-0.0462,-0.0046,-0.3306,-0.1420,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,clay,0.500,0.650,0.2836,-0.0314,0.0826,0.0019,0.0300,0.3017,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,clay,0.500,0.650,0.2939,-0.0412,-0.0070,-0.0001,-0.0258,0.5206,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,clay,0.500,0.650,0.3040,-0.0185,0.0350,-0.0040,0.0615,-0.0680,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,clay,0.500,0.650,0.3138,-0.0272,0.0820,-0.0048,0.0027,-0.1303,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,clay,0.500,0.650,0.3235,-0.0625,-0.0140,-0.0015,-0.1512,0.7963,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
0.3480,clay,0.500,0.650,0.3330,-0.0656,0.1035,-0.0027,0.0209,0.1270,-1.2857,-1.2857,-1.2858,-1.2858,0.1672
0.3600,clay,0.500,0.650,0.3423,0.0715,0.1207,-0.0025,0.0256,0.0142,-1.4609,-1.4609,-1.4609,-1.4609,0.1737
0.3720,clay,0.500,0.650,0.3513,-0.0595,-0.0365,-0.0028,0.0153,-0.0174,-1.6521,-1.6520,-1.6521,-1.6521,0.1782
0.3840,clay,0.500,0.650,0.3602,-0.0324,0.0776,-0.0015,0.4218,0.1239,-1.8624,-1.8623,-1.8624,-1.8624,0.1837
0.3960,clay,0.500,0.650,0.3688,0.0342,0.0086,-0.0029,-0.1603,0.2984,-2.0908,-2.0907,-2.0908,-2.0908,0.1878
0.4080,clay,0.500,0.650,0.3771,0.0429,0.2196,-0.0003,-0.0333,0.1866,-2.3443,-2.3442,-2.3443,-2.3443,0.1912
0.4200,clay,0.500,0.650,0.3853,-0.0037,0.0873,-0.0034,0.0701,0.1682,-2.4889,-2.6528,-2.5611,-2.6316,0.1961
0.4320,clay,0.500,0.650,0.3931,0.0484,0.0279,-0.0070,4.4097,-4.8135,-1.0653,-3.0898,-1.3635,-3.0740,0.1988
0.4440,clay,0.500,0.650,0.4008,0.1289,-0.0351,0.0057,8.5625,-3.3536,-1.0975,-1.3298,-1.4690,-2.0528,0.2036
0.4560,clay,0.500,0.650,0.4082,0.1710,0.1158,0.0116,8.2343,3.1306,-1.6694,-0.5569,-2.0091,-1.9097,0.2101
0.4680,clay,0.500,0.650,0.4153,0.1985,0.0371,0.0274,4.5263,-3.2221,-1.5548,-1.8593,-1.8236,-2.2025,0.2034
0.4800,clay,0.500,0.650,0.4222,0.3099,-0.0653,0.0295,6.5305,-3.3056,-1.5368,-1.9266,-1.4074,-1.9956,0.1946
0.4920,clay,0.500,0.650,0.4288,0.4607,-0.0128,0.0189,8.8425,-2.3534,-1.1317,-2.1791,-1.1791,-1.6221,0.2067
0.5040,clay,0.500,0.650,0.4351,0.4793,0.0079,0.0233,8.3894,-1.4446,-1.2675,-1.7332,-0.5623,-1.7393,0.2085
0.5160,clay,0.500,0.650,0.4411,0.5761,0.0380,0.0254,2.4913,0.3848,-1.8956,-1.2086,-0.7234,-1.9816,0.2072
0.5280,clay,0.500,0.650,0.4469,0.5630,0.0214,0.0389,-0.0931,-0.9430,-3.0025,-1.2134,-2.8646,0.1125,0.2062
0.5400,clay,0.500,0.650,0.4524,0.7103,0.0436,0.0387,-1.8382,2.7804,-1.2119,-2.6297,-1.9492,-0.8656,0.2071
0.5520,clay,0.500,0.650,0.4576,0.6461,0.0491,0.0458,2.4373,3.7315,-1.1282,-1.7628,-1.4010,-1.1611,0.2099
0.5640,clay,0.500,0.650,0.4625,0.6666,0.0711,0.0524,0.5595,-0.6786,-0.9473,-2.1624,-1.3446,-1.4191,0.2123
0.5760,clay,0.500,0.650,0.4672,0.6242,-0.0534,0.0609,-1.8821,-0.2743,-1.4366,-1.9182,-1.2232,-1.3985,0.2169
