t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.350,0.0000,-0.1102,-0.0299,-0.0004,-0.7112,-0.0069,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.350,0.0151,-0.0597,-0.1485,-0.0016,-0.6121,0.0245,-0.0292,-0.0292,-0.0292,-0.0292,0.0000
0.0240,sand,1.100,0.350,0.0301,0.0230,0.0482,-0.0058,-0.2940,-0.0133,-0.0068,-0.0068,-0.0068,-0.0068,0.0091
0.0360,sand,1.100,0.350,0.0452,-0.0028,0.0490,-0.0065,-0.2428,0.0875,0.0152,0.0152,0.0152,0.0152,0.0187
0.0480,sand,1.100,0.350,0.0602,0.0007,-0.0543,-0.0027,0.1412,-0.0093,0.0227,0.0227,0.0227,0.0227,0.0245
0.0600,sand,1.100,0.350,0.0752,0.0115,0.0007,-0.0035,0.7665,-0.0393,-0.0181,-0.0181,-0.0181,-0.0181,0.0318
0.0720,sand,1.100,0.350,0.0901,0.0494,0.0441,-0.0041,0.1596,-0.0529,-0.0172,-0.0172,-0.0172,-0.0172,0.0390
0.0840,sand,1.100,0.350,0.1050,-0.0441,0.0602,-0.0035,-0.1290,-0.1544,-0.0059,-0.0059,-0.0059,-0.0059,0.0473
0.0960,sand,1.100,0.350,0.1198,-0.0451,-0.1037,-0.0027,-0.8764,0.3587,-0.0023,-0.0023,-0.0023,-0.0023,0.0557
0.1080,sand,1.100,0.350,0.1346,-0.0399,0.0040,-0.0036,-0.0234,0.0915,-0.0037,-0.0037,-0.0037,-0.0037,0.0627
0.1200,sand,1.100,0.350,0.1492,0.0075,0.0404,-0.0029,0.0072,0.0194,-0.0041,-0.0041,-0.0041,-0.0041,0.0689
0.1320,sand,1.100,0.350,0.1638,-0.0748,0.0779,-0.0045,0.0410,-0.1514,-0.0072,-0.0071,-0.0071,-0.0071,0.0786
0.1440,sand,1.100,0.350,0.1782,-0.0033,-0.0077,-0.0055,0.1522,-0.8292,-0.0142,-0.0141,-0.0142,-0.0142,0.0877
0.1560,sand,1.100,0.350,0.1926,0.0378,-0.0620,-0.0026,-0.2898,0.3793,-0.0104,-0.0104,-0.0104,-0.0104,0.0950
0.1680,sand,1.100,0.350,0.2068,-0.0228,-0.0362,-0.0013,0.1272,-0.2153,-0.0222,-0.0222,-0.0222,-0.0222,0.1017
0.1800,sand,1.100,0.350,0.2209,0.0048,-0.0324,-0.0039,-0.1229,-0.0012,-0.0233,-0.0232,-0.0233,-0.0233,0.1068
0.1920,sand,1.100,0.350,0.2348,-0.0174,0.0261,-0.0003,-0.1633,1.2458,-0.0358,-0.0358,-0.0358,-0.0358,0.1096
0.2040,sand,1.100,0.350,0.2486,-0.0271,0.0001,-0.0032,0.0265,-0.2920,-0.0430,-0.0430,-0.0430,-0.0430,0.1196
0.2160,sand,1.100,0.350,0.2623,-0.0250,0.0376,-0.0062,-0.1415,0.1661,-0.0513,-0.0513,-0.0513,-0.0513,0.1307
0.2280,sand,1.100,0.350,0.2757,0.0121,-0.0257,-0.0017,0.0332,0.0431,-0.0650,-0.0650,-0.0650,-0.0650,0.1354
0.2400,sand,1.100,0.350,0.2891,0.0858,0.1655,-0.0017,0.0129,0.5366,-0.0761,-0.0761,-0.0761,-0.0761,0.1413
0.2520,sand,1.100,0.350,0.3022,0.0557,0.0088,-0.0033,0.0506,-0.6360,-0.0897,-0.0897,-0.0897,-0.0897,0.1488
0.2640,sand,1.100,0.350,0.3151,0.0170,-0.0537,-0.0036,-0.3416,0.1145,-0.0972,-0.0971,-0.0972,-0.0972,0.1572
0.2760,sand,1.100,0.350,0.3278,0.0239,-0.0183,-0.0026,0.0113,0.2821,-0.1209,-0.1209,-0.1209,-0.1209,0.1644
0.2880,sand,1.100,0.350,0.3404,-0.0247,-0.0601,-0.0032,0.0098,0.1044,-0.1399,-0.1399,-0.1399,-0.1399,0.1699
0.3000,sand,1.100,0.350,0.3527,-0.0585,-0.0163,-0.0044,0.1289,-0.1578,-0.1600,-0.1600,-0.1600,-0.1600,0.1771
0.3120,sand,1.100,0.350,0.3648,-0.0155,-0.0021,-0.0034,-0.0028,-0.0467,-0.1807,-0.1807,-0.1807,-0.1807,0.1840
0.3240,sand,1.100,0.350,0.3766,-0.0183,0.0409,-0.0032,-0.0123,-0.0378,-0.2030,-0.2030,-0.2030,-0.2030,0.1889
