t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.450,0.0000,-0.0266,0.0008,-0.0004,-0.6654,0.0102,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.450,0.0126,-0.1330,0.0143,0.0003,-0.6197,-0.0115,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,dirt,0.700,0.450,0.0251,0.0552,0.0002,-0.0010,-0.3552,-0.0421,-0.0060,-0.0060,-0.0060,-0.0060,0.0060
0.0360,dirt,0.700,0.450,0.0377,-0.0173,0.0033,-0.0065,-0.0601,0.0985,0.0153,0.0153,0.0153,0.0153,0.0159
0.0480,dirt,0.700,0.450,0.0502,-0.0047,0.0364,-0.0019,0.1567,-0.0503,0.0228,0.0228,0.0228,0.0228,0.0224
0.0600,dirt,0.700,0.450,0.0627,0.0138,-0.0202,0.0000,0.8559,-0.0023,-0.0167,-0.0167,-0.0167,-0.0167,0.0268
0.0720,dirt,0.700,0.450,0.0751,0.0137,-0.0019,-0.0022,0.2076,-0.0903,-0.0196,-0.0196,-0.0196,-0.0196,0.0328
0.0840,dirt,0.700,0.450,0.0875,0.1343,0.0655,-0.0024,0.0550,-0.0384,-0.0116,-0.0116,-0.0116,-0.0116,0.0373
0.0960,dirt,0.700,0.450,0.0999,-0.0060,0.0173,-0.0027,-0.1620,0.1642,-0.0051,-0.0051,-0.0051,-0.0051,0.0465
0.1080,dirt,0.700,0.450,0.1121,-0.0751,0.0236,-0.0021,0.0288,-0.2191,-0.0068,-0.0068,-0.0068,-0.0068,0.0537
0.1200,dirt,0.700,0.450,0.1243,0.0202,0.0090,-0.0042,0.0333,-0.0237,-0.0107,-0.0107,-0.0107,-0.0107,0.0584
0.1320,dirt,0.700,0.450,0.1365,0.0288,-0.0199,-0.0059,0.2448,-0.0722,-0.0252,-0.0251,-0.0252,-0.0252,0.0663
0.1440,dirt,0.700,0.450,0.1485,0.0405,-0.1310,-0.0032,0.0585,-0.0129,-0.0255,-0.0255,-0.0255,-0.0255,0.0708
0.1560,dirt,0.700,0.450,0.1605,0.0270,-0.0118,-0.0003,-0.0197,0.1235,-0.0338,-0.0338,-0.0338,-0.0338,0.0752
0.1680,dirt,0.700,0.450,0.1723,0.1097,-0.0611,-0.0052,0.0944,-0.0716,-0.0450,-0.0450,-0.0450,-0.0450,0.0818
0.1800,dirt,0.700,0.450,0.1841,-0.0492,0.0105,-0.0040,0.0848,-0.1059,-0.0520,-0.0520,-0.0520,-0.0520,0.0894
