t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.550,0.0000,0.0242,0.0331,0.0003,-0.6796,0.0164,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.550,0.0151,-0.0607,-0.0159,0.0003,-0.6173,-0.0056,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.550,0.0301,0.0171,0.0355,-0.0020,-0.3258,-0.0340,-0.0041,-0.0041,-0.0041,-0.0041,0.0070
0.0360,sand,1.100,0.550,0.0452,0.0507,0.0014,-0.0074,-0.3437,0.1480,0.0153,0.0153,0.0153,0.0153,0.0188
0.0480,sand,1.100,0.550,0.0602,-0.0561,-0.0187,-0.0029,0.1847,0.0042,0.0228,0.0228,0.0228,0.0228,0.0242
0.0600,sand,1.100,0.550,0.0752,-0.0221,0.0901,-0.0047,2.1209,-0.0929,-0.0175,-0.0175,-0.0175,-0.0175,0.0336
0.0720,sand,1.100,0.550,0.0901,-0.0249,0.0066,-0.0033,0.1686,0.0626,-0.0189,-0.0189,-0.0189,-0.0189,0.0403
0.0840,sand,1.100,0.550,0.1050,0.0188,0.0096,-0.0021,-0.0244,-0.0633,-0.0098,-0.0098,-0.0098,-0.0098,0.0475
0.0960,sand,1.100,0.550,0.1198,-0.0228,-0.0509,-0.0015,-0.0947,0.2802,-0.0088,-0.0088,-0.0088,-0.0088,0.0552
0.1080,sand,1.100,0.550,0.1346,-0.0609,-0.0380,-0.0028,0.1292,-0.0141,-0.0132,-0.0132,-0.0132,-0.0132,0.0624
0.1200,sand,1.100,0.550,0.1492,0.0544,0.0247,-0.0017,0.2076,-0.1584,-0.0203,-0.0203,-0.0203,-0.0203,0.0692
0.1320,sand,1.100,0.550,0.1638,-0.0395,0.0113,-0.0037,0.2337,-0.1072,-0.0300,-0.0300,-0.0300,-0.0300,0.0793
0.1440,sand,1.100,0.550,0.1782,0.0364,0.0510,-0.0048,0.0821,-0.7223,-0.0387,-0.0387,-0.0387,-0.0387,0.0877
0.1560,sand,1.100,0.550,0.1926,0.0062,0.0749,-0.0022,0.2650,-0.1343,-0.0588,-0.0588,-0.0588,-0.0588,0.0957
0.1680,sand,1.100,0.550,0.2068,0.0021,0.0662,-0.0013,-0.1167,-0.0116,-0.0744,-0.0744,-0.0744,-0.0744,0.1006
0.1800,sand,1.100,0.550,0.2209,0.0067,0.0219,-0.0021,-0.2121,0.7531,-0.0948,-0.0949,-0.0949,-0.0949,0.1042
0.1920,sand,1.100,0.550,0.2348,-0.0272,0.1163,-0.0028,0.0549,-0.0525,-0.1176,-0.1176,-0.1176,-0.1176,0.1126
0.2040,sand,1.100,0.550,0.2486,0.0346,-0.0235,-0.0076,0.2715,-0.2684,-0.1552,-0.1552,-0.1553,-0.1553,0.1272
0.2160,sand,1.100,0.550,0.2623,-0.0173,0.1092,-0.0056,-0.5260,-0.1203,-0.1792,-0.1792,-0.1792,-0.1792,0.1310
0.2280,sand,1.100,0.550,0.2757,0.0615,0.0768,-0.0008,0.4208,-0.0440,-0.2008,-0.2009,-0.2009,-0.2009,0.1341
0.2400,sand,1.100,0.550,0.2891,0.0102,0.0325,-0.0027,-0.0468,0.0406,-0.2500,-0.2501,-0.2500,-0.2500,0.1396
0.2520,sand,1.100,0.550,0.3022,-0.0446,-0.0491,-0.0031,-0.0159,-0.2224,-0.2909,-0.2910,-0.2910,-0.2909,0.1468
0.2640,sand,1.100,0.550,0.3151,-0.0951,0.0904,-0.0036,0.0089,0.2984,-0.3368,-0.3369,-0.3369,-0.3369,0.1562
0.2760,sand,1.100,0.550,0.3278,0.0909,-0.0244,-0.0047,-0.0439,0.2339,-0.3788,-0.3789,-0.3789,-0.3789,0.1639
0.2880,sand,1.100,0.550,0.3404,0.0091,0.0252,-0.0025,0.0375,-0.0302,-0.4461,-0.4462,-0.4462,-0.4462,0.1687
0.3000,sand,1.100,0.550,0.3527,-0.0170,0.0916,-0.0005,-0.0846,0.1293,-0.5116,-0.5117,-0.5117,-0.5117,0.1738
0.3120,sand,1.100,0.550,0.3648,-0.0283,0.0415,-0.0021,0.0406,0.2376,-0.5640,-0.5641,-0.5641,-0.5641,0.1796
0.3240,sand,1.100,0.550,0.3766,0.0017,-0.0929,-0.0013,0.0245,0.2569,-0.6285,-0.6285,-0.6285,-0.6285,0.1858
0.3360,sand,1.100,0.550,0.3882,-0.0120,-0.0074,-0.0015,0.0194,0.1558,-0.7212,-0.7213,-0.7212,-0.7212,0.1945
0.3480,sand,1.100,0.550,0.3996,-0.0404,0.0641,-0.0028,-0.1557,0.3269,-0.7947,-0.7948,-0.7947,-0.7947,0.2021
0.3600,sand,1.100,0.550,0.4107,0.1194,0.0132,-0.0000,0.0300,0.0964,-0.8867,-0.8867,-0.8867,-0.8867,0.2071
0.3720,sand,1.100,0.550,0.4216,0.0830,0.0261,-0.0017,0.0033,0.1496,-0.9806,-0.9806,-0.9806,-0.9806,0.2120
