t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,clay,0.500,0.650,0.0000,-0.0024,-0.0392,0.0008,-0.6849,0.0202,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,clay,0.500,0.650,0.0126,-0.0277,0.0461,0.0004,-0.6501,0.0016,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,clay,0.500,0.650,0.0251,0.0073,-0.0459,-0.0046,-0.8710,-0.0392,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,clay,0.500,0.650,0.0377,-0.1173,-0.0140,-0.0043,-0.1032,0.0771,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,clay,0.500,0.650,0.0502,-0.0458,-0.0681,-0.0031,0.1586,-0.0178,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,clay,0.500,0.650,0.0627,-0.0081,0.0146,-0.0027,0.7849,0.0006,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,clay,0.500,0.650,0.0751,-0.0054,-0.0364,-0.0017,0.3022,-0.0214,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,clay,0.500,0.650,0.0875,0.0182,0.1130,-0.0025,-0.1996,-0.0428,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,clay,0.500,0.650,0.0999,0.0577,0.1183,-0.0025,-0.0641,0.1506,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,clay,0.500,0.650,0.1121,0.0179,-0.0206,-0.0022,-0.7301,-0.1628,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,clay,0.500,0.650,0.1243,-0.0895,0.0072,-0.0022,-0.1907,0.0300,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,clay,0.500,0.650,0.1365,0.0329,0.0743,-0.0039,0.0646,-0.0022,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,clay,0.500,0.650,0.1485,0.0222,0.0048,-0.0030,-0.0014,0.1659,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,clay,0.500,0.650,0.1605,0.0365,-0.0430,-0.0031,-0.1355,0.2116,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,clay,0.500,0.650,0.1723,0.0540,-0.0015,-0.0015,0.0290,-0.0132,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,clay,0.500,0.650,0.1841,0.0518,-0.0896,-0.0031,-0.1644,0.1432,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,clay,0.500,0.650,0.1957,0.0180,0.0010,-0.0016,0.1253,-0.0176,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,clay,0.500,0.650,0.2072,0.0716,0.0193,-0.0041,-0.4485,0.2787,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,clay,0.500,0.650,0.2186,-0.0965,0.0184,-0.0028,-0.0779,0.1902,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,clay,0.500,0.650,0.2298,-0.0610,0.0029,0.0011,0.0359,0.1924,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,clay,0.500,0.650,0.2409,0.1224,-0.0052,0.0004,-0.0266,0.0448,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,clay,0.500,0.650,0.2518,0.0571,-0.0049,-0.0021,0.0252,0.2637,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,clay,0.500,0.650,0.2626,-0.0603,-0.0420,-0.0078,0.2382,-0.2524,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,clay,0.500,0.650,0.2732,0.0257,-0.0283,-0.0040,-0.3450,-0.1572,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,clay,0.500,0.650,0.2836,0.0387,0.0797,-0.0001,0.0021,0.2918,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,clay,0.500,0.650,0.2939,-0.0456,0.1400,-0.0015,-0.0550,0.5259,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,clay,0.500,0.650,0.3040,-0.0526,0.0615,-0.0054,0.0440,-0.0752,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,clay,0.500,0.650,0.3138,-0.0242,0.1109,-0.0062,0.0143,-0.1187,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,clay,0.500,0.650,0.3235,0.0170,0.0073,-0.0004,-0.1368,0.7886,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
