t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.650,0.0000,0.0686,0.0307,-0.0009,-0.6709,-0.0075,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.650,0.0126,0.0047,-0.0204,0.0008,-0.6209,0.0034,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,dirt,0.700,0.650,0.0251,-0.0336,0.0828,-0.0040,-0.9151,-0.0288,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,dirt,0.700,0.650,0.0377,-0.0563,0.0378,-0.0057,-0.0892,0.0740,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,dirt,0.700,0.650,0.0502,-0.0392,0.0347,-0.0025,0.1453,-0.0344,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,dirt,0.700,0.650,0.0627,0.0020,-0.0169,-0.0038,0.7945,-0.0128,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,dirt,0.700,0.650,0.0751,-0.0032,0.0241,-0.0018,0.2978,-0.0550,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,dirt,0.700,0.650,0.0875,0.0379,-0.0595,-0.0013,-0.1577,-0.0724,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,dirt,0.700,0.650,0.0999,0.0234,0.0320,-0.0021,-0.0632,0.1711,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,dirt,0.700,0.650,0.1121,-0.0156,0.0149,-0.0024,-0.7145,-0.1410,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,dirt,0.700,0.650,0.1243,-0.0110,-0.0696,-0.0037,-0.2032,0.0122,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,dirt,0.700,0.650,0.1365,-0.0056,0.0034,-0.0041,-0.0148,-0.0307,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,dirt,0.700,0.650,0.1485,-0.0035,-0.0785,-0.0021,0.0033,0.1745,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,dirt,0.700,0.650,0.1605,0.0041,0.0178,-0.0032,-0.1380,0.2258,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,dirt,0.700,0.650,0.1723,-0.0702,0.0002,-0.0015,0.0205,-0.0128,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,dirt,0.700,0.650,0.1841,-0.0990,0.0333,-0.0025,-0.1700,0.1149,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,dirt,0.700,0.650,0.1957,-0.0286,-0.0350,-0.0014,0.1346,-0.0045,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,dirt,0.700,0.650,0.2072,-0.0055,-0.0328,-0.0048,-0.4598,0.2824,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,dirt,0.700,0.650,0.2186,-0.0674,-0.0990,-0.0029,-0.0619,0.1905,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,dirt,0.700,0.650,0.2298,-0.1003,-0.0055,-0.0011,0.0367,0.2097,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,dirt,0.700,0.650,0.2409,0.0308,0.0152,0.0009,-0.0116,0.0695,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,dirt,0.700,0.650,0.2518,0.0008,0.0301,-0.0044,0.0198,0.2535,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,dirt,0.700,0.650,0.2626,0.0057,0.0718,-0.0070,0.2443,-0.2863,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,dirt,0.700,0.650,0.2732,-0.0668,-0.0256,-0.0037,-0.3909,-0.1161,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,dirt,0.700,0.650,0.2836,0.0430,-0.0120,0.0003,0.0243,0.2951,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,dirt,0.700,0.650,0.2939,0.0362,0.0862,-0.0008,-0.0471,0.5005,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,dirt,0.700,0.650,0.3040,-0.0004,0.0417,-0.0029,0.0459,-0.0634,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,dirt,0.700,0.650,0.3138,0.0502,0.0593,-0.0059,0.0137,-0.1068,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
0.3360,dirt,0.700,0.650,0.3235,0.0008,0.0129,-0.0024,-0.1653,0.7524,-1.1369,-1.1369,-1.1369,-1.1369,0.1630
0.3480,dirt,0.700,0.650,0.3330,0.0297,-0.0502,-0.0012,0.0101,0.1309,-1.2857,-1.2857,-1.2858,-1.2858,0.1672
0.3600,dirt,0.700,0.650,0.3423,0.0130,0.0086,-0.0019,0.0222,0.0424,-1.4609,-1.4609,-1.4609,-1.4609,0.1737
0.3720,dirt,0.700,0.650,0.3513,-0.0712,0.0568,-0.0022,0.0196,-0.0313,-1.6521,-1.6520,-1.6521,-1.6521,0.1782
0.3840,dirt,0.700,0.650,0.3602,0.0245,0.0085,-0.0020,0.3980,0.1590,-1.8624,-1.8623,-1.8624,-1.8624,0.1837
0.3960,dirt,0.700,0.650,0.3688,-0.0862,0.0642,-0.0008,-0.1622,0.2861,-2.0908,-2.0907,-2.0908,-2.0908,0.1878
0.4080,dirt,0.700,0.650,0.3771,-0.0315,0.0050,-0.0013,-0.0683,0.1935,-2.3443,-2.3442,-2.3443,-2.3443,0.1912
0.4200,dirt,0.700,0.650,0.3853,-0.0044,0.0637,0.0000,0.0381,0.1545,-2.5129,-2.6474,-2.5746,-2.6292,0.1959
0.4320,dirt,0.700,0.650,0.3931,0.1115,0.0314,-0.0061,3.1585,-4.5253,-1.2051,-3.0817,-1.3020,-3.1029,0.1983
