t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.700,0.350,0.0511,-0.0632,0.0252,-0.0020,-0.6929,0.0225,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.700,0.350,0.0598,-0.0033,-0.0344,-0.0070,-0.4657,-0.2666,-0.0291,-0.0291,-0.0291,-0.0291,0.0122
0.0240,dirt,0.700,0.350,0.0685,-0.0581,0.0210,-0.0102,-0.2418,0.0150,-0.0057,-0.0057,-0.0057,-0.0057,0.0354
0.0360,dirt,0.700,0.350,0.0771,-0.0181,0.0514,-0.0077,-0.0605,0.0270,0.0152,0.0151,0.0152,0.0152,0.0409
0.0480,dirt,0.700,0.350,0.0856,0.1189,-0.0303,0.0027,0.0094,0.0775,0.0221,0.0221,0.0221,0.0221,0.0363
0.0600,dirt,0.700,0.350,0.0941,0.0399,-0.0146,-0.0054,0.8235,0.0805,-0.0166,-0.0167,-0.0166,-0.0166,0.0435
0.0720,dirt,0.700,0.350,0.1026,0.1008,-0.0325,-0.0028,-0.0133,-0.0657,-0.0191,-0.0192,-0.0191,-0.0191,0.0509
0.0840,dirt,0.700,0.350,0.1109,-0.0586,-0.0315,-0.0016,0.0475,-0.0468,-0.0047,-0.0047,-0.0047,-0.0047,0.0527
0.0960,dirt,0.700,0.350,0.1192,0.0364,-0.0259,-0.0000,-0.1314,0.4559,-0.0028,-0.0029,-0.0028,-0.0028,0.0561
0.1080,dirt,0.700,0.350,0.1275,-0.0130,-0.0282,-0.0010,0.4432,-0.1121,-0.0025,-0.0026,-0.0026,-0.0026,0.0614
0.1200,dirt,0.700,0.350,0.1356,0.0009,-0.0540,-0.0010,-0.1482,-0.0908,-0.0048,-0.0048,-0.0048,-0.0048,0.0659
0.1320,dirt,0.700,0.350,0.1437,-0.0794,-0.0171,-0.0018,-0.0054,-0.0626,-0.0075,-0.0076,-0.0075,-0.0075,0.0690
0.1440,dirt,0.700,0.350,0.1517,-0.0177,0.0687,0.0006,-0.0381,-0.3208,-0.0137,-0.0137,-0.0137,-0.0137,0.0705
0.1560,dirt,0.700,0.350,0.1595,-0.0062,-0.0444,-0.0012,0.0270,0.0166,-0.0123,-0.0124,-0.0123,-0.0123,0.0795
0.1680,dirt,0.700,0.350,0.1673,0.0089,0.0146,-0.0045,0.0745,-0.4909,-0.0227,-0.0228,-0.0227,-0.0227,0.0858
0.1800,dirt,0.700,0.350,0.1750,-0.0697,0.0153,-0.0030,0.0200,0.0293,-0.0293,-0.0294,-0.0293,-0.0293,0.0885
0.1920,dirt,0.700,0.350,0.1826,-0.0143,0.0196,-0.0004,0.1213,0.0288,-0.0368,-0.0369,-0.0368,-0.0368,0.0889
0.2040,dirt,0.700,0.350,0.1900,-0.0137,0.0592,-0.0009,-0.0109,0.1922,-0.0431,-0.0432,-0.0432,-0.0432,0.0923
0.2160,dirt,0.700,0.350,0.1973,0.0475,-0.0354,0.0001,0.0045,0.1469,-0.0538,-0.0539,-0.0538,-0.0538,0.0981
0.2280,dirt,0.700,0.350,0.2045,-0.0556,-0.1364,-0.0016,0.0524,-0.0402,-0.0737,-0.0737,-0.0737,-0.0737,0.1034
0.2400,dirt,0.700,0.350,0.2116,-0.0579,0.0603,-0.0026,0.0431,-0.1527,-0.0763,-0.0764,-0.0763,-0.0763,0.1064
0.2520,dirt,0.700,0.350,0.2185,-0.1360,-0.0010,-0.0013,0.0413,-0.1588,-0.0931,-0.0932,-0.0932,-0.0931,0.1088
0.2640,dirt,0.700,0.350,0.2253,-0.0338,0.0604,0.0002,-0.0671,0.2947,-0.1066,-0.1067,-0.1066,-0.1066,0.1118
0.2760,dirt,0.700,0.350,0.2320,-0.0018,-0.0306,0.0002,0.0060,0.0077,-0.1225,-0.1225,-0.1225,-0.1225,0.1160
0.2880,dirt,0.700,0.350,0.2385,0.0047,0.0003,-0.0009,0.0732,0.0095,-0.1403,-0.1404,-0.1403,-0.1403,0.1204
0.3000,dirt,0.700,0.350,0.2449,-0.1105,0.0350,0.0008,0.1250,-0.1493,-0.1605,-0.1606,-0.1605,-0.1605,0.1234
0.3120,dirt,0.700,0.350,0.2511,-0.0189,-0.0180,-0.0016,0.0922,-0.0621,-0.1804,-0.1804,-0.1804,-0.1804,0.1264
0.3240,dirt,0.700,0.350,0.2571,0.0282,-0.0152,-0.0011,0.0358,-0.0167,-0.2049,-0.2050,-0.2049,-0.2049,0.1308
0.3360,dirt,0.700,0.350,0.2630,-0.0799,0.1278,-0.0012,-0.0559,0.1419,-0.2270,-0.2271,-0.2270,-0.2270,0.1339
0.3480,dirt,0.700,0.350,0.2687,0.0362,0.0769,0.0007,-0.1325,-0.1005,-0.2537,-0.2538,-0.2537,-0.2537,0.1361
0.3600,dirt,0.700,0.350,0.2743,0.0363,-0.1137,0.0026,-0.0011,0.4788,-0.2757,-0.2758,-0.2758,-0.2758,0.1366
0.3720,dirt,0.700,0.350,0.2797,0.0390,0.0515,-0.0014,0.2855,0.0721,-0.3123,-0.3124,-0.3123,-0.3123,0.1422
