t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.550,0.0000,-0.0331,-0.0464,-0.0004,-0.6862,-0.0050,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.550,0.0088,-0.0312,0.0287,-0.0005,-0.6266,-0.0127,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.550,0.0176,0.0754,0.0409,-0.0037,-0.3183,-0.0106,-0.0056,-0.0056,-0.0056,-0.0056,0.0057
0.0360,sand,1.100,0.550,0.0264,-0.0366,0.0244,-0.0029,-0.0866,0.0635,0.0152,0.0152,0.0152,0.0152,0.0101
0.0480,sand,1.100,0.550,0.0351,0.0372,-0.0761,-0.0002,0.1240,-0.0238,0.0225,0.0225,0.0225,0.0225,0.0145
0.0600,sand,1.100,0.550,0.0439,0.0004,0.0441,-0.0041,0.6845,0.0187,-0.0177,-0.0177,-0.0177,-0.0177,0.0190
0.0720,sand,1.100,0.550,0.0526,0.0701,-0.0032,-0.0038,0.0400,-0.0375,-0.0193,-0.0193,-0.0193,-0.0193,0.0241
0.0840,sand,1.100,0.550,0.0613,0.0073,0.0131,-0.0000,-0.2809,0.0395,-0.0105,-0.0105,-0.0105,-0.0105,0.0269
0.0960,sand,1.100,0.550,0.0699,0.0231,-0.0787,-0.0034,-0.3002,0.2359,-0.0088,-0.0088,-0.0088,-0.0088,0.0327
0.1080,sand,1.100,0.550,0.0785,-0.0131,0.0290,-0.0009,0.0773,-0.0419,-0.0132,-0.0132,-0.0132,-0.0132,0.0368
0.1200,sand,1.100,0.550,0.0870,-0.0240,0.0053,-0.0025,0.0188,-0.1116,-0.0286,-0.0286,-0.0286,-0.0286,0.0410
0.1320,sand,1.100,0.550,0.0955,-0.0367,0.0537,-0.0019,0.0216,-0.0554,-0.0296,-0.0296,-0.0296,-0.0296,0.0451
