t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,1.100,0.650,0.0000,0.0104,0.0218,0.0002,-0.6424,-0.0161,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,1.100,0.650,0.0126,-0.0619,0.0540,0.0001,-0.6197,0.0097,-0.0291,-0.0291,-0.0291,-0.0291,0.0000
0.0240,sand,1.100,0.650,0.0251,-0.0128,0.0732,0.0000,-0.8748,-0.0426,-0.0057,-0.0057,-0.0057,-0.0057,0.0064
0.0360,sand,1.100,0.650,0.0377,0.0589,0.0143,-0.0041,-0.1318,0.0995,0.0151,0.0151,0.0151,0.0151,0.0150
0.0480,sand,1.100,0.650,0.0502,-0.0752,0.0147,-0.0018,0.1590,-0.0098,0.0225,0.0225,0.0225,0.0225,0.0212
0.0600,sand,1.100,0.650,0.0627,-0.0178,0.0282,-0.0042,0.7596,-0.0492,-0.0177,-0.0177,-0.0177,-0.0177,0.0272
0.0720,sand,1.100,0.650,0.0751,-0.0336,-0.0516,-0.0025,0.2803,-0.0167,-0.0205,-0.0205,-0.0205,-0.0205,0.0338
0.0840,sand,1.100,0.650,0.0875,-0.0204,0.0594,-0.0030,-0.1840,-0.0480,-0.0130,-0.0130,-0.0130,-0.0130,0.0397
0.0960,sand,1.100,0.650,0.0999,-0.0862,-0.0312,-0.0026,-0.0872,0.1543,-0.0136,-0.0136,-0.0136,-0.0136,0.0456
0.1080,sand,1.100,0.650,0.1121,-0.1163,0.0403,-0.0016,-0.7242,-0.1187,-0.0170,-0.0170,-0.0170,-0.0170,0.0525
0.1200,sand,1.100,0.650,0.1243,0.0788,0.0505,-0.0018,-0.1914,-0.0063,-0.0303,-0.0303,-0.0303,-0.0303,0.0576
0.1320,sand,1.100,0.650,0.1365,-0.0389,0.0547,-0.0024,0.0416,-0.0266,-0.0459,-0.0459,-0.0459,-0.0459,0.0644
0.1440,sand,1.100,0.650,0.1485,-0.0561,0.0043,-0.0031,-0.0274,0.1842,-0.0643,-0.0643,-0.0643,-0.0643,0.0711
0.1560,sand,1.100,0.650,0.1605,-0.0643,0.0131,-0.0020,-0.1695,0.2497,-0.0864,-0.0864,-0.0864,-0.0864,0.0775
0.1680,sand,1.100,0.650,0.1723,0.0782,0.0139,0.0002,0.0275,-0.0071,-0.1111,-0.1111,-0.1111,-0.1111,0.0833
0.1800,sand,1.100,0.650,0.1841,0.0849,-0.0017,-0.0033,-0.1574,0.1267,-0.1401,-0.1402,-0.1402,-0.1402,0.0885
0.1920,sand,1.100,0.650,0.1957,0.0208,-0.0016,-0.0030,0.1516,-0.0313,-0.1779,-0.1779,-0.1779,-0.1779,0.0941
0.2040,sand,1.100,0.650,0.2072,-0.0516,0.0269,-0.0020,-0.4657,0.2855,-0.2076,-0.2076,-0.2076,-0.2076,0.1025
0.2160,sand,1.100,0.650,0.2186,-0.0286,0.0778,-0.0045,-0.1045,0.2139,-0.2691,-0.2692,-0.2692,-0.2691,0.1100
0.2280,sand,1.100,0.650,0.2298,0.0748,-0.0301,0.0004,0.0235,0.1922,-0.3102,-0.3103,-0.3102,-0.3102,0.1141
0.2400,sand,1.100,0.650,0.2409,-0.0240,0.0024,-0.0010,0.0033,0.0708,-0.3709,-0.3710,-0.3710,-0.3710,0.1166
0.2520,sand,1.100,0.650,0.2518,-0.0160,0.0267,-0.0025,0.0197,0.2395,-0.4375,-0.4375,-0.4375,-0.4375,0.1221
0.2640,sand,1.100,0.650,0.2626,-0.0238,0.0047,-0.0074,0.2518,-0.2741,-0.5265,-0.5266,-0.5266,-0.5266,0.1376
0.2760,sand,1.100,0.650,0.2732,-0.0304,-0.0085,-0.0034,-0.3987,-0.1239,-0.5982,-0.5982,-0.5982,-0.5982,0.1412
0.2880,sand,1.100,0.650,0.2836,0.0192,-0.0490,0.0000,0.0229,0.3079,-0.6698,-0.6698,-0.6698,-0.6698,0.1396
0.3000,sand,1.100,0.650,0.2939,0.0796,-0.0311,-0.0013,-0.0330,0.5331,-0.7749,-0.7748,-0.7749,-0.7749,0.1414
0.3120,sand,1.100,0.650,0.3040,0.0293,0.1076,-0.0028,0.0642,-0.0440,-0.8838,-0.8837,-0.8838,-0.8838,0.1489
0.3240,sand,1.100,0.650,0.3138,0.0316,-0.0182,-0.0082,-0.0092,-0.1440,-0.9931,-0.9931,-0.9931,-0.9931,0.1602
