step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,1.368,0.053,0.84,2.534,0.00,2,18,27.00,7.60,+0.000,0.352,0.041,+0.000,0.352,0.041,0,10.793,7.66,0.000
40,5.433,0.497,9.75,2.165,12.85,2,18,27.00,6.73,+0.458,0.676,0.004,+0.458,0.676,0.004,0,7.647,10.12,0.000
56,10.771,1.827,10.65,4.058,-18.36,2,18,23.42,5.84,-0.654,0.526,0.000,-0.662,0.529,0.000,1,-0.403,47.28,0.028
57,11.174,1.862,9.18,4.063,-19.64,2,18,23.56,5.64,-0.699,0.551,0.000,-0.684,0.542,0.000,1,-0.130,45.86,0.044
58,11.578,1.882,7.58,4.062,-17.99,2,18,23.56,5.81,-0.641,0.584,0.000,-0.579,0.549,0.000,1,-0.450,47.54,0.056
59,11.983,1.886,5.85,4.073,-17.22,2,18,22.52,5.79,-0.613,0.623,0.000,-0.526,0.611,0.000,1,-0.494,46.92,0.048
60,12.389,1.879,4.17,4.079,-15.88,2,18,22.02,5.97,-0.566,0.673,0.000,-0.429,0.641,0.000,1,-0.467,46.31,0.032
61,12.795,1.864,2.56,4.096,-16.69,2,18,22.02,5.88,-0.595,0.719,0.000,-0.390,0.671,0.000,1,-0.385,47.43,0.084
62,13.203,1.843,1.14,4.113,-17.61,2,18,22.52,5.80,-0.627,0.766,0.000,-0.487,0.620,0.000,1,-0.441,47.74,0.107
63,13.610,1.815,-0.19,4.108,-17.64,3,18,22.52,5.80,-0.628,0.812,0.000,-0.252,0.584,0.000,1,-0.429,47.41,0.357
64,14.017,1.779,-1.51,4.126,-19.04,3,18,23.25,5.66,-0.678,0.864,0.000,-0.530,0.419,0.000,1,-0.485,46.79,0.237
65,14.426,1.740,-2.51,4.133,-21.18,3,18,23.87,5.45,-0.754,0.908,0.000,-0.847,0.521,0.000,1,-0.444,46.70,2.149
66,14.831,1.689,-3.92,4.090,-21.47,4,18,23.87,5.42,-0.765,0.939,0.000,+0.071,0.332,0.000,1,0.110,48.42,2.339
