variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std
no_filter,1,1,0.0,,0.0,,,,,,,,,,0.1297341195087973,,0.43725855421686755,
dob_cbf_nn,1,1,0.0,,0.0,,,,0.0,,,,,,0.12199919848541767,,0.4298501204819277,
dob_cbf_no_nn,1,1,0.0,,0.0,,,,0.0,,,,,,0.11949891904663093,,0.4260048192771085,
