step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,0.294,0.019,0.29,0.878,0.00,2,18,10.00,5.63,+0.000,0.645,0.000,+0.000,0.645,0.000,0,12.317,8.49,0.000
40,3.596,0.100,1.70,1.090,8.93,2,18,10.00,5.29,+0.318,0.162,0.194,+0.318,0.162,0.194,0,12.211,7.67,0.000
60,6.887,0.925,14.53,3.193,1.04,2,18,19.25,7.10,+0.037,0.378,0.040,+0.037,0.378,0.040,0,5.440,7.87,0.000
80,12.977,1.756,1.94,2.874,-12.71,2,18,25.56,7.20,-0.453,0.486,0.007,-0.453,0.486,0.007,0,0.028,7.81,0.000
81,13.267,1.741,0.90,2.981,-13.64,2,18,25.51,7.09,-0.486,0.550,0.005,-0.524,0.541,0.000,1,-0.472,46.85,0.077
82,13.568,1.721,-0.13,3.106,-16.67,3,18,25.51,6.66,-0.594,0.607,0.003,-0.394,0.619,0.000,1,-0.465,47.55,0.129
83,13.882,1.695,-1.24,3.246,-16.67,3,18,25.48,6.68,-0.594,0.652,0.002,-0.268,0.576,0.000,1,-0.451,47.07,0.080
84,14.210,1.666,-2.26,3.396,-17.66,3,18,25.46,6.57,-0.629,0.684,0.001,-0.224,0.729,0.000,1,-0.110,46.76,0.100
85,14.553,1.633,-3.13,3.542,-18.99,3,18,25.46,6.40,-0.676,0.693,0.001,-0.591,0.390,0.000,1,-0.140,46.51,0.239
86,14.907,1.595,-3.95,3.637,-23.43,4,18,25.48,5.89,-0.834,0.687,0.001,-0.540,0.649,0.000,1,-0.369,47.94,1.199
87,15.270,1.548,-5.06,3.734,-22.86,4,18,25.48,5.96,-0.814,0.670,0.000,+0.548,0.558,0.000,1,0.290,47.34,1.501
88,15.638,1.499,-8.39,3.715,-20.67,4,18,25.52,6.22,-0.736,0.643,0.000,+0.615,0.416,0.000,1,0.020,47.00,0.473
89,16.001,1.442,-10.64,3.701,-17.66,4,18,16.75,6.03,-0.629,0.622,0.000,+0.679,0.463,0.000,1,-0.172,47.21,0.464
90,16.363,1.383,-11.78,3.726,-15.90,4,18,16.75,6.23,-0.566,0.607,0.000,+0.716,0.453,0.000,1,-0.127,47.68,0.472
91,16.727,1.321,-12.05,3.745,-18.84,4,18,15.69,5.66,-0.671,0.597,0.000,+0.810,0.500,0.000,1,-0.330,47.40,0.739
92,17.094,1.260,-11.69,3.761,-21.35,4,18,16.36,5.46,-0.760,0.589,0.000,+0.851,0.500,0.000,1,-0.214,47.07,1.003
93,17.465,1.205,-10.91,3.783,-25.18,4,18,16.36,5.10,-0.897,0.582,0.000,+0.889,0.500,0.000,1,0.026,47.14,1.487
94,17.838,1.160,-9.82,3.805,-26.46,4,18,17.82,5.01,-0.942,0.576,0.000,+0.940,0.458,0.000,1,0.024,47.66,1.759
95,18.215,1.126,-8.49,3.824,-27.46,4,18,17.82,4.93,-0.978,0.571,0.000,+0.940,0.347,0.000,1,-0.034,47.09,1.805
96,18.595,1.104,-7.03,3.846,-28.07,4,18,19.46,4.88,-1.000,0.567,0.000,+0.925,0.500,0.000,1,-0.071,46.87,1.860
97,18.978,1.096,-5.46,3.857,-27.44,4,18,20.89,4.94,-0.977,0.565,0.000,+0.821,0.428,0.000,1,-0.080,46.91,1.861
98,19.362,1.099,-3.74,3.862,-28.07,5,18,20.89,4.88,-1.000,0.566,0.000,+0.106,0.519,0.000,1,-0.485,48.82,0.461
99,19.748,1.115,-1.86,3.893,-28.07,5,18,22.04,4.88,-1.000,0.570,0.000,-0.143,0.505,0.000,1,-0.460,49.10,0.303
100,20.136,1.136,-0.17,3.909,-28.07,5,18,22.04,4.88,-1.000,0.583,0.000,-0.639,0.674,0.000,1,-0.405,47.33,0.083
101,20.523,1.160,1.39,3.917,-28.07,5,18,22.84,4.88,-1.000,0.599,0.000,-0.803,0.586,0.000,1,-0.442,47.44,0.060
102,20.909,1.186,2.75,3.897,-28.07,5,18,22.84,4.88,-1.000,0.620,0.000,-0.940,0.628,0.000,1,-0.467,48.42,0.080
103,21.294,1.215,3.95,3.885,-28.07,5,18,23.21,4.87,-1.000,0.642,0.000,-0.893,0.630,0.000,1,-0.369,47.24,0.040
104,21.677,1.246,4.92,3.878,-27.44,5,18,23.43,4.92,-0.977,0.668,0.000,-0.917,0.662,0.000,1,-0.301,47.12,0.012
105,22.059,1.280,5.70,3.867,-28.07,5,18,23.43,4.87,-1.000,0.691,0.000,-0.889,0.695,0.000,1,-0.252,47.15,0.008
106,22.440,1.317,6.28,3.858,-28.07,5,18,23.75,4.86,-1.000,0.713,0.000,-0.852,0.661,0.000,1,-0.223,47.67,0.002
107,22.819,1.356,6.76,3.853,-28.07,5,18,23.75,4.86,-1.000,0.734,0.000,-0.878,0.738,0.000,1,-0.164,47.35,0.010
108,23.197,1.397,7.13,3.834,-28.07,5,18,24.18,4.86,-1.000,0.758,0.000,-0.886,0.655,0.000,1,-0.042,46.83,0.027
109,23.574,1.442,7.36,3.826,-27.44,5,18,24.59,4.92,-0.977,0.780,0.000,-0.830,0.708,0.000,1,0.132,47.33,0.060
110,23.949,1.487,7.50,3.821,-28.07,5,18,24.59,4.86,-1.000,0.803,0.000,-0.931,0.690,0.000,1,0.349,47.69,0.012
111,24.324,1.535,7.56,3.806,-28.07,5,18,24.91,4.86,-1.000,0.827,0.000,-0.771,0.735,0.000,1,0.596,47.65,0.045
112,24.696,1.582,7.62,3.799,-28.07,5,18,24.91,4.86,-1.000,0.855,0.000,-0.831,0.764,0.000,1,0.868,47.32,0.015
113,25.068,1.631,7.69,3.784,-28.07,5,18,25.15,4.86,-1.000,0.880,0.000,-0.856,0.662,0.000,1,1.158,46.76,0.138
114,25.439,1.679,7.79,3.759,-28.07,5,18,25.33,4.86,-1.000,0.904,0.000,-0.878,0.733,0.000,1,1.461,47.67,0.047
115,25.808,1.728,7.91,3.757,-26.49,5,18,25.33,5.00,-0.943,0.928,0.000,-0.840,0.764,0.000,1,1.772,47.18,0.247
116,26.175,1.778,8.02,3.733,-28.07,5,18,25.48,4.86,-1.000,0.954,0.000,-0.784,0.811,0.000,1,2.099,46.94,0.199
117,26.541,1.828,8.15,3.727,-28.07,5,18,25.48,4.87,-1.000,0.969,0.000,-0.840,0.765,0.000,1,2.427,47.60,0.260
118,26.906,1.880,8.27,3.719,-28.07,5,18,25.56,4.87,-1.000,0.979,0.000,-0.826,0.711,0.000,1,2.753,47.88,0.557
119,27.269,1.933,8.42,3.690,-27.44,5,18,25.60,4.92,-0.977,0.986,0.000,-0.927,0.849,0.000,1,3.096,47.22,0.334
120,27.630,1.986,8.56,3.683,-27.44,5,18,25.60,4.92,-0.977,0.991,0.000,-0.833,0.709,0.000,1,3.430,54.93,0.548
121,27.989,2.040,8.71,3.670,-28.07,5,18,25.56,4.87,-1.000,0.994,0.000,-0.929,0.730,0.000,1,3.767,55.89,0.377
122,28.348,2.095,8.90,3.651,-28.07,5,18,25.56,4.87,-1.000,0.996,0.000,-0.748,0.814,0.000,1,4.112,57.11,0.300
