time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0612,-0.0058,-0.0042,0.0243,-0.0874,-0.0014,0.0000,0.0615,-0.0058,2.9251,0.1000,0.3000,5.0000,0.1894,0.1200,0.0000,2.340,324537.1948
0.0240,0.0201,-0.0482,0.0068,0.0273,-0.0171,-0.0012,0.0000,0.0522,-0.0482,2.9251,0.1035,0.3360,5.0000,0.1959,0.1344,0.0000,1.091,352004.6799
0.0360,0.0075,0.0069,-0.0077,-0.0117,-0.0585,-0.0299,0.0000,0.0102,0.0069,2.9251,0.1155,0.3720,5.0000,0.2187,0.1488,0.0000,1.302,352257.2696
0.0480,0.0135,0.0952,-0.0062,-0.0483,0.0296,-0.0062,0.0000,0.0961,0.0952,2.9251,0.1187,0.4080,5.0000,0.2249,0.1632,0.0000,0.868,346284.8987
0.0600,0.0590,-0.0317,-0.0037,-0.0676,-0.0005,0.0007,0.0000,0.0670,-0.0317,2.9251,0.1307,0.4440,5.0000,0.2476,0.1776,0.0000,0.837,338819.3336
0.0720,0.0420,0.0357,-0.0045,-0.0171,-0.0483,-0.0010,0.0000,0.0551,0.0357,2.9251,0.1427,0.4800,5.0000,0.2703,0.1920,0.0000,0.801,337630.3878
0.0840,0.1389,0.0577,-0.0019,0.0811,0.0742,-0.0165,0.2500,0.1252,0.0577,2.7489,0.1477,0.5160,5.0000,0.2798,0.2064,0.0000,0.891,309057.3643
0.0960,0.1424,-0.0189,-0.0125,-0.0438,-0.0335,-0.0021,0.2500,0.1092,-0.0189,2.7489,0.1597,0.5520,5.0000,0.3025,0.2208,0.0000,1.093,349860.2928
0.1080,0.0785,0.0473,-0.0023,-0.0436,-0.0495,-0.0051,0.0000,0.0916,0.0473,2.9251,0.1691,0.5880,5.0000,0.3202,0.2352,0.0000,0.863,352633.5790
0.1200,0.1738,-0.0505,0.0037,0.0418,0.0336,-0.0104,0.2500,0.0914,-0.0505,2.7489,0.1811,0.6240,5.0000,0.3429,0.2496,0.0000,1.009,301513.8452
0.1320,0.1006,0.0469,0.0001,0.0561,-0.0269,-0.0128,0.0000,0.1110,0.0469,2.9251,0.1931,0.6600,5.0000,0.3657,0.2640,0.0000,0.735,332585.8758
0.1440,0.0698,-0.0686,-0.0139,0.0189,-0.0064,-0.0109,0.0000,0.0978,-0.0686,2.9251,0.1936,0.6960,5.0000,0.3666,0.2784,0.0000,1.013,309771.5722
0.1560,0.0948,-0.0083,-0.0122,0.0193,-0.0635,0.0154,0.0000,0.0952,-0.0083,2.9251,0.2056,0.7320,5.0000,0.3894,0.2928,0.0000,1.310,301529.9460
0.1680,0.0520,-0.0072,-0.0035,0.0624,-0.0141,-0.0006,0.0000,0.0525,-0.0072,2.9251,0.2176,0.7680,5.0000,0.4121,0.3072,0.0000,1.159,298159.6732
0.1800,0.0401,0.0252,-0.0041,0.0009,-0.0611,-0.0169,0.0000,0.0474,0.0252,2.9251,0.2121,0.8040,5.0000,0.4017,0.3216,0.0000,1.060,308757.7083
0.1920,0.1064,-0.0131,0.0079,0.0721,0.0048,-0.0192,0.0000,0.1072,-0.0131,2.9251,0.2241,0.8400,5.0000,0.4244,0.3360,0.0000,1.116,286229.2415
0.2040,0.0253,0.0809,0.0010,0.0479,-0.0557,-0.0058,0.0000,0.0848,0.0809,2.9251,0.2186,0.8760,5.0000,0.4141,0.3504,0.0000,1.260,296899.4013
0.2160,0.0426,-0.0075,0.0020,-0.0296,-0.0186,-0.0051,0.0000,0.0432,-0.0075,2.9251,0.2306,0.9120,5.0000,0.4368,0.3648,0.0000,0.796,301058.9649
0.2280,0.0636,0.0252,-0.0036,-0.1173,0.0836,-0.0085,0.0000,0.0685,0.0252,2.9251,0.2426,0.9480,5.0000,0.4595,0.3792,0.0000,1.364,294791.7269
